selectivity,seed,query_id,bernoulli,birch,distance_shell,gmm,hdbscan,hilbert,hybrid,kde_pilot,kdtree,km20,lsh,minibatch,minibatch_partial,pca1d,pq,random_proj,sobol,sparse_rp,spectral,zorder,best,worst,spread
0.05,0.2,10,1.6265237774564414,1.0475085908411326,1.1344673350694445,1.2658726664517954,1.5583375840373845,1.1079071168817187,1.1559263687518333,1.7487407426601094,1.4858983845268277,1.4706480629323075,1.2599140359711907,1.312851238872271,1.3032284437967487,1.1540377674291113,1.1147346352000995,1.021053430823395,1.0600348632352374,1.3952435105040826,1.0215442420593683,1.133066322477848,random_proj,kde_pilot,0.7276873118367144
0.05,0.2,11,1.2126627734375,1.2014057832845904,1.8282089228723406,1.0882817727351968,1.4891871008370616,1.356543462523075,1.1790586311228264,1.4600958563884212,1.0063991108030292,1.4518289892016623,1.1225927185917846,1.3817255809830726,1.0101796560399017,1.5592423953842753,1.3449711621645721,1.1308609874233153,1.0038894537403675,1.3472149665108795,1.076734085275818,1.0642523409768665,sobol,distance_shell,0.8243194691319731
0.05,0.2,12,1.126940294117647,1.1367322801842559,1.1312334000000002,1.1838571265385383,1.314606344643184,1.4552438283653635,1.0442428892797468,1.36626066918645,1.1555396836351444,1.181609066402748,1.3921282720355748,1.2340247237056285,1.2654254675744085,1.179964752406482,1.0816896872312813,1.4929721502994844,1.1686907034043783,1.00313938950406,1.3717220209551593,1.1107058846549664,sparse_rp,random_proj,0.4898327607954245
0.05,0.2,13,1.6053176562499998,1.0710328234228785,1.2087547116215593,1.1610536729096261,1.1101746430603343,1.1657432514440964,1.2349095290644099,1.7539998642074242,1.1934808814149531,1.1131605412966306,1.1038554179481486,1.0327739517948507,1.184293032906784,1.0915352977650412,1.2396810091391004,1.2129767944131664,2.425888806432366,1.1920765253438714,1.5342533584681717,1.0778219325002731,minibatch,sobol,1.3931148546375152
0.05,0.2,14,1.2152765279179731,1.4804505552131915,2.011664262275814,1.54498147612319,1.6356525138818536,1.079994208311651,1.5624003175598216,1.0597983934497606,1.5931041584138659,1.1246794088526495,1.307486732428816,1.7152236328854287,1.2063843624226955,1.0900173555114858,1.014175141355318,1.112259645304095,1.6472495706738448,1.423987195893778,1.6404457661039304,1.1308605499106128,pq,distance_shell,0.9974891209204961
0.05,0.2,15,1.4398196985782457,1.2049371933352693,1.731487354560334,1.0608238421043796,1.4672734737055713,1.1953948101059568,1.0175239644431315,1.0151608875319647,1.254651642573539,1.0537759538009221,1.0169010199858701,1.2900638782640024,1.0001837664796693,1.0057363578273755,1.646985446896252,1.5195491661661928,1.1186930927100969,1.1878512513270527,1.2099165130730716,1.507578953359776,minibatch_partial,distance_shell,0.7313035880806646
0.05,0.2,16,1.194217042911561,1.1108226961379415,1.0796453876582277,1.0519175095739033,1.026791203202433,1.0034897286770477,1.0256952201040987,1.3095355238295754,2.3534304016906646,1.267747480708546,1.3332183044587385,1.3084216054483389,1.073560409656139,1.2025827280064567,1.3160850123419479,1.3670401274740611,1.3242394436529483,1.590741213389121,1.3621640940111301,1.263678905687545,hilbert,kdtree,1.349940673013617
0.05,0.2,17,1.2498278231983149,1.1648669872623496,1.027870608108108,1.0546021898079803,1.2949110380035427,1.0052934099463626,1.3579742001159039,1.514933040135188,1.07708734539599,1.0002452612373807,1.1438508335769149,1.548926624734819,1.2186277422686225,1.047101778269279,1.1566428786556349,1.3443377616832144,1.1666794129347668,1.1053507483672993,1.2399640599846058,1.0075925526795917,km20,minibatch,0.5486813634974383
0.05,0.2,18,1.048092986111111,1.1251974754929535,1.2469848320895522,1.1877895606843256,1.146989863561897,1.0833679812187158,1.4143503803435589,1.3552123936192124,1.187472737568969,1.1310742661446302,1.0705490256465309,1.0763497168334213,1.1543189716908606,1.55486128347879,1.0138711211441696,1.369184666605623,1.171440234409905,1.1600016701873965,1.0375550014758999,1.2290509006585122,pq,pca1d,0.5409901623346205
0.05,0.2,19,1.0633625511024627,1.0977847101909919,1.2200500793278257,1.058161287729111,1.1270877945334783,1.0805681804255791,1.078916514624358,1.0497900920129706,1.0396642748955338,1.4439035163691032,1.2898615067127273,1.0406001361079265,1.1895357330768872,1.0317507669076067,1.5087897286131393,1.003644076210894,1.4317978994317253,1.2459058829354521,1.020260260244031,1.2304040204868527,random_proj,pq,0.5051456524022453
0.05,0.2,20,1.308541531014528,1.2657135341982233,1.264987155967621,1.0274605825279786,1.0702947414557473,1.2723589683896588,1.1069481459334574,1.18067503880731,1.0500802670495777,1.4053799307635524,1.3698843460719345,1.4360597349966486,1.0831020901584851,1.0636725014212138,1.1906679479687248,1.217921500398436,1.6434788867699868,1.473211938913422,1.1310794211947528,1.1032552463089276,gmm,sobol,0.6160183042420082
0.05,0.2,21,1.2581362343333782,1.7098141523235324,1.1550658428283742,1.0480817320830316,1.3164218032595498,1.192205306457543,1.18666124524796,1.4851857789550913,1.056256733011,1.127953262404765,1.0326906280266235,1.1307743188073038,1.0482220423201871,1.0674006245732475,1.1394954336198864,1.0169708494779872,1.331034127764882,1.470944542599788,1.402684339190404,1.2968982110140208,random_proj,birch,0.6928433028455452
0.05,0.2,22,1.1005876102941174,1.0218290028389827,1.1670214700704227,1.0266812699228893,1.451369681322149,1.128022130283461,1.3147773681721522,3.8638254460455768,1.0034271127650523,1.6569504715234644,1.1248794494810141,1.0284295123152767,1.3259147092225716,1.1947585971247907,1.4629783329785213,1.2698908025273727,1.0720717195440896,1.3628779103771549,1.090927473794716,1.3588420752095527,kdtree,kde_pilot,2.8603983332805245
0.05,0.2,23,1.0722651041666666,1.3746113577675072,1.7094969375,1.1338989008595093,1.115234759112315,1.052900962336815,1.0506052101727792,2.992252517115866,1.2629608415585452,1.0394041232290612,1.0822567280020208,1.1010645606423584,1.091432242198045,1.1398854271857974,1.247213159502339,1.1706409607817276,1.1027100074386902,1.1417259281277212,1.0182444134824546,1.172872307144568,spectral,kde_pilot,1.9740081036334112
0.05,0.2,24,1.1605290997231776,1.0931659445859134,1.1628046469775368,1.1379442246282598,1.045864617420114,1.0396950764219057,1.163038704771647,1.1759990096692825,1.7639488680755908,1.5778178397259908,1.0657003668092724,1.1132812066799826,1.2616251922121906,1.1070242464143194,1.1877044805031778,1.05809123351129,1.3802233147754361,1.1170552147459023,1.1924640288947312,1.245756525004444,hilbert,kdtree,0.7242537916536851
0.05,0.2,25,1.1893281640625,1.2494021439931287,1.5675251441399747,1.502454176789182,1.0450589170789717,1.1055101215291618,1.4883865791709456,1.2879521382230086,1.3926226366327477,1.1799109883282077,1.3660080659169553,1.2771449491783873,1.0867910660233064,1.1236540555131767,1.505574209952481,1.349855913477274,1.2804195853239315,1.0541942288988448,1.1777487364319519,1.0104773862691467,zorder,distance_shell,0.5570477578708279
0.05,0.2,26,1.049269375,1.1415528283167211,1.267299375,1.1193484329807062,1.115769052502657,1.0918411758883977,1.0798373017501481,1.0460006174533925,1.2491312641140528,1.3033569874632307,1.0851599064486157,1.0184085268591987,1.3070862898141633,1.358230867419125,1.21930271814625,1.128564521364297,1.2490915385030756,1.0648243588990516,1.430870470102698,1.3476225111887237,minibatch,spectral,0.4124619432434993
0.05,0.2,27,1.0665938183088761,1.2916993861800103,1.3073392801557369,1.1148273906225539,1.1279031542165874,1.083622495356282,1.0075287349102127,2.6327668970761273,1.188422510128523,1.029473154702832,1.147271488725741,1.2251364056396352,1.1395021614645322,1.0862400696545604,1.0756213374310746,1.189482438294529,1.014651862874257,1.3886067707014207,1.3013236746807386,1.3501429197999812,hybrid,kde_pilot,1.6252381621659147
0.05,0.2,28,1.101527819085071,1.0569146082180483,1.111304693218962,1.0105846810622825,1.3299894868107502,1.2756131342988513,1.094002499888398,1.322111034952963,1.38874519536951,1.2288435016257646,1.640201857594301,1.0110770658091368,1.1265951735254165,1.2209487684967297,1.1647504982338137,1.4949694462513368,1.002087836099544,1.3537292529263933,1.227212176041389,1.1706931131901,sobol,lsh,0.6381140214947569
0.05,0.2,29,1.144016176470588,1.1323063759071041,1.1638929054054055,1.0264913889363185,1.3137240371541543,1.1281715075527285,1.524370808517797,1.216247381127708,1.0231638622854071,1.87734421080726,1.0781164770404106,1.07601005832321,1.2081962822402934,1.087755851570925,1.3199432294732674,1.160654339253062,1.0185792716597988,1.195579869449929,1.2259307943966617,1.0562888716775507,sobol,km20,0.8587649391474612
0.05,0.2,30,1.3322115428956744,2.020451409723522,1.217321971830986,1.0910970717895898,1.1863842980360226,1.1763415253938128,1.136454431198528,1.4763155001675703,1.1761957339370481,1.095269574354097,1.090578992607056,1.056594177374609,1.033796627743353,1.180777798427656,1.0543011107846354,1.0294054776904504,1.291469489891481,1.6255659189266618,1.290466554724715,1.7865267865441181,random_proj,birch,0.9910459320330718
0.05,0.2,31,1.1274449701156617,1.0252838240723,1.80032015625,1.1121309852214958,1.1683744625917771,1.0815892205263018,1.1485180052511892,2.9319030303644764,1.1282177566871394,1.3815237969196106,1.1754476243955654,1.3049081749847995,1.5568671069116755,1.0333690555371235,1.0593250593336458,1.0148974570256175,1.8079112856947508,1.2189700506457988,1.1304224142136352,1.021774013706319,random_proj,kde_pilot,1.917005573338859
0.05,0.2,32,1.5213200961538462,1.0281052265293873,1.557351917732885,1.6917000570943652,1.4200946220986037,1.1075201143014342,1.0531844293780894,1.0771864460286842,1.049774373744502,1.1223565680775895,1.1016126845775494,1.2249826088379405,1.062944102634745,1.2433127140964713,1.176384338931108,1.3608562284983619,1.026254229878815,1.1756982405253196,1.280870838918327,1.165877004290146,sobol,gmm,0.6654458272155501
0.05,0.2,33,1.1297853308823527,1.0505671214742587,1.3501062797619048,1.0444463238230197,1.0825869764955194,1.2288080014631415,1.0100747831970636,1.8964574405252514,1.0273191039629728,1.3779143681983106,1.0084415227317418,1.5230004363842382,1.1930185445497667,1.0566098379223154,1.0932013472126993,1.3554551524529241,1.2032655032127455,1.1526134127555285,1.5220741608510477,1.665958288575669,lsh,kde_pilot,0.8880159177935096
0.05,0.2,34,1.2019970703124998,1.155014310289412,1.2167154017857142,1.028935343990254,1.3046956542807175,1.3243863490443344,1.2258256082688619,1.3774478043322957,1.142077880133787,1.1775618129322394,1.2244543733434305,1.0293469864840392,1.183226772993334,1.112206376637686,1.1535025204550318,1.1744137176997658,1.1288269254674956,1.7657852738362816,1.1605524455492813,1.0046147210378151,zorder,sparse_rp,0.7611705527984665
0.05,0.2,35,1.1232176838235293,1.011966969336866,1.1126611266447368,1.0601729896139516,1.055523986997936,1.346890160736638,1.0124116426344445,1.500227104048882,1.0280126831104675,1.2118860559253255,1.7541858668388735,1.3998394879638858,1.0285794598275084,1.2195768308194783,1.012419742323829,1.2719303242063238,1.2647298535427653,1.3477151790490836,1.0788212071683383,1.1810592468605612,birch,lsh,0.7422188975020074
0.05,0.2,36,1.0747316921135517,1.047606471352711,1.0683114274691359,1.0751555241049886,1.2681321893511766,1.0194777039441334,1.0898080556524348,1.7950430877843835,1.1077743500232526,1.2404315877361283,1.020676425992485,1.244019786894611,1.1504604571269907,1.085105009476435,1.0913660097503715,1.26330747971992,1.1976396735507198,1.3196097453605913,1.0531499991120503,1.1296815880211328,hilbert,kde_pilot,0.7755653838402501
0.05,0.2,37,1.4428615384615384,1.2334029716300192,1.0714165330405598,1.2561630909169477,1.1905852589447756,1.2804512223446547,1.3467857444297353,1.3905467789527952,1.6888948934837094,1.0005519996110965,1.0795621732132055,1.0177390585928825,1.0389788587848934,1.7008338252941153,1.1132674343726687,1.4462706064730793,1.276251964771843,1.3367213098686168,1.6365814170381696,1.3477603492153523,km20,pca1d,0.7002818256830188
0.05,0.2,38,1.2010917187499999,1.4292167412825412,1.050690462962963,1.362495228778741,1.012971273041794,1.151443160606575,1.0230455313859856,1.2387936436871967,1.034723940037611,1.4232506620399001,1.1814975730036392,1.1439200274780166,1.1695122877961506,1.2286932679386056,1.3964001596909306,1.1412735967886272,1.2060221577096872,1.1157579071300274,1.0014648646899895,1.0287314571476058,spectral,birch,0.42775187659255165
0.05,0.2,39,1.208278634339298,1.0880292918129377,1.374446455078125,1.1918715485779572,1.1554104225667856,1.3217033454335583,1.6467576431669066,1.7405662507203816,1.166183805487397,1.1827501878418334,1.1929032868937621,1.4139902744300374,1.0182461037059027,1.3018322260625317,1.4118407758834064,1.2744533252537646,1.3872518538949807,1.431022941413064,1.686819023306132,1.0351605368441867,minibatch_partial,kde_pilot,0.7223201470144789
0.05,0.2,40,1.031393191419002,1.260843129328029,1.072251052266016,1.0627474458790205,1.131259707284954,1.2193268991053903,1.0605903459680386,1.1990688123292774,1.7424027650067764,1.0759928498327729,1.3622837601751803,1.0798153986501173,1.449414193095008,1.4706188734894554,1.2707237571555097,1.1140107905500989,1.0981713250919567,1.1311738278277872,1.3335666565981268,1.3163958990381759,bernoulli,kdtree,0.7110095735877744
0.05,0.2,41,1.1447345074493598,1.1046060053944409,1.1044505951637518,1.8257408141309623,1.3438497557046187,1.0886031452899105,1.1286016237682432,1.1230890360098358,1.06609361239642,1.4435101197542917,1.00611557559661,1.0659186835250958,1.0701762620953672,1.1184972499636248,1.5088921650944713,1.1971632155040792,1.1017891183646442,1.0198301143805788,1.3170465740001434,1.2975552046838519,lsh,gmm,0.8196252385343523
0.05,0.2,42,1.5466522020315727,1.0691761080575128,1.800707099822326,1.624845766363936,1.1612534769508895,1.371658107070397,1.0233886672522903,1.0101727502281923,1.2425665626916722,1.0438547249736982,1.059303902420549,1.6980274632926309,1.5068393769129584,1.3758910313231656,1.6371521791235926,1.2519107576184743,1.0351358945080773,1.14391210236812,1.8404130272038952,1.0167061743596835,kde_pilot,spectral,0.8302402769757029
0.05,0.2,43,1.2686969166666666,1.4014159715236485,1.428435995762712,1.0626931388170089,1.2883937486309367,1.038858529654386,1.0558043432718576,1.7196282145139725,1.107655521751896,1.2070764703016854,1.1939980344247192,1.2034609110607941,1.1870650559100222,1.1775065700224863,1.294828700281045,1.3998890403046518,1.2134659408980475,1.1963883010308805,1.0220750728151367,1.229295669745021,spectral,kde_pilot,0.6975531416988359
0.05,0.2,44,1.2629090102670886,1.4588718350552068,1.3796629405737706,1.003630567255266,1.2280623919740898,1.7370507215596256,1.2330931340704294,1.3040515906781047,1.1402036472628734,1.0055622338235561,1.2081523014745073,1.2627786018430243,1.153757528712369,1.0103488881516802,1.111840515851664,1.040045275959535,1.0756585461623076,1.113171826880093,1.3961978811312132,1.112740532547968,gmm,hilbert,0.7334201543043597
0.05,0.2,45,1.4189687546036422,1.110525312547769,1.2688769560156234,1.0876997293924655,1.3754918053595553,1.0476180448825265,1.0062786974394382,2.234377785206954,1.4284106031230053,1.3364792078074468,2.3760048000116143,1.122556152818285,1.226027821977747,1.1640718007698025,1.11213356720715,1.189546497983644,1.1273834696761251,1.2086816048049103,1.0929967287057187,1.1216710161914138,hybrid,lsh,1.369726102572176
0.05,0.2,46,1.2355462109375,1.2327284302048562,1.0581722550675674,1.1325522329140743,1.1867753322602332,1.0289534854364433,1.3102711651456584,1.499125914344215,1.07431542407759,1.1837773442269701,1.4712954254251271,1.3807413603498666,1.3361135024454822,1.027416732036434,1.4006581846225161,1.0794312810786113,1.0790440653131321,1.0931095291952455,1.0917813555919724,1.2248936308521237,pca1d,kde_pilot,0.471709182307781
0.05,0.2,47,1.018193289473684,1.0793987173222768,1.159151298746982,1.2908741699826796,1.0551148685768572,1.3026380795341888,1.9056702493239008,1.2960095727589775,1.0031084195757611,1.1566146613689168,1.394757227631304,1.066294914468149,1.0223850650543038,1.0781375037881684,1.1738260974535506,1.1165555009264851,1.1913377520420205,1.2989399437393236,1.0847902127015696,1.0441560575518622,kdtree,hybrid,0.9025618297481397
0.05,0.2,48,1.5705272916666664,1.0497645438597925,1.1755254577464789,1.4839012244665368,1.076279650051044,1.1209446837014294,1.0628962501552288,1.584979379771985,1.4250527646371594,1.0224373067976449,1.418169467684717,1.0810426149513188,1.320240341272269,1.0244548712823702,1.0573030940613968,1.1589255974092507,1.0901113097238277,1.3332206703520184,1.1531390226738927,1.1834785702685966,km20,kde_pilot,0.5625420729743402
0.05,0.2,49,1.0157034539473684,1.0088336081909992,1.1342738826891414,1.0841375746171258,1.167359604465071,1.0004614590053018,1.081704684086496,1.3755695094646885,1.0147211709527182,1.0579433000004583,1.39802499092185,1.0930045311423362,1.1971944391192382,1.1196215229748792,1.8442453664116276,1.3577148605536056,1.139271787121848,1.130429525222552,1.1287360966098992,1.1617976216335406,hilbert,pq,0.8437839074063258
0.05,0.2,50,1.3819918749999998,1.0716774203328432,1.1737465239726028,1.3322423240977526,1.3785388928875615,1.0315495182616732,1.0263169728891564,1.261129681114052,1.081305207755406,1.299116896312674,1.6178202036201246,1.0088719868474718,1.3074426356279996,1.01147435029716,1.617494140977341,1.0804659840419137,1.4424629775777633,1.1233306245090073,1.071578294325178,1.5004779250542053,minibatch,lsh,0.6089482167726528
0.05,0.2,51,1.1742289453124999,1.40337283786323,1.5656385937499997,1.0231040191277097,1.374096061218322,1.2447989387751912,1.0542881687239054,2.8166746749720084,1.0610897021853956,1.2467752625778377,1.22618061240551,1.0418516118777474,1.7269916196005515,1.2430732148858903,1.1645133507166259,1.7980669681442467,1.0789660405634431,1.116284029305422,1.118333819348303,1.4447863536164032,gmm,kde_pilot,1.7935706558442988
0.05,0.2,52,1.0191087995458852,1.061295309476658,1.2595749275362318,1.1395268330810546,1.0371665972794732,1.639179030265747,1.143485901223121,1.058655114572939,1.415454299418996,1.1803704881539194,1.9015139901466696,1.1535402254761145,1.2573898990184875,1.186366959781354,1.1301762010069811,1.065244833279298,2.2889925605839223,1.1047940203777775,1.1707108307993586,1.2294582196702963,bernoulli,sobol,1.2698837610380371
0.05,0.2,53,1.335418898116334,1.001886692794989,1.1054137980769232,1.3925663516729703,1.3368317691986056,1.008528967327777,1.0916505049609904,1.23130696959534,1.0900246569454322,1.1274558918690234,1.5260458809384239,1.0314057211803145,1.010662720618712,1.1292089843965194,2.801762753288441,1.3581731536041965,1.009025518677186,1.2671272297343532,1.1277693497763273,1.1872012276857595,birch,pq,1.799876060493452
0.05,0.2,54,1.4119538661723654,1.484259848708609,1.393993115079365,1.0832574470058065,1.1185294202588936,1.0793638832001105,1.0829743938604026,1.3794139409734054,1.0577588554413997,1.282863680243354,1.11397458174176,1.1037014062897947,1.2086906157851958,1.5815315929206026,1.0481139263076662,1.0461018188961553,1.0780920502110487,1.0089244910368849,1.1626762959891295,1.0799927386673414,sparse_rp,pca1d,0.5726071018837178
0.05,0.2,55,1.2070065219843038,1.0233803798475776,1.0239218895348836,1.1228930655615834,1.0322732025923085,1.0216379873910038,1.2223848267265989,1.8081239541377574,1.37154807548673,1.1717517813526712,1.1515254466590878,1.00000156045628,1.6229922139658386,1.160517096937714,1.4994633346074198,1.1500756123262332,1.092075251443645,1.3215939282694116,1.1286374293225723,1.0732760970708262,minibatch,kde_pilot,0.8081223936814774
0.05,0.2,56,1.0931034961776678,1.1212522889701075,1.2701554709106702,1.5128506506714872,1.2287109793964017,1.2548398805338559,1.0436404766779837,1.44722813794436,1.0174826094964589,1.055247699229888,1.0850489924312532,1.4742761092893983,1.1555794639317376,1.1980138351424694,1.46972477051776,1.207696143226629,1.77099229993686,1.3606254160490343,1.2250715746070762,1.2820246798366586,kdtree,sobol,0.7535096904404011
0.05,0.2,57,1.095766074032239,1.0053542799786013,1.4385106673728816,1.1843030150111944,1.4184022942148564,1.1116032339661337,1.0503002519192637,2.1367453469170044,1.642917045957585,1.1043876191746231,1.1985631707279358,1.1628612750132683,1.0027845868524463,1.1919517441773455,1.170085476241863,1.0825399768685222,1.1306688343450768,1.4011685940440928,1.183615531024559,1.1720875928057928,minibatch_partial,kde_pilot,1.133960760064558
0.05,0.2,58,1.034906736111111,1.3150490888781645,1.6752474922102696,1.0065591977111337,1.2249085593693314,1.0265946569481184,1.1735319512063132,1.3415206260198769,1.2451559563470707,1.0886009217976995,1.2271431267521449,1.3454726986992285,1.075466805755016,1.3201494739547843,1.0408957194748363,1.0238071139013385,1.4310119390829374,1.1149541889532992,2.097532091638542,1.0197700297713095,gmm,spectral,1.0909728939274081
0.05,0.2,59,1.1326020588235293,1.2582901009876828,1.2387847064218265,1.0822003369784963,1.0641076140023988,1.1889392100995815,1.032654789630492,1.3854874882382435,1.548429253458976,1.1369006493804448,1.0058115046698886,1.0525746177946114,1.2783008204011757,1.1521695555925064,1.0426263648723333,1.0476187738697484,1.9734830012099205,1.523349211857602,1.155495087133462,1.47632355750156,lsh,sobol,0.9676714965400319
0.05,0.2,60,1.195936328125,1.1937581783983937,1.32407236328125,1.0199565773292378,1.4332401395268122,1.0635538129799234,1.1983111525575842,1.817011735148463,1.0091105386645223,1.0114428172028034,1.0119579873858853,1.1301962780243533,1.1325699073051785,1.3520475459765855,1.2485589249038311,1.2118277211355923,1.0909733618899238,1.0510162695791565,1.576173818490595,1.283444766691508,kdtree,kde_pilot,0.8079011964839407
0.05,0.2,61,1.3706343749999998,1.1704132990666418,1.307374326923077,1.274231646002373,1.2053196940223725,1.0487910001722103,1.160627888282138,1.0817148572857636,1.0422465604610427,1.2201833514785572,1.6287721806208393,1.1001574010641684,1.0406257311874207,1.0602542876263716,1.9584069213397635,1.1489903676752644,1.029800240268644,1.0454239645083667,1.546558276475177,1.0905283468750364,sobol,pq,0.9286066810711195
0.05,0.2,62,1.1473230980161708,1.454433798032526,1.0284486525974024,1.0834049958390668,1.2501532674489864,1.089268335307937,1.436091020012353,1.0276283213659008,1.0961476758809985,2.868504899378997,1.2764834090381016,1.3225937950313702,1.1186780017232012,1.0820818734519497,1.3082131208888492,1.3062590937857188,1.1091575008351588,1.2680939504389255,1.1417031231830794,1.7413051812533866,kde_pilot,km20,1.8408765780130965
0.05,0.2,63,1.156919338235294,1.44822646913291,1.7323286346950693,1.2682043912579741,1.2125925424987547,1.0103495004817842,1.1201352576896855,1.17732689914524,1.3565825275902454,1.3417994761543057,1.0939039125127723,1.726839044813322,1.488529274687801,1.0354557297943545,1.0441311107054647,1.118836555984601,1.3390969688914782,1.017400895467568,1.2584762866887877,1.1650300496423622,hilbert,distance_shell,0.7219791342132851
0.05,0.2,64,1.73404875,1.285111388994899,1.1483986885286979,1.1869311338641186,1.0673946777730967,1.2228266277027984,1.0019902463587176,1.729538463567295,1.0094013379320932,1.2742579135132521,1.0522115065665647,1.1849532898444952,1.0869232109018425,1.019190121908565,1.3924214607633492,1.292316895663279,1.2716547780386644,1.0596582587123737,1.0620543371619593,1.4038669767975278,hybrid,bernoulli,0.7320585036412823
0.05,0.2,65,1.1823286714991996,1.2436819540743669,1.3052969791666666,1.1330878894470071,1.1325098062227872,1.2429917506043788,1.2479173846927665,1.151794631610104,1.144029304147161,1.1869983709487697,1.0373740250740897,1.0378946393286266,1.092561566438578,1.3520848873837776,1.1787161244129223,1.0230547132001704,1.0317385936076031,1.2838207707899234,1.314856848110316,1.065390533889708,random_proj,pca1d,0.32903017418360725
0.05,0.2,66,2.384996796875,1.13950489636476,1.2426033731617647,1.3943031231244705,1.1474683106119452,1.0779581508940879,1.2502197036907432,1.075867999962126,1.02362067285788,1.5636239839593926,1.0109923007739519,1.4397103482526545,1.0898086825571067,1.2711925516333542,1.5889313944360939,1.1483723408054272,1.3356943705987383,1.012482800825449,1.1618349333647335,1.1454949821934723,lsh,bernoulli,1.374004496101048
0.05,0.2,67,1.6450007291666664,1.1847578706556676,1.2337505468749999,1.0968550738324372,1.0175599457904307,1.1614399346220894,1.5957549229924062,1.2808219436392514,1.2272050160532075,1.1354364524109044,1.4509316339422114,1.277189143766477,1.0398627360448427,1.0146009525349255,1.2083498752002053,1.1533390184434174,1.2934453101562875,1.1070257322476333,1.0567814056353417,1.3995741794834302,pca1d,bernoulli,0.6303997766317408
0.05,0.2,68,1.0474004682338331,1.4827654517809143,1.1427445692567568,1.0778191751446025,1.1375475923569953,1.3279175907241016,1.1342439402856939,1.1877160242755889,1.0443500465532385,1.1313258687134748,2.605475163976167,1.4288926114271003,1.091293419092761,1.114797595545993,1.030626987477919,1.285629087955146,1.0004787757959097,1.0293465851095198,1.351570887690726,1.324996819770034,sobol,lsh,1.6049963881802574
0.05,0.2,69,1.5557229326168105,1.3709977949233718,1.215267624174581,1.1904738337864331,1.7826103239767073,1.0022990482027394,1.110137803924484,1.8474245593870429,1.2067853268518525,1.2778399115854027,1.3082254089925223,1.0102299020185483,2.9727447864723193,1.1093460230878118,1.2035465326972694,1.381646517052678,1.2650700663747996,1.0849458991465046,1.2607141848566998,1.1869816014508299,hilbert,minibatch_partial,1.97044573826958
0.05,0.2,70,1.719020625,1.1805127330953584,1.719020625,1.0468651031731326,1.006579232012598,1.164793334891496,1.0178975770986451,1.2474300000457883,1.1037244719381696,1.2103391960283743,1.0632403678754734,1.076143355380197,1.0444117851529866,1.0119612171304626,1.2944208842025366,1.0253217265016539,1.1772551353493106,1.712262482689212,1.088565085683665,1.0172439451495359,hdbscan,bernoulli,0.7124413929874021
0.05,0.2,71,1.151464338789595,1.0012826271113415,1.0685937992554955,1.2651625314689305,1.105493164595623,1.0687319290644939,1.2130946323770182,1.5115271710121891,1.2288705441596988,1.200658739870002,1.0372384495153908,1.405207099125661,1.2397691421623391,1.1071338987700305,1.1895730109761564,1.0938534525034633,1.053271593782355,1.1772210232010594,1.1988638178726496,1.0442176192714832,birch,kde_pilot,0.5102445439008476
0.05,0.2,72,1.3089042069948233,1.2811434473828758,1.3950385483583536,1.1651828370569643,1.157764572126933,1.0451645899458066,1.38397550499475,1.6058380012623625,1.0069595678136656,1.1469522503633298,1.2450148071699767,1.2618069297542764,1.0067768253536316,1.1742855227551396,1.2294396664101936,1.3274270177104706,1.1243887749746113,1.5021436113904467,1.0520851550997923,1.1801234848479394,minibatch_partial,kde_pilot,0.599061175908731
0.05,0.2,73,1.583091927083333,1.2653088024381423,1.1217337083333334,1.1849782571160197,1.1612466675688704,1.3942786515745342,1.059420944062134,1.9125749298194343,1.3694007657175085,1.0335561459779967,1.3135772594033057,1.0729600921580953,1.312336924728657,1.120340712958599,1.2706198938555269,1.0479900482056703,1.009622714463901,2.678624872410805,1.0592958278862237,1.2879171163795948,sobol,sparse_rp,1.669002157946904
0.05,0.2,74,1.150227132352941,1.1426370271578916,1.1862420719178082,1.0669400616531213,1.1755748665214332,1.0124376944803672,1.0359334743184103,3.1403200517879064,1.066453790081459,1.3123864874188162,1.0061927733878622,1.01302544596699,1.169248407297178,1.2820358420272462,1.1376024518760832,1.0268854422415847,1.063174468644033,1.0842645983001775,1.4664368858619325,1.2452316629373756,lsh,kde_pilot,2.1341272784000442
0.05,0.2,75,1.2773369583333334,1.0700925957159044,1.0775902454692738,1.2375551456814506,1.115451539423218,1.0209538720641238,1.0025883242080198,1.362212843863702,1.1277196838259702,1.246957851955581,1.206680094319656,1.1985309648807736,1.1180375328901122,1.0896321362275938,1.593889891306604,1.1415235730317763,1.1333585322154611,1.0787245576006521,1.2824003422858554,1.389504186823109,hybrid,pq,0.5913015670985842
0.05,0.2,76,1.0939240277777778,1.2605092649643606,1.1657683917026065,1.1498391296898212,1.0923158107305533,1.08132749264082,1.0961848571611923,1.4519300051039388,1.0643787847815858,1.034185702831282,1.5169300884681274,1.1128727892231043,1.046861395293315,1.071770195082656,1.0388913879059867,1.1182086256123647,1.4505386312568467,1.1602929524914032,1.1061165577818473,1.1387270380979382,km20,lsh,0.4827443856368454
0.05,0.2,77,1.359807655207171,1.2320853315500953,1.7280783928571428,1.1565360863309122,1.0977957858145757,1.3212491392687646,1.4096949070410265,1.5264392040656445,1.515400696752197,1.4521895822596504,1.044214159892894,1.2667044472380646,1.0489568891219203,1.2243712720965174,1.2682716727373222,1.4055927472382932,1.1707157463147055,1.1498493670661378,1.0737442795649754,1.1625473882387354,lsh,distance_shell,0.6838642329642488
