selectivity,seed,query_id,bernoulli,birch,distance_shell,gmm,hdbscan,hilbert,hybrid,kde_pilot,kdtree,km20,lsh,minibatch,minibatch_partial,pca1d,pq,random_proj,sobol,sparse_rp,spectral,zorder,best,worst,spread
0.1,0.2,46,1.06660640625,1.0708167558773625,1.0585468235510314,1.134250221939395,1.3662028129272281,1.1294111452213682,1.1543320718936827,1.215136384598358,1.0227733822315181,1.0732019881409676,1.4382805872761113,1.1689269115019243,1.155472578776982,1.026535030711076,1.1323114471607978,1.0046350524557566,1.0570238863489247,1.0461972109802176,1.2816816273491238,1.1927355033860123,random_proj,lsh,0.43364553482035473
0.1,0.2,47,1.105380375,1.1526775776404714,1.201142455822607,1.130619496384115,1.0063560575182076,1.092835048856753,1.0369025076263028,1.180530076357137,1.1065875582111628,1.0344615091874876,1.167499291459072,1.0204122472701997,1.0090117652861934,1.0688210139908458,1.0990926322414962,1.2867799927004655,1.021363242008779,1.0304861412406041,1.0109517087702669,1.348264868540698,hdbscan,zorder,0.3419088110224904
0.1,0.2,48,1.3054105387931032,1.0540406686612556,1.2148696422101448,1.0858036706959666,1.151381212882047,1.0916461836239184,1.1548138620316934,1.324759394966198,1.1078817265760366,1.0227899540100853,1.0155763311680643,1.1829692058877666,1.2199380032373657,1.039560824537851,1.0678024788928728,1.1139284367302968,1.0129028505553839,1.273910798018721,1.3545430939422807,1.402260626326942,sobol,zorder,0.38935777577155806
0.1,0.2,49,1.0066202195945946,1.0368960207348783,1.1201267727675348,1.1008566085794558,1.1344556075096406,1.1879131259105757,1.0089383494126525,1.1243292740886117,1.0499733618942069,1.2210552158220418,1.2907224550799044,1.0121160129291042,1.2825604277717206,1.087515123772663,1.4713274930346147,1.0411649829076122,1.1062318784203393,1.127645628834356,1.047252429341523,1.006062175256702,zorder,pq,0.4652653177779127
0.1,0.2,50,1.0098486677631577,1.1280970312100504,1.1405577474832214,1.1305510029447667,1.0791129454211397,1.1609401444309582,1.0635329157017,1.37500913293319,1.1666310316333883,1.3687945990773875,1.2998406659833726,1.0412175110465023,1.1169852599350298,1.1415548620103682,1.3076037238208242,1.063575988262663,1.2717648991782131,1.0306363356258483,1.060212742930499,1.2925735271744052,bernoulli,kde_pilot,0.3651604651700322
0.1,0.2,51,1.3229097844827584,1.3472562383289148,1.5169590513392857,1.307238192288552,1.0524577228144696,1.0010059752982445,1.0654044882151652,1.1566529840254345,1.0089058426927489,1.13924616557026,1.1021496988674035,1.1051760748288477,1.3632451009838096,1.0992126112916962,1.0116033695798714,1.3683908409477648,1.1037890556597696,1.0114575896226037,1.0607093255730151,1.1994935053462663,hilbert,distance_shell,0.5159530760410411
0.1,0.2,52,1.0256343667722736,1.0665501398328667,1.5592363136574074,1.1011488143431853,1.1598872256867,1.1853793492406486,1.1158162745673372,1.0529156986503398,1.382339303084216,1.160121937856722,1.1760653465688975,1.1875861228585494,1.045859283724191,1.1896627258566408,1.1999073842477952,1.189892546015115,1.400741333017591,1.2043241844414996,1.2500380474129695,1.1853029578889414,bernoulli,distance_shell,0.5336019468851338
0.1,0.2,53,1.0196826315789473,1.2281873092547155,1.086063417721519,1.1798588202745297,1.0076307298105465,1.090720162207489,1.0008887548952181,1.1442204531835583,1.0042056787012792,1.0769854505406236,1.1688035433387927,1.084098040073094,1.060714567265756,1.0082866903402883,1.2471572862116935,1.323634157865452,1.0799841114522395,1.048510748673281,1.1241239607715785,1.1908717123316144,hybrid,random_proj,0.3227454029702339
0.1,0.2,54,1.0228227364864864,1.0805348910164276,1.420311959745763,1.1587102984813702,1.1883983074431463,1.237172206322097,1.1915549173204065,1.4435423009962782,1.0641471705518344,1.1583075422011457,1.0770985622154925,1.0582121816065153,1.0239348520836837,1.2877450090628708,1.0808315815878977,1.1034307894783693,1.3388088793587098,1.1267858113956983,1.0805540251099277,1.0487589937663566,bernoulli,kde_pilot,0.42071956450979187
0.1,0.2,55,1.1202141176470586,1.068771823978876,1.117034701986755,1.0353600066395976,1.0656942004112797,1.1446688101713525,1.243664942462639,1.4152036155414893,1.0783999474365193,1.0325497868150044,1.2475226765874758,1.2421142056443046,1.1581202346830994,1.0628500020216722,1.5123195072574245,1.0215041295317382,1.105992808698724,1.1138562433982162,1.1337124401240322,1.0924720237791228,random_proj,pq,0.4908153777256863
0.1,0.2,56,1.0572204054054053,1.1095234815590649,1.3030556794305592,1.1374549038129311,1.436904464202,1.1232543932602488,1.0498381730336392,1.090270574296919,1.0967319879302682,1.1275155442467766,1.064486702501014,1.350710854994439,1.1168012613075555,1.0010050816561151,1.0110144353124675,1.0468188426367435,1.4691523432016356,1.2497037003414218,1.0297008299071153,1.3994942705522553,pca1d,sobol,0.46814726154552044
0.1,0.2,57,1.1256717994573806,1.0529833338285923,1.5520075344036697,1.1427950978734234,1.0806267372050864,1.1076886443472342,1.0115965795507056,1.2248772165958302,1.2519829795426782,1.1317328197799053,1.0277671240579243,1.176888441374452,1.2336176957925666,1.0338518642193664,1.0115268033549822,1.010984080123553,1.133507279134474,1.1040501509192804,1.0094697409233115,1.2081101603465019,spectral,distance_shell,0.5425377934803581
0.1,0.2,58,1.20570720703125,1.0444134707701112,1.4594227799378534,1.1844731623720863,1.0021487883373914,1.0972724789420705,1.0940956787284764,1.8984681344941563,1.1697540699326698,1.1979436822773084,1.0062209148089598,1.1249844575041947,1.0670561981685533,1.4111157131479903,1.0149180840358225,1.0336987481776818,1.05527471860887,1.051689991277274,1.6342455407464012,1.1187658091183907,hdbscan,kde_pilot,0.8963193461567649
0.1,0.2,59,1.01860589777059,1.1467313785000504,1.2188446639989967,1.2388019491467175,1.083857886990388,1.2660082181242411,1.1355501578155347,1.1507200431862337,1.0920494652310018,1.068971619401924,1.1188332143767001,1.293365398705111,1.0208298747606843,1.1371431573893174,1.0975414941883692,1.0374012549031013,1.3256910886352598,1.1087476456476724,1.2953807063212446,1.3459675123690529,bernoulli,zorder,0.3273616145984628
0.1,0.2,60,1.5442176749999998,1.1105825235290452,1.2479339917883212,1.3002026324958524,1.154914309175116,1.0296742841133848,1.0162688745409036,1.0914265479218968,1.0896955673090922,1.0497618225157366,1.204893555316356,1.0235590729836028,1.053106964685366,1.0000801751571304,1.0483984366239294,1.1668906387893314,1.207346196394099,1.1442345762385375,1.2242504700079184,1.4255057645085047,pca1d,bernoulli,0.5441374998428694
0.1,0.2,61,1.050283902027027,1.0806588794098635,1.3238193798076925,1.1597560416022887,1.043447516929389,1.1490657975965048,1.068093343856656,1.2080621806051608,1.2097586064019352,1.033923402372612,1.1781057523926128,1.019129543500208,1.0480413148126595,1.0482698161406916,1.4606165131808246,1.1398546563562806,1.0341838982071556,1.2099630361931994,1.1473671468002022,1.0760600245701417,minibatch,pq,0.44148696968061674
0.1,0.2,62,1.2809671875,1.4209764944906642,1.0510387003311257,1.1322007774677048,1.1132641465596933,1.0587358336670076,1.2953427374357889,1.0814165286752526,1.1883263912575655,1.1844163495441054,1.1608088795295275,1.2928593047378472,1.0563529951524442,1.1096964469029247,1.1141565982578134,1.461866675235096,1.0499947831445808,1.129714621860371,1.313618546260324,1.008236452119329,zorder,random_proj,0.45363022311576695
0.1,0.2,63,1.11108525,1.342560096619134,1.620834185092649,1.2670586083220032,1.0225263581451653,1.1099381657818994,1.0328615735215736,1.6013435592798502,1.3142784477585028,1.0377906618336046,1.1277518464050496,1.4683810689608954,1.1268036125611025,1.0816435983111379,1.0253363473021675,1.0393462610802793,1.1331211264534287,1.2146506435115307,1.109187876282031,1.3559327033487325,hdbscan,distance_shell,0.5983078269474837
0.1,0.2,64,1.1003162499999999,1.0119213982558959,1.4133867547562835,1.1530685652571158,1.2374512170800378,1.15412062977731,1.019656721308884,1.0295543180904836,1.169837425484693,1.1198680510932053,1.1143928554751035,1.0822041524903694,1.0126854144472388,1.1376211115620052,1.0611722435085078,1.7427296421687948,1.0526876713734277,1.2562174559024808,1.181758461547568,1.2031126942653507,birch,random_proj,0.7308082439128989
0.1,0.2,65,1.4010880787037037,1.0346582260020187,1.3620333587398374,1.1562205237595788,1.023281870020793,1.1206297055252228,1.3342696080778105,1.1709931426770446,1.1793273214117603,1.1486213768679647,1.0412506967583703,1.1358407419823169,1.055209758321732,1.0453036058689404,1.1450665590464428,1.069077881934901,1.2639933419192935,1.1891338937753575,1.2929765885839763,1.123717400496209,hdbscan,bernoulli,0.3778062086829106
0.1,0.2,66,1.3721826505206294,1.2027351287028931,1.1557552744932433,1.0991168482314897,1.1327096040927942,1.0931715623471434,1.0593206354356763,1.2129519033313807,1.04894247610016,1.0668618406804347,1.009146996576196,1.1780516469558708,1.0608692257838466,1.0817932669346195,1.0518377860176322,1.010383409761243,1.1218555960987884,1.07692019611058,1.362938233903687,1.0055729998755496,zorder,bernoulli,0.3666096506450798
0.1,0.2,67,1.1628137499999998,1.0157683162434505,1.023909319766064,1.0957492051711304,1.1087376618527027,1.0711485843769828,1.238218169487998,1.25057869497534,1.1338359636647397,1.0836262678548536,1.2119859355257578,1.264839372158131,1.0218973422886979,1.0586509109493942,1.147686714961374,1.2116894068978592,1.1311544797747193,1.0167653645539727,1.0793804301864802,1.0372201729105106,birch,minibatch,0.24907105591468048
0.1,0.2,68,1.1320222746607957,1.0535953938877145,1.1552476384228187,1.025694082095689,1.135682115707925,1.2517332950680014,1.214959346668984,1.1252856699355562,1.056023762823236,1.1590113390370311,1.006807951238811,1.181279631276513,1.0346515486022825,1.2426672590036285,1.0209258809253512,1.4724509518533893,1.1368568033994106,1.1250354105571845,1.0642036552384828,1.250647503242485,lsh,random_proj,0.4656430006145782
0.1,0.2,69,1.0113625119521898,1.041648763531486,1.373288226931736,1.0082204914930983,1.353547958218027,1.0534030262494665,1.3060630342775077,1.0265006013070674,1.0614482297020937,1.182220426817464,1.0794608889734023,1.1721164335052083,1.8499911683070833,1.1468568812249038,1.0103530940269296,1.611815876378151,1.0223538868324333,1.0378068319866476,1.1518019214950441,1.0510922977346278,gmm,minibatch_partial,0.841770676813985
0.1,0.2,70,1.116506875,1.18603932378801,1.4665980137711867,1.0568354928822143,1.02637242996218,1.040951063627752,1.0376995636856008,1.6890146318829344,1.0995905748571033,1.0529967948634822,1.1078613723858974,1.0430404742778865,1.03366343349584,1.0218416310208756,1.1200238363842068,1.2504112967108372,1.1440195727340285,1.2563598346155949,1.0972907164307655,1.0650720066216859,pca1d,kde_pilot,0.6671730008620589
0.1,0.2,71,1.1625331455153396,1.091829899676398,1.2884742362795014,1.1486977850128508,1.03334841826487,1.0003385442883612,1.0387185939907395,1.1223758357393347,1.2115748459038946,1.2699670203297653,1.155726231594496,1.03586517227418,1.1770000527527769,1.0910810746555428,1.0441794800353295,1.0984279251805962,1.042376139263974,1.091595920639402,1.0868492932956757,1.0494794451061373,hilbert,distance_shell,0.2881356919911402
0.1,0.2,72,1.1743019480315608,1.131323566482736,1.2315439067886549,1.0652459514182755,1.0104672577581335,1.0477082663894528,1.1691127008704212,1.1673132291539061,1.098665296473424,1.128773607893681,1.195119180639767,1.1877324571373202,1.1173414718173464,1.1086293004376242,1.0487611859117085,1.1789336243520743,1.086335447975337,1.1375333660393627,1.1229547097603592,1.2668276969624668,hdbscan,zorder,0.25636043920433327
0.1,0.2,73,1.0074082236842103,1.1186062880531225,1.4367153601694918,1.1526725453748976,1.0207822039953038,1.1171763574072335,1.105206219638554,1.3819065665911043,1.0767843035542497,1.0466442455672784,1.270236486799429,1.1376059448573028,1.054321699989546,1.0049654155754963,1.040111627355273,1.008611356112842,1.0079536269646032,1.2227945973134788,1.1323896019057227,1.1729711507542142,pca1d,distance_shell,0.4317499445939954
0.1,0.2,74,1.078088,1.2118738763001087,1.2021844604316547,1.0113676496483166,1.0712467819490568,1.1268384031640153,1.0767896951831253,1.3526085558100682,1.001322471930326,1.181012024711389,1.0515545589189284,1.0544296665900528,1.1361922292534052,1.1536893873325056,1.2110956906310546,1.0953891875801784,1.107711601953009,1.1730088660058493,1.2561877366885195,1.2121211473338374,kdtree,kde_pilot,0.35128608387974225
0.1,0.2,75,1.135826879286307,1.1423742002387738,1.0177454729083475,1.1782067635471754,1.174386914945834,1.114457371209733,1.0343789475597793,1.2596343532196648,1.4398039719700906,1.0609170483535808,1.0712673464489797,1.0846876267847034,1.1174142646113197,1.189067573670009,1.2629854931128215,1.091382581557447,1.0220041218094689,1.0472024349823428,1.0739563361312863,1.2126496633003234,distance_shell,kdtree,0.4220584990617431
0.1,0.2,76,1.1556282798852244,1.0826206802132596,1.327882306509626,1.033549301188443,1.0314803046110699,1.0911345420552565,1.0347130318413769,1.0016144816713064,1.0017928560637324,1.260108242744458,1.2002522985573918,1.1420249180067004,1.0663090280262748,1.0385746567277947,1.0820366124845435,1.072197986551509,1.179583926206596,1.159878244127347,1.058846145837609,1.177660342544758,kde_pilot,distance_shell,0.3262678248383195
0.1,0.2,77,1.115103607935147,1.1719422307003922,1.8394055986842104,1.3066013929136278,1.042174224429622,1.1034269508969168,1.233209400327083,1.1098609886309783,1.1221295311208346,1.1253634657571434,1.0034616658329218,1.278470318037763,1.162948628741266,1.0298330197455965,1.059302577666289,1.466100040624226,1.024807756476457,1.0670073926707266,1.0755686385043117,1.0015918929326668,zorder,distance_shell,0.8378137057515436
0.1,0.2,78,1.19511369140625,1.0181973889690608,1.3350546698347332,1.1514295940934938,1.0306110615293518,1.059162838710156,1.0186622618240813,1.4786648649659118,1.109792312217096,1.086768085486086,1.1296031951515393,1.0106426893763056,1.1697216181316892,1.0290133141158955,1.212708813458525,1.3005729889118711,1.0509957516034958,1.360251693807069,1.164909843419872,1.156303794470377,minibatch,kde_pilot,0.4680221755896061
0.1,0.2,79,1.3363615517241376,1.0416187691406649,1.2527518613138686,1.029763199462082,1.1227094758906784,1.0383787046037551,1.2294612726764675,1.600742214597628,1.2066802710400042,1.212277350740064,1.011127591357966,1.0680361119791546,1.1684782175347272,1.091896369628289,1.2518989565592724,1.0164493422163707,1.076012006334196,1.0851400082285825,1.096442096036658,1.3715835261316138,lsh,kde_pilot,0.589614623239662
0.1,0.2,80,1.20611927734375,1.1114961985918348,1.4862985380434783,1.0384555306402246,1.0718585403471848,1.2590624884949162,1.0863908899676016,1.1284891855439472,1.1018863251451372,1.039543695367573,1.2849384154396273,1.0762727945037316,1.0824421412000358,1.2287911843960284,1.0025265344557943,1.0972994507925096,1.3543926729982338,1.0014547446358666,1.151998821485659,1.0006953295061944,zorder,distance_shell,0.4856032085372839
0.1,0.2,81,1.0861152497256146,1.1840474729661958,1.4153102840909093,1.1773701686025408,1.0310843114885884,1.004222671394658,1.0542248951322681,1.2402952719557547,1.2131190497415716,1.4029019415554596,1.005449167506015,1.2081394953550082,1.0631035163284897,1.1982670570863319,1.384200647123403,1.0253531373828217,1.1125261582763892,1.1275537462675433,1.0020356392536125,1.0960694799119859,spectral,distance_shell,0.4132746448372968
0.1,0.2,82,1.1041645867733045,1.1749057831512388,1.015284465237373,1.0008942585181404,1.140483501141733,1.0109445471836769,1.1611090383474667,1.2046036319981719,1.0813604315523828,1.3104478728884261,1.1125155787583672,1.0510730796901009,1.0709625192064705,1.1063254605028627,1.1169109901206082,1.1497479344797452,1.0162734083195073,1.0241368017790413,1.0694486487919046,1.1205935812055303,gmm,km20,0.3095536143702857
0.1,0.2,83,1.2047116210937499,1.1676127074525733,1.8056995418100459,1.1434375467771725,1.040781735551751,1.0509448497950835,1.1098859070390397,1.3416009198094494,1.1239324160999522,1.1907773728658488,1.0758761915618515,1.0318219979982781,1.0590635195195823,1.0296971789505223,1.0913970864674425,1.1827497060619727,1.254401491585603,1.1971053305032935,1.3384203463261772,1.0471034193436006,pca1d,distance_shell,0.7760023628595236
0.1,0.2,84,1.2240821803538071,1.0550896561941285,1.2083888190672198,1.1273637083362373,1.226762173689573,1.5561956211247636,1.0513327274832653,1.1196790297831312,1.0850894273996825,1.088245520122261,1.192364762496483,1.0276276754549394,1.11961671232223,1.2472461816010754,1.3365706219289326,1.0244208137793833,1.0040892102309176,1.1458264218660335,1.285444404738343,1.120443439517286,sobol,hilbert,0.552106410893846
0.1,0.2,85,1.0156556482026655,1.0568156035592482,1.2017878345215067,1.1014404855336344,1.2125667625897572,1.0365990092916506,1.2977614716294663,1.168928899160983,1.209268900087612,1.0783107351407928,1.0321318241272128,1.3381289007920942,1.1529100515158184,1.2907053964337947,1.03900297373454,1.0635442202409793,1.0580844095492485,1.1296619363744436,1.1038228238805428,1.3777499312672814,bernoulli,zorder,0.3620942830646159
0.1,0.2,86,1.6336491576086956,1.364785063861436,1.3033818730703626,1.0283123850710434,1.0322051210353675,1.1287788848380145,1.1903561947942156,1.7032837719627372,1.1336098205095553,1.102711497117072,1.1796884211107592,1.1336300681552072,1.0045945591400736,1.19156045001636,1.1361897028447001,1.526985113416969,1.0405929892736354,1.121718439519864,1.0338966912206595,1.000702362400704,zorder,kde_pilot,0.7025814095620331
0.1,0.2,87,1.0174068256578945,1.041284403008567,1.2214400856408436,1.0472691783840498,1.040232038045732,1.1531655126130718,1.3070871265579351,1.5309860116181293,1.2187643500042438,1.012143992185404,1.17852465666451,1.08276252649661,1.0470011963855341,1.006274288293302,1.0331794044713043,1.080496693308228,1.0107917295895967,1.2037647187567198,1.2457260493291271,1.128546565734687,pca1d,kde_pilot,0.5247117233248273
0.1,0.2,88,1.0272229222972973,1.0345877890173167,1.1853367121478873,1.2148699183410518,1.2079800091501787,1.0869363601060607,1.2003116765705069,1.0615607351189653,1.0646882485771565,1.0688634316351138,1.3818159995106098,1.124066248156754,1.143848769020254,1.085614691959773,1.3669961512007063,1.087992495408874,1.0303229921548576,1.0873515577734965,1.4703783036560227,1.121336214652055,bernoulli,spectral,0.44315538135872545
0.1,0.2,89,1.2595056125594302,1.1377184909309264,1.0134695514705883,1.0958676914094296,1.1762513096746736,1.1244070306171492,1.053297538665591,2.2257991292996535,1.0042709244661494,1.0301561183071997,1.080274349824127,1.0344638077734711,1.1546612234124904,1.0864579394833098,1.196596618570044,1.4932239313399558,1.12079658101761,1.4941209333946253,1.0457207373491508,1.1039423249584845,kdtree,kde_pilot,1.221528204833504
0.1,0.2,90,1.1751716666666665,1.0588516373128394,1.4311912083333334,1.0712221556539314,1.0787525942458427,1.0103025427207575,1.0367579065716193,1.2572996423892087,1.1210101767489355,1.1256545784410807,1.2582125646144866,1.029143742773079,1.1688424871289065,1.2326021223282098,1.247703955271335,1.052697473575529,1.1612172329507366,1.256628967589431,1.0329473695966929,1.0060459216276982,zorder,distance_shell,0.4251452867056351
0.1,0.2,91,1.130498713235294,1.0910519297718435,1.590848656542056,1.5876857367096517,1.2422525343650812,1.078641884065155,1.1874202333743895,1.2029667722764006,1.0328784964326454,1.2066683948206272,1.0009047842157321,1.0451733780091725,1.070162349856385,1.2600873008498785,1.0536196812258052,1.0458933683979956,1.3896892263028853,1.098054420137728,1.085779279359425,1.001612050917588,lsh,distance_shell,0.589943872326324
0.1,0.2,92,1.3472570366814007,1.0143698129472354,1.172323125,1.060203028672227,1.0524990784684531,1.1212031545317906,1.0341897977483754,1.2336171794692918,1.0173961001199783,1.0249031045292112,1.0731487219098481,1.0073821552015028,1.1753624248626968,1.2054087900199615,1.1837307231524332,1.1080076088003799,1.2318203067028137,1.1861294645750784,1.0639961145977521,1.392138479262778,minibatch,zorder,0.38475632406127525
0.1,0.2,93,1.2815559166666666,1.0704594119434363,1.1140831981554904,1.1998315692821515,1.0301885446870231,1.1914265861069895,1.0332808766260007,1.3503172665608199,1.25060877736718,1.04560828589702,1.780107010258167,1.160727933846272,1.0758466693475728,1.0656096546489018,1.2283042507293653,1.0172131769679418,1.0551997205542942,1.015880613070155,1.0957569814781098,1.3091250932821663,sparse_rp,lsh,0.7642263971880121
0.1,0.2,94,1.100264989547243,1.1286727173402096,1.161578452181208,1.0314793395575605,1.0447112164009071,1.1643330209246825,1.2197701512946584,1.0279545600070399,1.149031022494999,1.0713917695358266,1.0346798137953108,1.3574047882194045,1.1740782827617016,1.0056488295174908,1.2463078637865443,1.3984931440440653,1.104149676300264,1.0978914619629558,1.3480053041400437,1.3337815411676086,pca1d,random_proj,0.39284431452657453
0.1,0.2,95,1.094663625,1.18069386082919,1.306787985708944,1.1506296731227894,1.0193497157030411,1.2548179748951143,1.264293403373114,1.5690095327817226,1.066169352756772,1.0543855156167095,1.0205548615087365,1.1379669828105479,1.4610305159297412,1.2033421356140561,1.0483887062374504,1.0080324660023159,1.1122240188768393,1.0220630894839116,1.0034894905694314,1.035365696122789,spectral,kde_pilot,0.5655200422122912
0.1,0.2,96,1.0519683854166666,1.0898222486095643,1.1982887605428212,1.0479894624988078,1.0151915340937872,1.0170120909362756,1.087592007631551,1.6370651887885679,1.268782548745744,1.1455029500830443,1.0523827027893247,1.0702458891893472,1.179586425600465,1.0092224884242182,1.1935536996338703,1.1854589186881508,1.0934348623729762,1.351864470487667,1.2603726169088345,1.0904313008092548,pca1d,kde_pilot,0.6278427003643496
0.1,0.2,97,1.1078911949719261,1.2766854071425175,1.134729644462525,1.0188992913653006,1.177062677370611,1.281070632043358,1.0293717575805548,1.1138695531488023,1.022634705544806,1.0414931594304122,1.1949775463838985,1.0064496530038078,1.0449092487310394,1.0372565017858022,1.0811155015735119,1.0340275737049174,1.219632942575285,1.085922894752831,1.0115167263368359,1.042711559411192,minibatch,hilbert,0.2746209790395502
0.1,0.2,98,1.2812174375,1.020029978374213,1.5335034966216217,1.119079026780366,1.0246442275768624,1.1260521113132644,1.1782500486947276,1.2004820880423026,1.3033939630551477,1.283392571194956,1.0381091515425531,1.1946442058185538,1.0613542466299206,1.261227483882196,1.1310442697660927,1.021487186867769,1.1123996387453907,1.0860013242886843,1.056019116562867,1.2651127495940975,birch,distance_shell,0.5134735182474086
0.1,0.2,99,1.3015207112068963,1.1274125600124705,1.1688982211538461,1.0756385284849574,1.0079753156161362,1.0560428017187407,1.2620187360161519,1.3360525894158641,1.2229360399407316,1.1087491285701838,1.2416584325872366,1.070737929553521,1.0992863502207522,1.4707946662966576,1.0404704988408264,1.187380312797827,1.165819464520009,1.0720554922176075,1.1771333310114298,1.153349030340232,hdbscan,pca1d,0.4628193506805214
0.1,0.3,0,1.5409836749999999,1.0335559937405772,1.244996004593312,1.332336307406929,1.087886884493063,1.0611444897399562,1.0373563711788718,1.3629931228298329,1.0434086148529877,1.1430202642272773,1.054889958775674,1.330735127547409,1.0775440698274952,1.0038710142317648,1.5043105032449997,1.330750496394306,1.1665444026575393,1.295545585872276,1.0312970293537735,1.2240567239221232,pca1d,bernoulli,0.537112660768235
0.1,0.3,1,1.1025450760049786,1.0691111708861611,1.1715318446180556,1.2007465699015725,1.035114269167435,1.1836063053841195,1.1163255490527895,1.0204600359572666,1.012196428584489,1.1906878880154863,1.2228709399722053,1.2639935163095943,1.1295792720662416,1.1629298332274238,1.0075239586097566,1.137654228843978,1.0056888931233607,1.1290207281677955,1.4096179461890666,1.1086390624840476,sobol,spectral,0.4039290530657058
0.1,0.3,2,1.2701235195122726,1.029282060591577,1.115725185729503,1.4381003263427121,1.00198614975101,1.0190113425372722,1.075176544678871,1.0128562486940849,1.098140275971771,1.1513459775880497,1.075676839452806,1.0566197967415356,1.0355368271359502,1.1256924855801311,1.2421075905212176,1.2702318427723862,1.2312596414193009,1.2001714839841484,1.112065926035837,1.396358524812176,hdbscan,gmm,0.43611417659170204
0.1,0.3,3,1.1084835825364472,1.0873018710000721,1.080452602201258,1.0189975232413229,1.030629009497289,1.147804302372457,1.1756986113406653,1.2690377526771046,1.1599538447497648,1.2896813671005916,1.4872417806701301,1.1253524053066835,1.1277321317476692,1.1626283734809333,1.0346744190632327,1.0840894666715595,1.5288727692227935,1.0562191724137933,1.0671164738519698,1.2330276352659375,gmm,sobol,0.5098752459814706
0.1,0.3,4,1.1421577022058822,1.4175339488395458,1.810277019736842,1.058182185396931,1.1034142167559278,1.009658269485409,1.0866183486368983,1.9936593697840712,1.0397442232594836,1.0382480545292,1.0349139584986915,1.0308712862717908,1.2516309135119452,1.2447516060315307,1.3414351510177043,1.2107495254684968,1.042870260943842,1.1388234166881201,1.08912745990329,1.1657126552829113,hilbert,kde_pilot,0.9840011002986622
0.1,0.3,5,1.0108909539473683,1.1974804941846857,1.1341233750000002,1.110955875570296,1.0507623966519828,1.0795210186425699,1.05151026408431,1.6412265615520247,1.0904101446723888,1.0272733135126686,1.0832995999601742,1.0085381732415755,1.090442114230591,1.026022798379796,1.0082921178034743,1.0200591586833434,1.1537060488632789,1.020704879800132,1.0187042273180267,1.2292842010313867,pq,kde_pilot,0.6329344437485505
0.1,0.3,6,1.1983763563471093,1.0033247043185556,1.0896917307692309,1.3391967998847092,1.0861853326967514,1.024361228038502,1.0073855978975241,1.3905586882758785,1.0190553009447767,1.053841277458317,1.523264939076932,1.0024593353984346,1.0948597145752978,1.307658089146497,1.4227774520566152,1.0545998546273034,1.042239947411708,1.124403548231625,1.3560691498712067,1.2876337670468523,minibatch,lsh,0.5208056036784974
0.1,0.3,7,1.0667608614864863,1.0520060134681204,1.052990282379518,1.043919048174292,1.0930843163932815,1.0703433503051407,1.0247695809432587,1.022172234306712,1.1800135641221299,1.0925449914721594,1.0167093141819823,1.0063082098071976,1.0427771514907154,1.1268887592463617,1.155182927340048,1.0858441607869986,1.4150890895930897,1.069112401247486,1.103846859989472,1.2707592521054887,minibatch,sobol,0.40878087978589206
0.1,0.3,8,1.2966286666666667,1.225086824185647,1.0136618300653595,1.027723132148197,1.2645945569687511,1.0616304949147881,1.1754673459455387,1.6499117590517314,1.145359203650184,1.0019050289245928,1.1019151740385542,1.0432185388324329,1.0043155664076113,1.1085676828842665,1.137360279738749,1.5511939505800274,1.2226127060495373,1.0433063055649299,1.1327720920206643,1.0931200273780532,km20,kde_pilot,0.6480067301271386
0.1,0.3,9,1.2868400416666668,1.3944137366047116,1.0442055319134582,1.0680978877802583,1.0606946879493886,1.183385940680249,1.0169164710083443,1.027806269236457,1.18262758525487,1.3327632875149666,1.2948049094008516,1.2888775975933293,1.2963878766863193,1.047281638889899,1.1377124179232878,1.5998660699113352,1.0797742277640772,1.1127488906300376,1.0046751626181458,1.0173222191253974,spectral,random_proj,0.5951909072931894
0.1,0.3,10,1.1649979284880585,1.101114387760495,1.1069267127275342,1.0342925657381696,1.159386101028629,1.0244872485803216,1.1151919664425665,1.2641032916591366,1.1484566247286827,1.3266594926043134,1.3831928196693957,1.055820797651499,1.244036578042166,1.032827938966562,1.0264695337521168,1.252296985500737,1.0158962295531846,1.2302909671696767,1.124136465730019,1.0490669382133768,sobol,lsh,0.3672965901162111
0.1,0.3,11,1.0505767708333333,1.185238812593282,1.495463872767857,1.0399355095964768,1.160244890212415,1.0460545168128712,1.2064887842980305,1.3142348254375322,1.1033552911182911,1.2694922137494962,1.0269018795681766,1.0527846587179603,1.0620881366615782,1.1527632171640805,1.1897668765939937,1.0782688432346303,1.063536954000426,1.0219771395797732,1.256925676377061,1.2072092249351285,sparse_rp,distance_shell,0.4734867331880839
0.1,0.3,12,1.2977337715517239,1.0403496141425927,1.3123314517716536,1.0397311883282836,1.0680846127919945,1.1316856758382556,1.1194181815587598,1.0629601376712687,1.2506910985430217,1.2003296628819797,1.0414111552745018,1.1699318437370212,1.428165117287588,1.2380276843276616,1.2500859625813583,1.0092185773538314,1.2935872688289687,1.021885145934329,1.1228456241081615,1.0183022294275172,random_proj,minibatch_partial,0.41894653993375663
0.1,0.3,13,1.1254002941176469,1.183028049098304,1.2935353435114505,1.1533042717813693,1.1402165910532778,1.250348581077288,1.0711318846401114,1.0634313766330818,1.066829083864401,1.3006527182161631,1.1378024782925968,1.0530039276685164,1.6548888067384653,1.080821462035905,1.0890381907175728,1.3158253353220348,1.2040859915720759,1.053839389641875,1.0151145533576156,1.4995375647154914,spectral,minibatch_partial,0.6397742533808497
