dataset,sel,method,n_pairs,delta_pct_mean,delta_pct_ci_low,delta_pct_ci_high,delta_pct_se,ci_excludes_zero,cohens_d,d_magnitude,direction
DEEP,0.5,kde_pilot,500,-0.3880953331030222,-0.9328538619142217,0.19754021598819832,0.27504029168332794,False,-0.11338674310801243,negligible,improve
DEEP,0.5,distance_shell,500,6.420088995318421,4.926613965573348,7.6746070328958025,0.697182086803076,True,0.7125266253723811,medium,hurt
DEEP,0.5,is_p50_noclip,500,4.376510987668569,3.3390721600149873,5.397841399202815,0.529882801377293,True,0.5905107123408496,medium,hurt
DEEP,0.5,is_p50_clip,500,5.353328752671201,4.429999377228964,6.24571337383772,0.46601323205040546,True,0.6581195487551791,medium,hurt
DEEP,0.5,is_p200_noclip,500,7.691262053054399,6.478804641793596,8.807731839973993,0.6266213847554065,True,0.7148649679574252,medium,hurt
DEEP,0.5,is_p200_clip,500,7.555410300527788,5.979563011231239,9.417724981617,0.8239678344368295,True,0.8359739396454935,large,hurt
DEEP,0.5,spectral,500,0.32782673842627,-0.2964111909934601,0.9311754247505529,0.30802224229670905,False,0.09535313887136773,negligible,hurt
DEEP,0.5,birch,500,-0.1284809238839574,-0.718746275468885,0.5016105413533977,0.29420891942847066,False,-0.03385883092872842,negligible,improve
DEEP,0.5,gmm,500,0.46233900189440064,-0.151230593400361,1.0724280075876524,0.29252486569608455,False,0.009415204270304674,negligible,hurt
DEEP,0.5,hdbscan,500,-0.4220319500908137,-0.9943607675843703,0.23712178546934573,0.300318862251783,False,-0.1453197471155418,negligible,improve
DEEP,0.5,sobol,500,0.60920805049296,-0.12338878717474587,1.2686808373899707,0.3412223910141555,False,0.1429420349881048,negligible,hurt
DEEP,0.5,sparse_rp,500,0.1383157844871022,-0.5081682649291308,0.8036201919325769,0.32350207459304736,False,0.031122851659819428,negligible,hurt
SIFT,0.01,minibatch,466,4.266229319009001,-13.149921164111628,10.516370877192992,5.052806497124655,False,-0.06256374255925692,negligible,improve
SIFT,0.01,minibatch_partial,460,10.044695100886017,1.729244392437779,13.32999511842105,3.2002775812558735,True,-0.026840266286857387,negligible,improve
SIFT,0.01,random_proj,459,23.46909415128899,5.261454093567237,33.77618564440406,6.894812579716952,True,0.2234132768964168,small,hurt
SIFT,0.01,pca1d,474,1.2670635170052869,-14.871757677695049,4.088557378268226,4.457547351148804,False,-0.059067011413634476,negligible,improve
SIFT,0.01,hilbert,480,1.1512863681209533,-15.05327761888425,3.2220131702728168,3.2791678938878634,False,-0.07373779334641567,negligible,improve
SIFT,0.01,zorder,474,0.7360021279815494,-15.24768701743729,3.268179429802909,3.8559670287647387,False,-0.01896364217278705,negligible,improve
SIFT,0.01,hybrid,472,10.123047753382055,3.1942412063608825,15.464519210526326,3.9062918091960412,True,-0.11592720523745637,negligible,improve
