dataset,sel,method,n_pairs,delta_pct_mean,delta_pct_ci_low,delta_pct_ci_high,delta_pct_se,ci_excludes_zero,cohens_d,d_magnitude,direction
SIFT,0.3,lsh,500,0.5234530017180249,-0.37442439938227734,1.5654720986052524,0.46799817289725854,False,0.18642503668222318,negligible,hurt
SIFT,0.3,kde_pilot,500,-0.323431686437146,-1.0685941175011693,0.5413705001023293,0.40866973961070074,False,-0.04770986126523244,negligible,improve
SIFT,0.3,distance_shell,500,11.547587407733744,9.456132705288908,13.581725016405057,1.0230340139633605,True,0.7583945988765841,medium,hurt
SIFT,0.3,is_p50_noclip,500,8.755559263079471,7.313662818887649,10.016658112099577,0.6784355309650876,True,0.6507062166851025,medium,hurt
SIFT,0.3,is_p50_clip,500,8.604607872365424,7.220296766315283,9.876309349996735,0.6771185272436617,True,0.653949214640881,medium,hurt
SIFT,0.3,is_p200_noclip,500,11.079786404923398,9.382096811277204,12.739356947857368,0.895582993068336,True,0.49470216983731147,small,hurt
SIFT,0.3,is_p200_clip,500,11.077318180085811,9.44631298736084,12.84338403034747,0.8462164212790831,True,0.6789040992514663,medium,hurt
SIFT,0.3,spectral,500,-0.24994663234414982,-0.9856219970345401,0.7694769481626472,0.44997846477510484,False,0.07400289590920413,negligible,hurt
SIFT,0.3,birch,500,-0.6226297983482211,-1.2731243050650214,0.23120043163464696,0.4111997594269474,False,-0.02473979327844748,negligible,improve
SIFT,0.3,gmm,500,-0.40813590223364116,-1.1993451173649972,0.42870750355468185,0.4138418080878011,False,-0.10944078957755,negligible,improve
SIFT,0.3,hdbscan,500,-1.3274786881361573,-1.957563788258505,-0.545760675487162,0.38668066525488515,True,-0.2685551455086869,small,improve
SIFT,0.3,sobol,500,0.8868319805155266,0.04949688422924013,1.8576262773611325,0.45623244428249016,True,0.21567940034209385,small,hurt
SIFT,0.3,sparse_rp,500,0.1168887155584653,-0.6751645229196592,1.0984031108155754,0.4677825150984105,False,0.05659710969956211,negligible,hurt
SIFT,0.5,minibatch,500,-1.160285895552413,-1.631535521539773,-0.6510924306492453,0.270980626428887,True,-0.33363730223601923,small,improve
SIFT,0.5,minibatch_partial,500,-1.0770425579716791,-1.5720641649987033,-0.5731812296878551,0.2715685183479612,True,-0.24821737522329584,small,improve
SIFT,0.5,random_proj,500,1.1421076437231152,0.4673768354228523,1.788188643503942,0.3385428508152626,True,0.2705645846330501,small,hurt
SIFT,0.5,pca1d,500,-0.9262331669469488,-1.3890276254478668,-0.4058295757548258,0.2557387784867349,True,-0.21772798315671474,small,improve
SIFT,0.5,hilbert,500,-1.1498324070819481,-1.6197122561149997,-0.6854300188342353,0.2604681335126782,True,-0.3364383177185114,small,improve
SIFT,0.5,zorder,500,-1.2234210749518544,-1.7008639032148567,-0.7283420150375721,0.26827512249648894,True,-0.31651136217042514,small,improve
SIFT,0.5,hybrid,500,-1.090704819642986,-1.6022226519791358,-0.6003565101473783,0.26483912244498825,True,-0.3084717981890856,small,improve
SIFT,0.5,kdtree,500,-0.9689128385508002,-1.4225568459880533,-0.4694491414032884,0.26036310118001743,True,-0.25733340673215904,small,improve
SIFT,0.5,pq,500,0.815103102844239,0.27934161184212714,1.3752041113430629,0.29457683417836517,True,0.2374665116716647,small,hurt
SIFT,0.5,lsh,500,0.44821704373188653,-0.23085809979495167,0.9785683861541944,0.32750182684430185,False,0.14553998933360077,negligible,hurt
SIFT,0.5,kde_pilot,500,-0.9523325728565478,-1.44117259304253,-0.5183813389237301,0.2554058772953299,True,-0.20546244290035298,small,improve
SIFT,0.5,distance_shell,500,6.72753681808158,5.58918774521433,7.939258564212776,0.5833313396359746,True,0.7498427343755404,medium,hurt
SIFT,0.5,is_p50_noclip,500,6.040691036953619,5.148120667031708,6.95422704352981,0.4488464513546482,True,0.7227693412088868,medium,hurt
SIFT,0.5,is_p50_clip,500,5.54866652833398,4.636923618714742,6.459192150572199,0.4725670542919562,True,0.7517494423098539,medium,hurt
SIFT,0.5,is_p200_noclip,500,6.2477844210921845,5.158120157152842,7.293501083426018,0.5505122148897699,True,0.4508551835917218,small,hurt
SIFT,0.5,is_p200_clip,500,5.843352839300467,5.002644886068396,6.8439315437101715,0.4908380751652949,True,0.6977959863721872,medium,hurt
SIFT,0.5,spectral,500,-0.23388806270924697,-0.8505628557865874,0.35510280346957773,0.3092876471261897,False,-0.021697275302228272,negligible,improve
SIFT,0.5,birch,500,-0.750739148305883,-1.2030581012467705,-0.2265541654135284,0.26303426451149653,True,-0.15675731973519558,negligible,improve
SIFT,0.5,gmm,500,-0.8634979703670403,-1.3973707061403262,-0.32639324219668797,0.28895647719819506,True,-0.1889212740554394,negligible,improve
SIFT,0.5,hdbscan,500,-1.0419408627913043,-1.5560002706499805,-0.5427891702122757,0.27429560838855177,True,-0.2665281649901622,small,improve
SIFT,0.5,sobol,500,-0.22394417215201065,-0.8229641043833444,0.40874852118273014,0.31300997280333137,False,0.034548917745771,negligible,hurt
SIFT,0.5,sparse_rp,500,0.13132307768901047,-0.508617727001979,0.763885944404056,0.32890585409969064,False,0.044482751612351004,negligible,hurt
