dataset,selectivity,query_id,mode,q_error,bern_q,method_minus_bern,rank
DEEP,0.3,13,sparse_rp,1.1306282492916275,1.0723010377286257,0.0583272115630018,18.0
DEEP,0.3,13,spectral,1.1515923794773315,1.0723010377286257,0.07929134174870578,19.0
DEEP,0.3,13,zorder,1.121151030794266,1.0723010377286257,0.04884999306564031,17.0
DEEP,0.3,14,birch,1.04688552915113,1.080606801688453,-0.03372127253732282,9.0
DEEP,0.3,14,distance_shell,1.1813529445745676,1.080606801688453,0.10074614288611472,22.0
DEEP,0.3,14,gmm,1.0729937929652233,1.080606801688453,-0.007613008723229564,13.0
DEEP,0.3,14,hdbscan,1.0272552034987157,1.080606801688453,-0.053351598189737226,2.0
DEEP,0.3,14,hilbert,1.0222854097476746,1.080606801688453,-0.058321391940778344,1.0
DEEP,0.3,14,hybrid,1.0834902648334612,1.080606801688453,0.0028834631450083137,16.0
DEEP,0.3,14,is_p200_clip,1.1818037598929392,1.080606801688453,0.10119695820448626,23.0
DEEP,0.3,14,is_p200_noclip,1.1422319078347527,1.080606801688453,0.06162510614629979,20.0
DEEP,0.3,14,is_p50_clip,1.2728104363690311,1.080606801688453,0.19220363468057822,24.0
DEEP,0.3,14,is_p50_noclip,1.1619910609906552,1.080606801688453,0.08138425930220228,21.0
DEEP,0.3,14,kde_pilot,1.0377204413992889,1.080606801688453,-0.04288636028916404,6.0
DEEP,0.3,14,kdtree,1.0329918657398975,1.080606801688453,-0.04761493594855537,3.0
DEEP,0.3,14,km20,1.0802344030790612,1.080606801688453,-0.0003723986093917553,15.0
DEEP,0.3,14,lsh,1.0438874955537252,1.080606801688453,-0.036719306134727736,8.0
DEEP,0.3,14,minibatch,1.0341373322054208,1.080606801688453,-0.0464694694830321,4.0
DEEP,0.3,14,minibatch_partial,1.063181501740053,1.080606801688453,-0.01742529994839992,12.0
DEEP,0.3,14,pca1d,1.0375845242535624,1.080606801688453,-0.04302227743489051,5.0
DEEP,0.3,14,pq,1.1118054523873884,1.080606801688453,0.03119865069893546,18.0
DEEP,0.3,14,random20,1.053618332130982,1.080606801688453,-0.026988469557470918,11.0
DEEP,0.3,14,random_proj,1.0994670152491977,1.080606801688453,0.018860213560744743,17.0
DEEP,0.3,14,sobol,1.134121851245849,1.080606801688453,0.053515049557396166,19.0
DEEP,0.3,14,sparse_rp,1.0529450723334284,1.080606801688453,-0.027661729355024534,10.0
DEEP,0.3,14,spectral,1.0397250361571804,1.080606801688453,-0.04088176553127254,7.0
DEEP,0.3,14,zorder,1.077115040604547,1.080606801688453,-0.003491761083905809,14.0
DEEP,0.3,15,birch,1.098405087710989,1.1443138575893055,-0.04590876987831649,17.0
DEEP,0.3,15,distance_shell,1.2086124200641115,1.1443138575893055,0.06429856247480603,20.0
DEEP,0.3,15,gmm,1.0878914356883205,1.1443138575893055,-0.05642242190098501,14.0
DEEP,0.3,15,hdbscan,1.0937060185822016,1.1443138575893055,-0.05060783900710386,16.0
DEEP,0.3,15,hilbert,1.0858319870201076,1.1443138575893055,-0.05848187056919785,12.0
DEEP,0.3,15,hybrid,1.047797870528128,1.1443138575893055,-0.09651598706117759,4.0
DEEP,0.3,15,is_p200_clip,1.232895714058681,1.1443138575893055,0.08858185646937544,21.0
DEEP,0.3,15,is_p200_noclip,1.2998972125268706,1.1443138575893055,0.15558335493756514,22.0
DEEP,0.3,15,is_p50_clip,1.369773366772995,1.1443138575893055,0.2254595091836895,24.0
DEEP,0.3,15,is_p50_noclip,1.3100365672805967,1.1443138575893055,0.16572270969129121,23.0
DEEP,0.3,15,kde_pilot,1.065420218925452,1.1443138575893055,-0.07889363866385346,8.0
DEEP,0.3,15,kdtree,1.0857243938091252,1.1443138575893055,-0.05858946378018026,11.0
DEEP,0.3,15,km20,1.0413343955720382,1.1443138575893055,-0.10297946201726726,2.0
DEEP,0.3,15,lsh,1.1128397437489015,1.1443138575893055,-0.031474113840403994,18.0
DEEP,0.3,15,minibatch,1.0302071191591866,1.1443138575893055,-0.11410673843011887,1.0
DEEP,0.3,15,minibatch_partial,1.0765861242390011,1.1443138575893055,-0.06772773335030435,9.0
DEEP,0.3,15,pca1d,1.048188909050655,1.1443138575893055,-0.09612494853865039,5.0
DEEP,0.3,15,pq,1.089301025501755,1.1443138575893055,-0.05501283208755048,15.0
DEEP,0.3,15,random20,1.0609834944809529,1.1443138575893055,-0.08333036310835262,7.0
DEEP,0.3,15,random_proj,1.0783148559433613,1.1443138575893055,-0.06599900164594419,10.0
DEEP,0.3,15,sobol,1.1775137539880816,1.1443138575893055,0.033199896398776074,19.0
DEEP,0.3,15,sparse_rp,1.0446580586586647,1.1443138575893055,-0.0996557989306408,3.0
DEEP,0.3,15,spectral,1.085881868800207,1.1443138575893055,-0.0584319887890985,13.0
DEEP,0.3,15,zorder,1.0490263532501611,1.1443138575893055,-0.09528750433914435,6.0
DEEP,0.3,16,birch,1.0424191370906266,1.131373598828928,-0.08895446173830135,8.0
DEEP,0.3,16,distance_shell,1.5810470359261959,1.131373598828928,0.4496734370972679,24.0
DEEP,0.3,16,gmm,1.0374275227674015,1.131373598828928,-0.0939460760615265,6.0
DEEP,0.3,16,hdbscan,1.0681633355180498,1.131373598828928,-0.0632102633108782,18.0
DEEP,0.3,16,hilbert,1.0100718472950905,1.131373598828928,-0.12130175153383749,1.0
DEEP,0.3,16,hybrid,1.011067122254281,1.131373598828928,-0.12030647657464688,2.0
DEEP,0.3,16,is_p200_clip,1.369620348580923,1.131373598828928,0.2382467497519951,23.0
DEEP,0.3,16,is_p200_noclip,1.2169048042228945,1.131373598828928,0.08553120539396653,21.0
DEEP,0.3,16,is_p50_clip,1.243217610403343,1.131373598828928,0.11184401157441504,22.0
DEEP,0.3,16,is_p50_noclip,1.1465510516476944,1.131373598828928,0.01517745281876648,20.0
DEEP,0.3,16,kde_pilot,1.0565479344362538,1.131373598828928,-0.07482566439267413,12.0
DEEP,0.3,16,kdtree,1.0669411295493068,1.131373598828928,-0.06443246927962121,17.0
DEEP,0.3,16,km20,1.0497116147793302,1.131373598828928,-0.08166198404959779,10.0
DEEP,0.3,16,lsh,1.0250094433341037,1.131373598828928,-0.10636415549482425,3.0
DEEP,0.3,16,minibatch,1.0278895754385964,1.131373598828928,-0.10348402339033158,4.0
DEEP,0.3,16,minibatch_partial,1.0591718427328722,1.131373598828928,-0.07220175609605572,13.0
DEEP,0.3,16,pca1d,1.0469000142851967,1.131373598828928,-0.08447358454373122,9.0
DEEP,0.3,16,pq,1.0517004087814634,1.131373598828928,-0.07967319004746454,11.0
DEEP,0.3,16,random20,1.0636130561496984,1.131373598828928,-0.0677605426792296,14.0
DEEP,0.3,16,random_proj,1.028764122721834,1.131373598828928,-0.10260947610709392,5.0
DEEP,0.3,16,sobol,1.0382421488960738,1.131373598828928,-0.09313144993285416,7.0
DEEP,0.3,16,sparse_rp,1.0775394604372341,1.131373598828928,-0.05383413839169382,19.0
DEEP,0.3,16,spectral,1.0638387392976376,1.131373598828928,-0.06753485953129035,15.0
DEEP,0.3,16,zorder,1.06638448478571,1.131373598828928,-0.06498911404321794,16.0
DEEP,0.3,17,birch,1.0436627542886459,1.0748682968577385,-0.031205542569092692,1.0
DEEP,0.3,17,distance_shell,1.2306150429687597,1.0748682968577385,0.15574674611102113,21.0
DEEP,0.3,17,gmm,1.074754756567928,1.0748682968577385,-0.00011354028981047648,12.0
DEEP,0.3,17,hdbscan,1.080898739666615,1.0748682968577385,0.006030442808876435,15.0
DEEP,0.3,17,hilbert,1.0674352365522572,1.0748682968577385,-0.007433060305481298,9.0
DEEP,0.3,17,hybrid,1.0666022449142698,1.0748682968577385,-0.008266051943468744,7.0
DEEP,0.3,17,is_p200_clip,1.447889582927222,1.0748682968577385,0.3730212860694835,24.0
DEEP,0.3,17,is_p200_noclip,1.363810961874415,1.0748682968577385,0.2889426650166764,23.0
DEEP,0.3,17,is_p50_clip,1.2509720959626152,1.0748682968577385,0.1761037991048766,22.0
DEEP,0.3,17,is_p50_noclip,1.229216355909334,1.0748682968577385,0.15434805905159554,20.0
DEEP,0.3,17,kde_pilot,1.046342463697376,1.0748682968577385,-0.028525833160362613,2.0
DEEP,0.3,17,kdtree,1.0593610366968602,1.0748682968577385,-0.015507260160878333,5.0
DEEP,0.3,17,km20,1.048156180283798,1.0748682968577385,-0.02671211657394057,4.0
DEEP,0.3,17,lsh,1.0625241669437497,1.0748682968577385,-0.01234412991398881,6.0
DEEP,0.3,17,minibatch,1.0808937674456982,1.0748682968577385,0.006025470587959658,14.0
DEEP,0.3,17,minibatch_partial,1.0886614631578948,1.0748682968577385,0.013793166300156257,16.0
DEEP,0.3,17,pca1d,1.0957004081932762,1.0748682968577385,0.02083211133553764,18.0
DEEP,0.3,17,pq,1.0767895824561404,1.0748682968577385,0.0019212855984018784,13.0
DEEP,0.3,17,random20,1.0672382926999089,1.0748682968577385,-0.007630004157829662,8.0
DEEP,0.3,17,random_proj,1.0480959345106728,1.0748682968577385,-0.026772362347065704,3.0
DEEP,0.3,17,sobol,1.0708604297627908,1.0748682968577385,-0.004007867094947715,11.0
DEEP,0.3,17,sparse_rp,1.0907023860081952,1.0748682968577385,0.0158340891504567,17.0
DEEP,0.3,17,spectral,1.1100876548881409,1.0748682968577385,0.035219358030402326,19.0
DEEP,0.3,17,zorder,1.0680113849264585,1.0748682968577385,-0.006856911931280019,10.0
DEEP,0.3,18,birch,1.0680663431010147,1.0876254838188935,-0.019559140717878787,16.0
DEEP,0.3,18,distance_shell,1.1965387338805833,1.0876254838188935,0.10891325006168984,20.0
DEEP,0.3,18,gmm,1.0579815083548136,1.0876254838188935,-0.02964397546407982,13.0
DEEP,0.3,18,hdbscan,1.104414690889054,1.0876254838188935,0.016789207070160517,19.0
DEEP,0.3,18,hilbert,1.0273462133882751,1.0876254838188935,-0.060279270430618315,2.0
DEEP,0.3,18,hybrid,1.0552206761905663,1.0876254838188935,-0.032404807628327204,11.0
DEEP,0.3,18,is_p200_clip,1.7288105346744775,1.0876254838188935,0.6411850508555841,24.0
DEEP,0.3,18,is_p200_noclip,1.4823287160320104,1.0876254838188935,0.394703232213117,21.0
DEEP,0.3,18,is_p50_clip,1.5550616135713675,1.0876254838188935,0.46743612975247406,23.0
DEEP,0.3,18,is_p50_noclip,1.4967829826936678,1.0876254838188935,0.4091574988747744,22.0
DEEP,0.3,18,kde_pilot,1.0342056655489393,1.0876254838188935,-0.05341981826995412,3.0
DEEP,0.3,18,kdtree,1.0534921462190876,1.0876254838188935,-0.03413333759980586,9.0
DEEP,0.3,18,km20,1.0650021088044315,1.0876254838188935,-0.02262337501446199,15.0
DEEP,0.3,18,lsh,1.0350256826076856,1.0876254838188935,-0.052599801211207886,4.0
DEEP,0.3,18,minibatch,1.035813406642716,1.0876254838188935,-0.05181207717617742,5.0
DEEP,0.3,18,minibatch_partial,1.0485742798118056,1.0876254838188935,-0.039051204007087836,8.0
DEEP,0.3,18,pca1d,1.0766189272470883,1.0876254838188935,-0.01100655657180516,18.0
DEEP,0.3,18,pq,1.0381893229287815,1.0876254838188935,-0.049436160890111935,6.0
DEEP,0.3,18,random20,1.0384771170916436,1.0876254838188935,-0.04914836672724987,7.0
DEEP,0.3,18,random_proj,1.074258474647718,1.0876254838188935,-0.013367009171175503,17.0
DEEP,0.3,18,sobol,1.0265227549019769,1.0876254838188935,-0.06110272891691659,1.0
DEEP,0.3,18,sparse_rp,1.0571422643607038,1.0876254838188935,-0.03048321945818966,12.0
DEEP,0.3,18,spectral,1.053714194680016,1.0876254838188935,-0.03391128913887753,10.0
DEEP,0.3,18,zorder,1.0597579652848605,1.0876254838188935,-0.02786751853403291,14.0
DEEP,0.3,19,birch,1.0436725866698902,1.0991176700739145,-0.05544508340402432,8.0
DEEP,0.3,19,distance_shell,1.3649746884841225,1.0991176700739145,0.26585701841020803,22.0
DEEP,0.3,19,gmm,1.0672840592358515,1.0991176700739145,-0.03183361083806302,18.0
DEEP,0.3,19,hdbscan,1.0450821414496805,1.0991176700739145,-0.054035528624234,9.0
DEEP,0.3,19,hilbert,1.0253956286200478,1.0991176700739145,-0.07372204145386663,1.0
DEEP,0.3,19,hybrid,1.0638348525914454,1.0991176700739145,-0.03528281748246909,17.0
DEEP,0.3,19,is_p200_clip,1.5855063748110776,1.0991176700739145,0.4863887047371631,24.0
DEEP,0.3,19,is_p200_noclip,1.465166240886505,1.0991176700739145,0.36604857081259046,23.0
DEEP,0.3,19,is_p50_clip,1.3312025936081668,1.0991176700739145,0.23208492353425236,21.0
DEEP,0.3,19,is_p50_noclip,1.2719943015269835,1.0991176700739145,0.17287663145306897,20.0
DEEP,0.3,19,kde_pilot,1.0572449325472049,1.0991176700739145,-0.041872737526709614,10.0
DEEP,0.3,19,kdtree,1.0761804631039653,1.0991176700739145,-0.022937206969949164,19.0
DEEP,0.3,19,km20,1.0574439837925924,1.0991176700739145,-0.041673686281322064,11.0
DEEP,0.3,19,lsh,1.059762793259567,1.0991176700739145,-0.03935487681434746,15.0
DEEP,0.3,19,minibatch,1.0588186379857714,1.0991176700739145,-0.040299032088143116,13.0
DEEP,0.3,19,minibatch_partial,1.0283928498286665,1.0991176700739145,-0.07072482024524795,2.0
DEEP,0.3,19,pca1d,1.0321465977810438,1.0991176700739145,-0.06697107229287069,3.0
DEEP,0.3,19,pq,1.040367564461635,1.0991176700739145,-0.058750105612279446,7.0
DEEP,0.3,19,random20,1.0358112164298003,1.0991176700739145,-0.06330645364411414,4.0
DEEP,0.3,19,random_proj,1.059435002976571,1.0991176700739145,-0.03968266709734358,14.0
DEEP,0.3,19,sobol,1.0392256585627169,1.0991176700739145,-0.05989201151119761,5.0
DEEP,0.3,19,sparse_rp,1.0401273189814482,1.0991176700739145,-0.05899035109246631,6.0
DEEP,0.3,19,spectral,1.0585802275613394,1.0991176700739145,-0.04053744251257507,12.0
DEEP,0.3,19,zorder,1.0600889673392946,1.0991176700739145,-0.03902870273461989,16.0
DEEP,0.3,20,birch,1.0532965803364198,1.1029130983754694,-0.04961651803904954,9.0
DEEP,0.3,20,distance_shell,1.1151477330485575,1.1029130983754694,0.012234634673088163,21.0
DEEP,0.3,20,gmm,1.0448436699032189,1.1029130983754694,-0.058069428472250495,5.0
DEEP,0.3,20,hdbscan,1.0901459030042027,1.1029130983754694,-0.012767195371266693,16.0
DEEP,0.3,20,hilbert,1.0794264478651532,1.1029130983754694,-0.023486650510316176,13.0
DEEP,0.3,20,hybrid,1.0932589596515685,1.1029130983754694,-0.009654138723900862,17.0
DEEP,0.3,20,is_p200_clip,1.4052414749781188,1.1029130983754694,0.30232837660264944,24.0
DEEP,0.3,20,is_p200_noclip,1.3904863265235285,1.1029130983754694,0.2875732281480592,23.0
DEEP,0.3,20,is_p50_clip,1.079746221302663,1.1029130983754694,-0.023166877072806402,15.0
DEEP,0.3,20,is_p50_noclip,1.1931931855122095,1.1029130983754694,0.09028008713674018,22.0
DEEP,0.3,20,kde_pilot,1.043615937041287,1.1029130983754694,-0.05929716133418239,2.0
DEEP,0.3,20,kdtree,1.0610707535930224,1.1029130983754694,-0.04184234478244697,11.0
DEEP,0.3,20,km20,1.0463592923622487,1.1029130983754694,-0.05655380601322069,7.0
DEEP,0.3,20,lsh,1.0711326052631578,1.1029130983754694,-0.03178049311231157,12.0
DEEP,0.3,20,minibatch,1.0346977404979787,1.1029130983754694,-0.06821535787749067,1.0
DEEP,0.3,20,minibatch_partial,1.0972900328699677,1.1029130983754694,-0.005623065505501623,20.0
DEEP,0.3,20,pca1d,1.0541452083480207,1.1029130983754694,-0.048767890027448635,10.0
DEEP,0.3,20,pq,1.0796200135538232,1.1029130983754694,-0.02329308482164616,14.0
DEEP,0.3,20,random20,1.0438055191714375,1.1029130983754694,-0.05910757920403187,3.0
DEEP,0.3,20,random_proj,1.0452049042007077,1.1029130983754694,-0.057708194174761696,6.0
DEEP,0.3,20,sobol,1.0947272397822894,1.1029130983754694,-0.008185858593179995,19.0
DEEP,0.3,20,sparse_rp,1.0500039646564212,1.1029130983754694,-0.05290913371904815,8.0
DEEP,0.3,20,spectral,1.093458016160411,1.1029130983754694,-0.009455082215058308,18.0
DEEP,0.3,20,zorder,1.0438675994548212,1.1029130983754694,-0.05904549892064814,4.0
DEEP,0.3,21,birch,1.0748106830530935,1.0661053745527753,0.008705308500318143,12.0
DEEP,0.3,21,distance_shell,1.2192754472451826,1.0661053745527753,0.15317007269240723,23.0
DEEP,0.3,21,gmm,1.027990540742134,1.0661053745527753,-0.0381148338106414,2.0
DEEP,0.3,21,hdbscan,1.0388185274671637,1.0661053745527753,-0.027286847085611576,3.0
DEEP,0.3,21,hilbert,1.0814771152194962,1.0661053745527753,0.015371740666720868,15.0
DEEP,0.3,21,hybrid,1.0491341582963827,1.0661053745527753,-0.01697121625639264,5.0
DEEP,0.3,21,is_p200_clip,1.241825448565275,1.0661053745527753,0.17572007401249978,24.0
DEEP,0.3,21,is_p200_noclip,1.2000363188892156,1.0661053745527753,0.13393094433644026,22.0
DEEP,0.3,21,is_p50_clip,1.112309035690283,1.0661053745527753,0.04620366113750762,21.0
DEEP,0.3,21,is_p50_noclip,1.070018460932161,1.0661053745527753,0.0039130863793857,11.0
DEEP,0.3,21,kde_pilot,1.06903029522047,1.0661053745527753,0.002924920667694675,10.0
DEEP,0.3,21,kdtree,1.0678186669000835,1.0661053745527753,0.0017132923473082151,9.0
DEEP,0.3,21,km20,1.0982833818848838,1.0661053745527753,0.032178007332108516,18.0
DEEP,0.3,21,lsh,1.0821967453250045,1.0661053745527753,0.01609137077222922,16.0
DEEP,0.3,21,minibatch,1.11206706235049,1.0661053745527753,0.0459616877977147,20.0
DEEP,0.3,21,minibatch_partial,1.0580455334616157,1.0661053745527753,-0.008059841091159647,7.0
DEEP,0.3,21,pca1d,1.0279465840622346,1.0661053745527753,-0.03815879049054072,1.0
DEEP,0.3,21,pq,1.0754646715829375,1.0661053745527753,0.00935929703016214,13.0
DEEP,0.3,21,random20,1.1017064368376717,1.0661053745527753,0.035601062284896345,19.0
DEEP,0.3,21,random_proj,1.0660454793584335,1.0661053745527753,-5.989519434179691e-05,8.0
DEEP,0.3,21,sobol,1.0799725789390568,1.0661053745527753,0.013867204386281529,14.0
DEEP,0.3,21,sparse_rp,1.0574306774451394,1.0661053745527753,-0.00867469710763591,6.0
DEEP,0.3,21,spectral,1.0835329847530397,1.0661053745527753,0.0174276102002644,17.0
DEEP,0.3,21,zorder,1.0441686602409985,1.0661053745527753,-0.021936714311776795,4.0
DEEP,0.3,22,birch,1.0402730675062146,1.097908343954118,-0.05763527644790334,2.0
DEEP,0.3,22,distance_shell,1.129929258257799,1.097908343954118,0.03202091430368115,20.0
DEEP,0.3,22,gmm,1.1288496611993992,1.097908343954118,0.030941317245281263,19.0
DEEP,0.3,22,hdbscan,1.081884662735622,1.097908343954118,-0.016023681218495955,15.0
DEEP,0.3,22,hilbert,1.0733475486862658,1.097908343954118,-0.024560795267852154,13.0
DEEP,0.3,22,hybrid,1.068237309091017,1.097908343954118,-0.029671034863100854,12.0
DEEP,0.3,22,is_p200_clip,1.3193312022903427,1.097908343954118,0.22142285833622477,23.0
DEEP,0.3,22,is_p200_noclip,1.2725602631647128,1.097908343954118,0.17465191921059486,21.0
DEEP,0.3,22,is_p50_clip,1.3353171163985658,1.097908343954118,0.2374087724444478,24.0
DEEP,0.3,22,is_p50_noclip,1.2890331686339382,1.097908343954118,0.19112482467982028,22.0
DEEP,0.3,22,kde_pilot,1.078893970036448,1.097908343954118,-0.019014373917670024,14.0
DEEP,0.3,22,kdtree,1.087337869262113,1.097908343954118,-0.010570474692005005,16.0
DEEP,0.3,22,km20,1.0482196344273123,1.097908343954118,-0.04968870952680571,4.0
DEEP,0.3,22,lsh,1.053656196936099,1.097908343954118,-0.04425214701801905,6.0
DEEP,0.3,22,minibatch,1.0489293103401975,1.097908343954118,-0.04897903361392042,5.0
DEEP,0.3,22,minibatch_partial,1.0874122609710652,1.097908343954118,-0.010496082983052712,17.0
DEEP,0.3,22,pca1d,1.0317639383431116,1.097908343954118,-0.06614440561100632,1.0
DEEP,0.3,22,pq,1.0624546831114536,1.097908343954118,-0.035453660842664325,10.0
DEEP,0.3,22,random20,1.1140894497658054,1.097908343954118,0.016181105811687413,18.0
DEEP,0.3,22,random_proj,1.061661863069585,1.097908343954118,-0.03624648088453286,9.0
DEEP,0.3,22,sobol,1.0467879462423917,1.097908343954118,-0.05112039771172627,3.0
DEEP,0.3,22,sparse_rp,1.0636271229597942,1.097908343954118,-0.034281220994323736,11.0
DEEP,0.3,22,spectral,1.0551957149241982,1.097908343954118,-0.04271262902991979,7.0
DEEP,0.3,22,zorder,1.0554902837596871,1.097908343954118,-0.04241806019443084,8.0
DEEP,0.3,23,birch,1.0661164310343136,1.0647714861790873,0.0013449448552262933,12.0
DEEP,0.3,23,distance_shell,1.2744511519047914,1.0647714861790873,0.20967966572570407,23.0
DEEP,0.3,23,gmm,1.0725947939048264,1.0647714861790873,0.007823307725739026,14.0
DEEP,0.3,23,hdbscan,1.0441222605786793,1.0647714861790873,-0.02064922560040805,4.0
DEEP,0.3,23,hilbert,1.0509668646263908,1.0647714861790873,-0.013804621552696572,8.0
DEEP,0.3,23,hybrid,1.0354693446193703,1.0647714861790873,-0.029302141559717,3.0
DEEP,0.3,23,is_p200_clip,1.2153108249548137,1.0647714861790873,0.15053933877572634,22.0
DEEP,0.3,23,is_p200_noclip,1.3348562769575238,1.0647714861790873,0.2700847907784365,24.0
DEEP,0.3,23,is_p50_clip,1.169876445325901,1.0647714861790873,0.10510495914681361,21.0
DEEP,0.3,23,is_p50_noclip,1.1256986110466538,1.0647714861790873,0.06092712486756646,20.0
DEEP,0.3,23,kde_pilot,1.0747369272242802,1.0647714861790873,0.009965441045192813,15.0
DEEP,0.3,23,kdtree,1.0487454993212286,1.0647714861790873,-0.01602598685785872,6.0
DEEP,0.3,23,km20,1.0479501027933993,1.0647714861790873,-0.01682138338568806,5.0
DEEP,0.3,23,lsh,1.0809112166432568,1.0647714861790873,0.0161397304641695,16.0
DEEP,0.3,23,minibatch,1.0703520407917455,1.0647714861790873,0.005580554612658162,13.0
DEEP,0.3,23,minibatch_partial,1.0567945968414079,1.0647714861790873,-0.007976889337679482,10.0
DEEP,0.3,23,pca1d,1.093931840538612,1.0647714861790873,0.029160354359524687,17.0
DEEP,0.3,23,pq,1.0654869111178735,1.0647714861790873,0.00071542493878618,11.0
DEEP,0.3,23,random20,1.0487561456952552,1.0647714861790873,-0.01601534048383213,7.0
DEEP,0.3,23,random_proj,1.1026244349400458,1.0647714861790873,0.03785294876095846,18.0
DEEP,0.3,23,sobol,1.019868830007993,1.0647714861790873,-0.044902656171094346,1.0
DEEP,0.3,23,sparse_rp,1.1195917686539822,1.0647714861790873,0.0548202824748949,19.0
DEEP,0.3,23,spectral,1.054877336042015,1.0647714861790873,-0.0098941501370724,9.0
DEEP,0.3,23,zorder,1.0270568352922003,1.0647714861790873,-0.03771465088688708,2.0
DEEP,0.3,24,birch,1.0800690197823126,1.132457611128147,-0.0523885913458344,14.0
DEEP,0.3,24,distance_shell,1.2333438408547552,1.132457611128147,0.10088622972660821,20.0
DEEP,0.3,24,gmm,1.0653361892086661,1.132457611128147,-0.0671214219194809,10.0
DEEP,0.3,24,hdbscan,1.0684830332592645,1.132457611128147,-0.0639745778688825,13.0
DEEP,0.3,24,hilbert,1.059249799480413,1.132457611128147,-0.07320781164773393,8.0
DEEP,0.3,24,hybrid,1.0858571409887312,1.132457611128147,-0.04660047013941582,15.0
DEEP,0.3,24,is_p200_clip,1.451562958754573,1.132457611128147,0.31910534762642606,24.0
DEEP,0.3,24,is_p200_noclip,1.4024739689305843,1.132457611128147,0.27001635780243727,22.0
DEEP,0.3,24,is_p50_clip,1.4411570375357576,1.132457611128147,0.3086994264076106,23.0
DEEP,0.3,24,is_p50_noclip,1.3173467606746083,1.132457611128147,0.1848891495464613,21.0
DEEP,0.3,24,kde_pilot,1.0866492282028735,1.132457611128147,-0.04580838292527356,16.0
DEEP,0.3,24,kdtree,1.0376345085134508,1.132457611128147,-0.09482310261469618,3.0
DEEP,0.3,24,km20,1.0275190859738266,1.132457611128147,-0.10493852515432045,1.0
DEEP,0.3,24,lsh,1.1071717738077926,1.132457611128147,-0.025285837320354387,19.0
DEEP,0.3,24,minibatch,1.0528621373365623,1.132457611128147,-0.07959547379158471,6.0
DEEP,0.3,24,minibatch_partial,1.0633732484331124,1.132457611128147,-0.0690843626950346,9.0
DEEP,0.3,24,pca1d,1.0446796084457273,1.132457611128147,-0.08777800268241975,4.0
DEEP,0.3,24,pq,1.0557669848716624,1.132457611128147,-0.0766906262564846,7.0
DEEP,0.3,24,random20,1.0670897004131021,1.132457611128147,-0.06536791071504489,12.0
DEEP,0.3,24,random_proj,1.0970308795398112,1.132457611128147,-0.03542673158833587,18.0
DEEP,0.3,24,sobol,1.087351335710634,1.132457611128147,-0.04510627541751311,17.0
DEEP,0.3,24,sparse_rp,1.0460333896207008,1.132457611128147,-0.08642422150744622,5.0
DEEP,0.3,24,spectral,1.0359862912809905,1.132457611128147,-0.09647131984715651,2.0
DEEP,0.3,24,zorder,1.0665601488023546,1.132457611128147,-0.06589746232579241,11.0
DEEP,0.3,25,birch,1.046121643839728,1.0680970610024063,-0.021975417162678257,7.0
DEEP,0.3,25,distance_shell,1.2135828055658524,1.0680970610024063,0.1454857445634461,23.0
DEEP,0.3,25,gmm,1.0535571907698404,1.0680970610024063,-0.014539870232565866,9.0
DEEP,0.3,25,hdbscan,1.0437337244342464,1.0680970610024063,-0.02436333656815992,6.0
DEEP,0.3,25,hilbert,1.0666846463874209,1.0680970610024063,-0.0014124146149854244,12.0
DEEP,0.3,25,hybrid,1.0974628297954587,1.0680970610024063,0.029365768793052416,18.0
DEEP,0.3,25,is_p200_clip,1.182402942099924,1.0680970610024063,0.11430588109751771,22.0
DEEP,0.3,25,is_p200_noclip,1.2187336611531638,1.0680970610024063,0.15063660015075753,24.0
DEEP,0.3,25,is_p50_clip,1.1405641328650098,1.0680970610024063,0.07246707186260348,21.0
DEEP,0.3,25,is_p50_noclip,1.1207259099636613,1.0680970610024063,0.05262884896125497,19.0
DEEP,0.3,25,kde_pilot,1.014028272900652,1.0680970610024063,-0.054068788101754306,1.0
DEEP,0.3,25,kdtree,1.0910514488879914,1.0680970610024063,0.022954387885585126,17.0
DEEP,0.3,25,km20,1.0467841153381285,1.0680970610024063,-0.02131294566427777,8.0
DEEP,0.3,25,lsh,1.0319378730637876,1.0680970610024063,-0.03615918793861872,2.0
DEEP,0.3,25,minibatch,1.0778479164548274,1.0680970610024063,0.009750855452421048,14.0
DEEP,0.3,25,minibatch_partial,1.0549267937005091,1.0680970610024063,-0.013170267301897187,10.0
DEEP,0.3,25,pca1d,1.0593236307024338,1.0680970610024063,-0.008773430299972462,11.0
DEEP,0.3,25,pq,1.0743637127913233,1.0680970610024063,0.006266651788916944,13.0
DEEP,0.3,25,random20,1.039902129452534,1.0680970610024063,-0.028194931549872404,4.0
DEEP,0.3,25,random_proj,1.1354012823088866,1.0680970610024063,0.06730422130648028,20.0
DEEP,0.3,25,sobol,1.0822555512842384,1.0680970610024063,0.014158490281832137,15.0
DEEP,0.3,25,sparse_rp,1.0430030167241877,1.0680970610024063,-0.025094044278218597,5.0
DEEP,0.3,25,spectral,1.0374644810851437,1.0680970610024063,-0.030632579917262648,3.0
DEEP,0.3,25,zorder,1.0904497457342999,1.0680970610024063,0.022352684731893557,16.0
DEEP,0.3,26,birch,1.061600106355499,1.0805274251449952,-0.018927318789496272,11.0
DEEP,0.3,26,distance_shell,1.2406114866732483,1.0805274251449952,0.16008406152825305,22.0
