table,dataset,mode,base_method,paradigm,selectivity,seed,query_id,D1_target,D2_target,true_card,est,q_error,sample_size_used,total_sample_size
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,752067,1.299872636795044,2.5798802375793457,8196,4237.478260869565,1.934169214668281,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,602570,1.0824599266052246,2.6612396240234375,7938,4221.857142857143,1.8802152065780122,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,345404,1.2736424207687378,2.7372653484344482,8014,10218.55,1.2750873471425006,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,628777,1.1811281442642212,2.7295992374420166,8001,6300.044642857143,1.2699910006306645,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,137071,1.142971158027649,2.437206745147705,7799,4128.091666666667,1.8892506828215618,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,296404,1.184220790863037,3.154475212097168,7902,4123.104166666666,1.9165171871920936,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,703153,1.2850453853607178,3.1921608448028564,7944,6180.148809523809,1.2854059416430295,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,438962,1.1364035606384277,2.468273162841797,8145,10541.954789915966,1.2942854254040475,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,33248,1.0633318424224854,2.1035821437835693,8072,2032.25,3.971952269651864,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,779894,1.1635044813156128,2.428924083709717,7941,12465.798235294118,1.5698020696756225,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,304120,1.1213290691375732,2.57894229888916,8182,8285.560000000001,1.0126570520655098,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,73745,1.1344190835952759,2.5097620487213135,7818,10367.910588235294,1.3261589394007796,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,516733,1.261063575744629,2.8653626441955566,7727,6205.391666666666,1.2452074607162857,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,181346,1.2947359085083008,3.1206812858581543,8049,8413.117251801907,1.0452375763202766,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,620747,1.220629096031189,2.927414894104004,7982,2067.470588235294,3.8607562523117194,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,738510,1.1800967454910278,2.402500629425049,8018,8306.158695652175,1.035938974264427,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,111011,1.2686152458190918,2.744110584259033,7823,4081.648809523809,1.9166274133498222,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,426052,1.3522268533706665,2.700775384902954,7954,6234.176630434782,1.275870170435847,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,724169,1.1838191747665405,2.68540358543396,8115,8117.263736263736,1.0002789570257222,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,588630,1.2406305074691772,2.7094972133636475,7848,8303.18725490196,1.0580004147428594,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,790256,1.2671555280685425,2.567054033279419,7939,12469.09856442577,1.5706132465582279,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,201003,1.251275897026062,2.689554452896118,8078,8222.364615384615,1.017871331441522,385,385
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,6443,1.1582727432250977,2.4705615043640137,8245,4101.708333333333,2.0101380522343333,384,384
partsupp_deep_wiki_1,partsupp_deep_wiki_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,642763,1.160635232925415,2.4056813716888428,7887,2112.090909090909,3.7342142641931737,384,384
