dataset,sf,method,selectivity,median_qe,mean_qe,n_valid,paired_pct_vs_bern,ci_lo,ci_hi,ci_excludes_0,cohens_d
SSN,1,hammersley,0.5,1.0662839949155103,1.0847242030386801,500,4.4170959085707056,3.7755141525651617,5.054994132057803,True,0.6075281405827158
SSN,1,reservoir,0.01,1.311923840473835,1.6509997164994608,493,17.076566263548916,11.807900038859769,22.866736818542176,True,0.27297062893555374
SSN,1,reservoir,0.05,1.1496067875369291,1.2077638574234577,500,1.6103818531998015,-0.18325610429248457,3.4313806558474633,False,0.0747957760946964
SSN,1,reservoir,0.1,1.1057436998729562,1.1306842049729344,500,0.9390266042785592,-0.17236708267686265,2.12260556944431,False,0.0749603504030846
SSN,1,reservoir,0.3,1.052871458001146,1.0660221648208579,500,0.3872983108216509,-0.1858923075737994,1.0004870499548963,False,0.05862275283863693
SSN,1,reservoir,0.5,1.0339956154401297,1.0406058406780248,500,0.17855213540227197,-0.17979516576452076,0.5452361810039802,False,0.042652511933008445
SSN,1,hilbert,0.01,1.3463845335987805,1.6627305638211343,488,18.828186966309733,13.02436273960497,24.824806528735337,True,0.281728940922794
SSN,1,hilbert,0.05,1.159553126815644,1.212987190306657,500,1.7949847979267788,0.18913813553716077,3.4638438568210956,True,0.08851751454455248
SSN,1,hilbert,0.1,1.1260717026302554,1.1460740611015767,500,2.3379449723651713,1.1139964667420912,3.473771828994243,True,0.17746665344510473
SSN,1,hilbert,0.3,1.0537538726091888,1.0658506645875172,500,0.3559857582246246,-0.23057345095102033,0.9345612202862553,False,0.05309499939159003
SSN,1,hilbert,0.5,1.036376722893138,1.043977710982311,500,0.4986710608950948,0.11198933249636021,0.8882821763873278,True,0.11244973238950486
SSN,1,hybrid,0.01,1.3970366440196411,1.7045691947731187,494,22.36380676861234,15.82119512020859,28.350527103590565,True,0.3021075184854752
SSN,1,hybrid,0.05,1.1697388908873947,1.230985612418157,500,3.5367065102945854,1.1969248757521223,6.195823988922903,True,0.12513458968739757
SSN,1,hybrid,0.1,1.1020600237927285,1.13428331087605,500,1.3450363109942274,0.14910628956328603,2.663802332142493,True,0.09287073968730229
SSN,1,hybrid,0.3,1.0524836435576068,1.065687713493224,500,0.36042303193436775,-0.22080610157850133,0.9581308800178027,False,0.052694313947744154
SSN,1,hybrid,0.5,1.0377200570140817,1.0421431764836497,500,0.3275100377143702,-0.0304074888183562,0.6813712530493856,False,0.07549532826510555
SSN,1,minibatch_partial,0.01,1.4305230685125765,1.7212027513467816,490,21.079227842423922,15.314215544927936,27.235895806068264,True,0.3059847276992995
SSN,1,minibatch_partial,0.05,1.16106664907849,1.2219705097040148,500,2.55221585669452,0.6422669066138466,4.514923029817612,True,0.11483191360097415
SSN,1,minibatch_partial,0.1,1.1081675489972689,1.1381734476728407,500,1.7283304809711546,0.41707246018952837,3.0113749449285816,True,0.1187870355733474
SSN,1,minibatch_partial,0.3,1.0559883386051727,1.067770205685631,500,0.552183343663928,-0.05244766740493198,1.1236738689423482,False,0.07969975034903848
SSN,1,minibatch_partial,0.5,1.0364129079335571,1.0438336171571758,500,0.4891030508547722,0.11894025277218641,0.8466780382763374,True,0.11020068816137414
SSN,1,hdbscan,0.01,1.3478887341658414,1.6926170259871018,490,21.756241919781175,15.622528833453849,28.585721000200497,True,0.3061445359766431
SSN,1,hdbscan,0.05,1.170710495546506,1.2168924224103685,500,2.226092748762646,0.41132225945774703,4.10636631044876,True,0.10189192845102477
SSN,1,hdbscan,0.1,1.0972545860986291,1.1362045022420888,500,1.5649838341823965,0.2937303957947735,2.816670626368213,True,0.10578275188484695
SSN,1,hdbscan,0.3,1.051924203373329,1.0678189547053885,500,0.5653396560551818,-0.060287532256148815,1.1253592883214163,False,0.07876364094849314
SSN,1,hdbscan,0.5,1.034600015551408,1.0436272252234406,500,0.46528920564104564,0.07482369204862219,0.8324153161200825,True,0.10726992615815616
