cell,cell_kind,baseline,selectivity,seed,query_id,true_card,est,q_error,sample_size_used,sample_size_total,wall_clock_ms,D1_target,D2_target,reused_from
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,145860,8141,12358.674272302109,1.518078156528941,385,385,3.7312032654881477,364.46563720703125,2.7791433334350586,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,359095,8021,2133.3333333333335,3.75984375,385,385,2.2680051624774933,383.42626953125,2.330082654953003,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,286093,8295,10379.235087719298,1.2512640250415068,385,385,2.1430766209959984,385.6861267089844,2.1552388668060303,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,781121,7996,16770.463312693497,2.0973565923828787,385,385,2.191510982811451,408.2724609375,2.2795467376708984,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,142780,8214,8290.808172302737,1.0093508853546065,385,385,2.09952425211668,357.7455749511719,2.7598116397857666,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,428790,8003,6253.385087719299,1.2797868494804006,385,385,18.825305625796318,373.8810119628906,2.257038116455078,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,322723,8230,6171.429824561404,1.3335645440292918,385,385,2.189919352531433,378.48870849609375,2.8452041149139404,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,588557,8065,8359.146686656673,1.036472000825378,385,385,2.086061052978039,372.0467529296875,2.8811392784118652,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,263638,8119,6211.500000000001,1.3070916847782337,385,385,1.964077353477478,368.9966125488281,3.1491057872772217,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,693614,7984,12548.646929824561,1.5717243148577857,385,385,1.5097195282578468,392.36932373046875,2.3145997524261475,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,546912,8033,6261.026470588235,1.2830164570834797,385,385,1.5422459691762924,361.6460876464844,3.094848394393921,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,444449,8133,4071.644927536232,1.9974728014707583,385,385,1.5595201402902603,391.6747131347656,2.622706890106201,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,663176,8132,8353.693363844393,1.0272618499562707,385,385,1.4408091083168983,337.7731628417969,2.3369600772857666,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,763999,8127,12553.364147548356,1.5446492121998716,385,385,18.10790505260229,372.2793273925781,2.7435648441314697,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,782168,7746,14408.402631578949,1.86010878280131,385,385,2.28868518024683,349.2619323730469,2.321883201599121,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,673362,8301,14595.487581998475,1.758280638718043,385,385,2.279394306242466,369.7781677246094,2.6439919471740723,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,83904,7982,8344.518260869565,1.04541697079298,385,385,2.0866142585873604,319.8409118652344,2.928945541381836,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,695261,8056,0.0,,385,385,2.1976465359330177,324.0319519042969,2.5670652389526367,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,386245,8226,10511.607774936061,1.277851662404092,385,385,2.205977216362953,381.8100280761719,2.7859504222869873,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,69504,8210,4102.943469785575,2.0010024657807595,385,385,2.1413173526525497,352.2740478515625,3.0938942432403564,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,681535,8136,2111.52,3.8531484428279157,385,385,18.428792245686054,364.0436706542969,3.186352491378784,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,696279,8138,14568.972807017544,1.7902399615406175,385,385,2.2011585533618927,371.8330078125,2.6614370346069336,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,340223,8023,8191.231846978558,1.0209686958716886,385,385,2.182665280997753,387.0399169921875,2.7366652488708496,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,690943,8117,8230.800925925927,1.0140200721850348,385,385,2.0685065537691116,385.08843994140625,3.105254888534546,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,636616,7950,8441.834986015763,1.0618660359768255,385,385,2.008313313126564,376.94268798828125,2.822864055633545,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,48106,8045,8265.015732265445,1.027348133283461,385,385,2.031099982559681,391.63043212890625,2.8765604496002197,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,352770,8107,10460.733008880175,1.2903334166621654,385,385,1.9891858100891113,365.34051513671875,3.0234601497650146,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,536954,8142,6213.982391640867,1.3102708515802568,385,385,2.068419009447098,408.37432861328125,2.944667100906372,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,752067,7984,8389.180096618358,1.0507490100974897,385,385,18.25946755707264,351.4053039550781,2.5798802375793457,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,602570,8029,10448.460130258758,1.3013401582088377,385,385,2.233089879155159,386.77215576171875,2.6612396240234375,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,345404,8017,10420.35,1.2997817138580516,385,385,1.9899727776646614,380.667724609375,2.7372653484344482,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,628777,7851,6186.131111111111,1.2691292601119566,385,385,2.1618613973259926,390.7913818359375,2.7295992374420166,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,137071,8113,14481.920175438598,1.7850265223023047,385,385,2.0513301715254784,387.11431884765625,2.437206745147705,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,296404,8012,14502.514832014676,1.8100992051940434,385,385,1.9825436174869537,364.69561767578125,3.154475212097168,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,703153,7997,2133.3333333333335,3.74859375,385,385,2.0472416654229164,385.7873840332031,3.1921608448028564,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,438962,7968,10494.440966183574,1.3170734144306695,385,385,1.9620032981038094,364.2394714355469,2.468273162841797,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,33248,7959,4182.0526315789475,1.9031324330786945,385,385,2.149732783436775,350.9059753417969,2.1035821437835693,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,779894,8233,4041.5669515669515,2.037081186248317,385,385,1.9231727346777916,347.6433410644531,2.428924083709717,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,304120,8030,12555.287719298245,1.563547661182845,385,385,2.122553065419197,353.7880859375,2.57894229888916,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,73745,7731,8198.957420075389,1.0605299987162577,385,385,2.02146265655756,394.4474792480469,2.5097620487213135,
multi_join_yfcc_wiki_1,join,B3,0.01,0.1,516733,7872,4168.379862700229,1.888503509586722,385,385,1.5697106719017029,336.5292053222656,2.8653626441955566,
