cell,method,selectivity,n_paired,mean_delta_pct,median_delta_pct,std_delta_pct
YFCC_sf10,HDBSCAN,0.3,500,-4.230643081662737,-3.701237073011807,7.317608444351306
YFCC_sf10,HDBSCAN,0.5,500,-2.299222633439544,-1.8613820888017658,4.616590375142199
YFCC_sf10,MB_partial,0.01,500,14.61823902145043,-1.9641065789473604,78.42905835098179
YFCC_sf10,MB_partial,0.05,500,-4.574318474513824,-5.312986100289356,21.78792950305781
YFCC_sf10,MB_partial,0.1,500,-6.660831235533788,-6.9615685907953555,14.236570562647799
YFCC_sf10,MB_partial,0.3,500,-4.283707889761683,-4.349510969004186,7.503296904550846
YFCC_sf10,MB_partial,0.5,500,-2.082444927482082,-1.5434267156315742,4.774159504044419
YFCC_sf10,Hilbert,0.01,500,9.41808996146335,-0.615151420791337,58.514158373342525
YFCC_sf10,Hilbert,0.05,500,-5.482552427215781,-7.051029774520892,22.20815198437703
YFCC_sf10,Hilbert,0.1,500,-6.270256503491124,-6.213621008361859,14.489859880788204
YFCC_sf10,Hilbert,0.3,500,-4.1576456848413255,-4.173070600142317,7.428473058763246
YFCC_sf10,Hilbert,0.5,500,-2.204399604786371,-1.889397324683765,4.848739231631053
YFCC_sf10,sparse_rp,0.01,500,12.032255079620644,-0.8146971152625304,65.55414129515097
YFCC_sf10,sparse_rp,0.05,500,-5.067239209515168,-5.908088874608004,22.046350197116894
YFCC_sf10,sparse_rp,0.1,500,-6.208094936353585,-6.134416100634334,15.322873373024683
YFCC_sf10,sparse_rp,0.3,500,-2.922846276542378,-2.4536059507771095,7.605492231189781
YFCC_sf10,sparse_rp,0.5,500,-1.2521817980079677,-0.9871730459525774,5.050951082115592
