dataset,mode,selectivity,seed,query_id,true_card,est,q_error,sample_size_used_t1,sample_size_used_t2,table,D1_target,D2_target
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.1,2248413,79931,89440.92604080742,1.1189766929077256,383,383,partsupp_deep_wiki_10,1.1413836479187012,3.094928503036499
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.1,3861353,80094,82732.85658774686,1.0329469946281478,383,383,partsupp_deep_wiki_10,1.2959778308868408,2.917665958404541
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.1,4878920,79235,57591.230426276,1.3758171064157196,383,383,partsupp_deep_wiki_10,1.2274802923202515,2.7156333923339844
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.1,3401984,78597,92276.85784210131,1.1740506360561003,383,383,partsupp_deep_wiki_10,1.2167928218841553,2.7297024726867676
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.1,1227788,81507,96148.99549386797,1.1796409571431652,383,383,partsupp_deep_wiki_10,1.1407045125961304,2.625572443008423
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.1,6908906,82196,130725.54860964353,1.5904125335739396,383,383,partsupp_deep_wiki_10,1.2414016723632812,2.9925742149353027
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.1,6867890,79956,133288.79466081303,1.6670267979990623,383,383,partsupp_deep_wiki_10,1.3219497203826904,3.0509908199310303
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.1,1544377,79917,86768.60568958818,1.0857340201657741,383,383,partsupp_deep_wiki_10,1.2852576971054077,2.92519211769104
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.1,6309693,81090,89331.85174075766,1.1016383245869732,383,383,partsupp_deep_wiki_10,1.2117139101028442,2.6831307411193848
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.1,2552747,79386,78533.49603583092,1.0108552911458333,383,383,partsupp_deep_wiki_10,1.2629334926605225,2.742326259613037
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.1,481105,82354,82023.87363742338,1.0040247594747342,383,383,partsupp_deep_wiki_10,1.1562559604644775,2.7607274055480957
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.1,7176724,80870,98494.09294493793,1.2179311604419183,383,383,partsupp_deep_wiki_10,1.2092878818511963,3.0641658306121826
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.1,5591179,81186,80496.83343672667,1.008561412093496,383,383,partsupp_deep_wiki_10,1.2739864587783813,3.0875189304351807
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.1,5278949,79871,98875.8529951121,1.2379443476995668,383,383,partsupp_deep_wiki_10,1.1804161071777344,2.819059133529663
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.1,6922681,80525,70189.31208202388,1.1472544410450658,383,383,partsupp_deep_wiki_10,1.2243480682373047,3.334909200668335
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.1,3447240,79953,79733.31333637833,1.0027552682113543,383,383,partsupp_deep_wiki_10,1.1817381381988525,3.141180992126465
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.1,4147711,79885,61190.68232791825,1.3055092206996435,383,383,partsupp_deep_wiki_10,1.2463845014572144,3.023404598236084
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.1,3626284,78157,78260.81028570648,1.001328227615012,383,383,partsupp_deep_wiki_10,1.2457784414291382,3.2467920780181885
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.1,1298658,77139,78533.4960358309,1.0180777043496922,383,383,partsupp_deep_wiki_10,1.15007746219635,2.767261505126953
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.1,2109177,81910,63263.094028863794,1.2947517230603447,383,383,partsupp_deep_wiki_10,1.1113593578338623,2.843230724334717
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.1,7938046,78921,105692.99674822243,1.3392252600476733,383,383,partsupp_deep_wiki_10,1.2188935279846191,2.8017873764038086
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.1,6347870,81636,91786.02349187736,1.1243326901352022,383,383,partsupp_deep_wiki_10,1.2269318103790283,3.0622036457061768
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.1,3511592,79326,82732.85658774686,1.042947540374491,383,383,partsupp_deep_wiki_10,1.2054859399795532,2.9747893810272217
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.1,6110214,81111,70625.60928222293,1.1484644284749037,383,383,partsupp_deep_wiki_10,1.3537731170654297,3.076449394226074
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,1458649,82715,92292.12346095464,1.1157846032878516,385,385,partsupp_deep_wiki_10,1.1585617065429688,2.7184441089630127
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,3590985,79084,98930.67970990049,1.2509569534912308,385,385,partsupp_deep_wiki_10,1.2515356540679932,3.0231802463531494
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,2861019,79384,84196.32315736213,1.0606208197793274,385,385,partsupp_deep_wiki_10,1.2202587127685547,3.0251450538635254
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,7811320,80561,74265.47478495531,1.084770550962936,385,385,partsupp_deep_wiki_10,1.1162461042404175,3.0742101669311523
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,1427886,79151,84196.32315736213,1.0637430121838276,385,385,partsupp_deep_wiki_10,1.2062091827392578,2.258613109588623
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,4288339,77489,67357.0585258897,1.1504213767027243,385,385,partsupp_deep_wiki_10,1.1372402906417847,2.8810176849365234
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,3227404,79553,73671.78276269186,1.0798299839743588,385,385,partsupp_deep_wiki_10,1.2433892488479614,2.7680041790008545
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,5886013,82408,59477.14623039299,1.3855405852994553,385,385,partsupp_deep_wiki_10,1.243363618850708,2.8677988052368164
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,2636413,78759,78907.066959015,1.001880000495372,385,385,partsupp_deep_wiki_10,1.0980408191680908,2.893977165222168
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,6936640,81261,64226.68240850059,1.2652218198529412,385,385,partsupp_deep_wiki_10,1.329702615737915,2.507002115249634
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,5469472,80106,79878.56299544612,1.0028472846283782,385,385,partsupp_deep_wiki_10,1.141785740852356,3.1559786796569824
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,4444886,79687,96393.99561477485,1.209657731057448,385,385,partsupp_deep_wiki_10,1.1260658502578735,3.1018006801605225
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,6631898,78341,88783.94332939788,1.1333011236695711,385,385,partsupp_deep_wiki_10,1.2197622060775757,2.7592804431915283
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,7640583,79077,64226.68240850059,1.2312172610294119,385,385,partsupp_deep_wiki_10,1.2964671850204468,2.6787314414978027
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,7822107,79384,77881.59892055998,1.019290835065835,385,385,partsupp_deep_wiki_10,1.2597941160202026,2.7638301849365234
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,6733700,81438,95206.61157024793,1.1690686358978355,385,385,partsupp_deep_wiki_10,1.1525179147720337,3.2069685459136963
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,839131,79385,73833.69876876372,1.0751865519919588,385,385,partsupp_deep_wiki_10,1.1870739459991455,2.5813450813293457
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,6952719,78971,60232.75425872829,1.3110972754256272,385,385,partsupp_deep_wiki_10,1.2008575201034546,2.641003370285034
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,3862714,79869,68004.7225501771,1.1744625520833332,385,385,partsupp_deep_wiki_10,1.1932599544525146,2.9998741149902344
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,695062,81003,98930.67970990049,1.221321182053757,385,385,partsupp_deep_wiki_10,1.1563990116119385,3.157975435256958
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,6815544,79804,86139.31523022433,1.07938593592081,385,385,partsupp_deep_wiki_10,1.2705234289169312,3.005286931991577
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,6963267,80843,67680.8905380334,1.1944730537280701,385,385,partsupp_deep_wiki_10,1.2207585573196411,2.8787217140197754
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,3402371,81129,69731.82661494351,1.1634429203753869,385,385,partsupp_deep_wiki_10,1.2719320058822632,2.8398821353912354
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,6909999,80866,90241.18738404453,1.1159348475755513,385,385,partsupp_deep_wiki_10,1.2934293746948242,2.6966755390167236
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,6366790,82474,119170.18046888176,1.4449424117768237,385,385,partsupp_deep_wiki_10,1.275483250617981,3.16326642036438
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,481095,80410,99794.23174228368,1.2410674262191728,385,385,partsupp_deep_wiki_10,1.2758615016937256,2.7351417541503906
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,3528014,76771,73617.8107606679,1.0428318800403227,385,385,partsupp_deep_wiki_10,1.192535400390625,3.1224870681762695
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,5369867,77621,66115.70247933884,1.174017625,385,385,partsupp_deep_wiki_10,1.248127818107605,2.802806854248047
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,7520880,79518,58937.42621015347,1.3491936298076925,385,385,partsupp_deep_wiki_10,1.2978402376174927,2.8685460090637207
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,6025740,80289,76586.27087198515,1.0483471656976746,385,385,partsupp_deep_wiki_10,1.1894699335098267,3.341740131378174
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,3454116,81164,95422.49957834373,1.1756751709913722,385,385,partsupp_deep_wiki_10,1.2314070463180542,2.8160572052001953
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,6288378,79964,75992.5788497217,1.0522606445312501,385,385,partsupp_deep_wiki_10,1.2452954053878784,2.823155403137207
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,1370862,81658,95206.61157024793,1.165918973894143,385,385,partsupp_deep_wiki_10,1.2117983102798462,2.676485300064087
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,2964065,80358,97473.43565525384,1.2129898162628965,385,385,partsupp_deep_wiki_10,1.2284141778945923,2.813986301422119
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,7031696,79657,61905.88632147074,1.2867435511115954,385,385,partsupp_deep_wiki_10,1.2324044704437256,2.8090691566467285
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,4389879,78749,109077.4160904031,1.3851276345147634,385,385,partsupp_deep_wiki_10,1.2300347089767456,2.8626089096069336
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,332506,78918,95152.63956822398,1.2057152939535212,385,385,partsupp_deep_wiki_10,1.2145559787750244,2.9190993309020996
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,7799146,78597,53432.28200371057,1.4709646875000002,385,385,partsupp_deep_wiki_10,1.2312073707580566,2.8348586559295654
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,3041529,80344,77881.59892055998,1.0316172383922382,385,385,partsupp_deep_wiki_10,1.1483227014541626,2.8063817024230957
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,737452,77924,92939.78748524202,1.1926978528469023,385,385,partsupp_deep_wiki_10,1.2798588275909424,2.941227912902832
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,5167757,82479,129208.97284533647,1.566568130619145,385,385,partsupp_deep_wiki_10,1.252101182937622,2.528045415878296
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,1813464,80386,56994.43413729128,1.4104184244791667,385,385,partsupp_deep_wiki_10,1.2436870336532593,2.9882819652557373
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,6207689,79053,92831.84348119414,1.1742988056265309,385,385,partsupp_deep_wiki_10,1.1708049774169922,3.2533798217773438
partsupp_deep_wiki_10,adaptive_sampling,0.01,0.2,7385883,81790,50086.01787822567,1.6329906721443965,385,385,partsupp_deep_wiki_10,1.1777342557907104,2.8442304134368896
