cell,anchor,variant,n_pairs,median_diff_ms,anchor_med_ms,variant_med_ms,w_stat,p_value,p_holm,holm_rank
tpc_h/q9 DEEP sf10 sel0.001 qid1,B1,CaseB:cum_sqrtf,15,5.674285930581391,906.6258929669857,905.9752789326012,26.0,0.05535888671875,1.0,36
tpc_h/q9 DEEP sf10 sel0.001 qid1,B1,CaseB:hilbert_real,15,5.3525419207289815,906.6258929669857,906.0216570505872,53.0,0.7197265625,1.0,129
tpc_h/q9 DEEP sf10 sel0.001 qid1,B1,CaseB:hyperloglog,15,13.458854053169489,906.6258929669857,898.5498399706557,32.0,0.12054443359375,1.0,48
tpc_h/q9 DEEP sf10 sel0.001 qid1,B1,CaseB:ica_fastica,15,9.398695081472397,906.6258929669857,897.8208960033953,21.0,0.02557373046875,1.0,29
tpc_h/q9 DEEP sf10 sel0.001 qid1,B1,CaseB:lavallee_hidiroglou,15,12.866093078628182,906.6258929669857,905.4448269307613,29.0,0.083251953125,1.0,42
tpc_h/q9 DEEP sf10 sel0.001 qid1,B1,CaseB:mhist2,15,9.66361304745078,906.6258929669857,897.6087749470025,30.0,0.0946044921875,1.0,46
tpc_h/q9 DEEP sf10 sel0.001 qid1,B1,CaseB:pca1d,15,0.9606520179659128,906.6258929669857,900.7937479764223,55.0,0.803955078125,1.0,143
tpc_h/q9 DEEP sf10 sel0.001 qid1,B1,CaseB:rabitq_strat,15,15.543746878392994,906.6258929669857,893.3324620593339,28.0,0.072998046875,1.0,40
tpc_h/q9 DEEP sf10 sel0.001 qid1,B1,CaseB:rsvd,15,11.93413301371038,906.6258929669857,902.1821109345183,22.0,0.0301513671875,1.0,31
tpc_h/q9 DEEP sf10 sel0.001 qid1,B1,CaseB:skilling_hilbert,15,11.694306042045355,906.6258929669857,902.007105993107,42.0,0.33026123046875,1.0,78
tpc_h/q9 DEEP sf10 sel0.001 qid1,B1,CaseB:sparse_rp,15,0.5261170445010066,906.6258929669857,903.0572399497032,36.0,0.1876220703125,1.0,62
tpc_h/q9 DEEP sf10 sel0.001 qid1,B1,CaseB:zorder_morton,15,8.73568607494235,906.6258929669857,901.3597830198705,33.0,0.1353759765625,1.0,55
tpc_h/q9 DEEP sf10 sel0.001 qid1,B1,oracle,15,-1.077531953342259,906.6258929669857,903.0379900941625,51.0,0.638671875,1.0,122
tpc_h/q9 DEEP sf10 sel0.001 qid1,baseline,B1,15,1759.1016170335934,2682.4217789107934,906.6258929669857,0.0,6.103515625e-05,0.010986328125,151
tpc_h/q9 DEEP sf10 sel0.001 qid1,baseline,CaseB:chao_weighted,15,1764.7014448884875,2682.4217789107934,898.2556229457259,0.0,6.103515625e-05,0.010986328125,155
tpc_h/q9 DEEP sf10 sel0.001 qid1,baseline,CaseB:cum_sqrtf,15,1759.179874905385,2682.4217789107934,905.9752789326012,0.0,6.103515625e-05,0.010986328125,160
tpc_h/q9 DEEP sf10 sel0.001 qid1,baseline,CaseB:hilbert_real,15,1752.7840179391205,2682.4217789107934,906.0216570505872,0.0,6.103515625e-05,0.010986328125,153
tpc_h/q9 DEEP sf10 sel0.001 qid1,baseline,CaseB:hyperloglog,15,1771.2260539410636,2682.4217789107934,898.5498399706557,0.0,6.103515625e-05,0.010986328125,159
tpc_h/q9 DEEP sf10 sel0.001 qid1,baseline,CaseB:ica_fastica,15,1762.993314070627,2682.4217789107934,897.8208960033953,0.0,6.103515625e-05,0.010986328125,156
tpc_h/q9 DEEP sf10 sel0.001 qid1,baseline,CaseB:lavallee_hidiroglou,15,1757.070480962284,2682.4217789107934,905.4448269307613,0.0,6.103515625e-05,0.010986328125,161
tpc_h/q9 DEEP sf10 sel0.001 qid1,baseline,CaseB:mhist2,15,1769.5487858727574,2682.4217789107934,897.6087749470025,0.0,6.103515625e-05,0.010986328125,164
tpc_h/q9 DEEP sf10 sel0.001 qid1,baseline,CaseB:pca1d,15,1774.398968089372,2682.4217789107934,900.7937479764223,0.0,6.103515625e-05,0.010986328125,157
tpc_h/q9 DEEP sf10 sel0.001 qid1,baseline,CaseB:rabitq_strat,15,1765.6826459569857,2682.4217789107934,893.3324620593339,0.0,6.103515625e-05,0.010986328125,165
tpc_h/q9 DEEP sf10 sel0.001 qid1,baseline,CaseB:rsvd,15,1760.8092611189932,2682.4217789107934,902.1821109345183,0.0,6.103515625e-05,0.010986328125,162
tpc_h/q9 DEEP sf10 sel0.001 qid1,baseline,CaseB:skilling_hilbert,15,1766.0987449344248,2682.4217789107934,902.007105993107,0.0,6.103515625e-05,0.010986328125,154
tpc_h/q9 DEEP sf10 sel0.001 qid1,baseline,CaseB:sparse_rp,15,1767.257958999835,2682.4217789107934,903.0572399497032,0.0,6.103515625e-05,0.010986328125,163
tpc_h/q9 DEEP sf10 sel0.001 qid1,baseline,CaseB:zorder_morton,15,1761.750808916986,2682.4217789107934,901.3597830198705,0.0,6.103515625e-05,0.010986328125,158
tpc_h/q9 DEEP sf10 sel0.001 qid1,baseline,oracle,15,1759.997914894484,2682.4217789107934,903.0379900941625,0.0,6.103515625e-05,0.010986328125,152
tpc_h/q9 DEEP sf10 sel0.001 qid2,B1,CaseB:chao_weighted,15,-0.12331607285887003,916.1235250066966,919.8194990167394,54.0,0.76153564453125,1.0,134
tpc_h/q9 DEEP sf10 sel0.001 qid2,B1,CaseB:cum_sqrtf,15,1.7903270199894905,916.1235250066966,913.8108380138874,47.0,0.48870849609375,1.0,95
tpc_h/q9 DEEP sf10 sel0.001 qid2,B1,CaseB:hilbert_real,15,5.086711025796831,916.1235250066966,914.2595799639821,50.0,0.5994873046875,1.0,112
tpc_h/q9 DEEP sf10 sel0.001 qid2,B1,CaseB:hyperloglog,15,9.571795933879912,916.1235250066966,910.7074160128832,38.0,0.22930908203125,1.0,66
tpc_h/q9 DEEP sf10 sel0.001 qid2,B1,CaseB:ica_fastica,15,11.570835020393133,916.1235250066966,906.245177029632,34.0,0.15142822265625,1.0,57
tpc_h/q9 DEEP sf10 sel0.001 qid2,B1,CaseB:lavallee_hidiroglou,15,-5.4241049801930785,916.1235250066966,918.5429849894717,54.0,0.76153564453125,1.0,136
tpc_h/q9 DEEP sf10 sel0.001 qid2,B1,CaseB:mhist2,15,2.0497830118983984,916.1235250066966,916.4392390521243,47.0,0.48870849609375,1.0,96
tpc_h/q9 DEEP sf10 sel0.001 qid2,B1,CaseB:pca1d,15,5.52577106282115,916.1235250066966,908.208392909728,36.0,0.1876220703125,1.0,63
tpc_h/q9 DEEP sf10 sel0.001 qid2,B1,CaseB:rabitq_strat,15,7.855381933040917,916.1235250066966,909.1921880608425,40.0,0.27685546875,1.0,75
tpc_h/q9 DEEP sf10 sel0.001 qid2,B1,CaseB:rsvd,15,8.295280043967068,916.1235250066966,914.075109991245,57.0,0.890380859375,1.0,154
tpc_h/q9 DEEP sf10 sel0.001 qid2,B1,CaseB:skilling_hilbert,15,5.9240818955004215,916.1235250066966,908.2312079844996,44.0,0.389404296875,1.0,84
tpc_h/q9 DEEP sf10 sel0.001 qid2,B1,CaseB:sparse_rp,15,-1.0215470101684332,916.1235250066966,911.6266990313306,50.0,0.5994873046875,1.0,113
tpc_h/q9 DEEP sf10 sel0.001 qid2,B1,CaseB:zorder_morton,15,-3.49890801589936,916.1235250066966,909.5689960522577,54.0,0.76153564453125,1.0,135
tpc_h/q9 DEEP sf10 sel0.001 qid2,B1,oracle,15,-0.4658960970118642,916.1235250066966,909.3190459534526,46.0,0.45428466796875,1.0,92
tpc_h/q9 DEEP sf10 sel0.001 qid2,baseline,B1,15,1783.8386869989336,2700.478027923964,916.1235250066966,0.0,6.103515625e-05,0.010986328125,166
tpc_h/q9 DEEP sf10 sel0.001 qid2,baseline,CaseB:chao_weighted,15,1775.10751306545,2700.478027923964,919.8194990167394,0.0,6.103515625e-05,0.010986328125,170
tpc_h/q9 DEEP sf10 sel0.001 qid2,baseline,CaseB:cum_sqrtf,15,1785.5509910732508,2700.478027923964,913.8108380138874,0.0,6.103515625e-05,0.010986328125,175
tpc_h/q9 DEEP sf10 sel0.001 qid2,baseline,CaseB:hilbert_real,15,1783.577598980628,2700.478027923964,914.2595799639821,0.0,6.103515625e-05,0.010986328125,168
tpc_h/q9 DEEP sf10 sel0.001 qid2,baseline,CaseB:hyperloglog,15,1782.0127789163962,2700.478027923964,910.7074160128832,0.0,6.103515625e-05,0.010986328125,174
tpc_h/q9 DEEP sf10 sel0.001 qid2,baseline,CaseB:ica_fastica,15,1783.3862520055845,2700.478027923964,906.245177029632,0.0,6.103515625e-05,0.010986328125,171
tpc_h/q9 DEEP sf10 sel0.001 qid2,baseline,CaseB:lavallee_hidiroglou,15,1780.4690030170605,2700.478027923964,918.5429849894717,0.0,6.103515625e-05,0.010986328125,176
tpc_h/q9 DEEP sf10 sel0.001 qid2,baseline,CaseB:mhist2,15,1782.2981260251254,2700.478027923964,916.4392390521243,0.0,6.103515625e-05,0.010986328125,179
tpc_h/q9 DEEP sf10 sel0.001 qid2,baseline,CaseB:pca1d,15,1789.3503479426727,2700.478027923964,908.208392909728,0.0,6.103515625e-05,0.010986328125,172
tpc_h/q9 DEEP sf10 sel0.001 qid2,baseline,CaseB:rabitq_strat,15,1787.946525029838,2700.478027923964,909.1921880608425,0.0,6.103515625e-05,0.010986328125,180
tpc_h/q9 DEEP sf10 sel0.001 qid2,baseline,CaseB:rsvd,15,1779.5949060237035,2700.478027923964,914.075109991245,0.0,6.103515625e-05,0.010986328125,177
tpc_h/q9 DEEP sf10 sel0.001 qid2,baseline,CaseB:skilling_hilbert,15,1786.7538928985596,2700.478027923964,908.2312079844996,0.0,6.103515625e-05,0.010986328125,169
tpc_h/q9 DEEP sf10 sel0.001 qid2,baseline,CaseB:sparse_rp,15,1783.0042178975418,2700.478027923964,911.6266990313306,0.0,6.103515625e-05,0.010986328125,178
tpc_h/q9 DEEP sf10 sel0.001 qid2,baseline,CaseB:zorder_morton,15,1785.7032149331644,2700.478027923964,909.5689960522577,0.0,6.103515625e-05,0.010986328125,173
tpc_h/q9 DEEP sf10 sel0.001 qid2,baseline,oracle,15,1793.6694299569353,2700.478027923964,909.3190459534526,0.0,6.103515625e-05,0.010986328125,167
