sel,cell,type_label,method,paradigm,delta_pct
0.1,A1-SSN,Type 3,mhist2,P6,-3.725293027301224
0.1,A1-SSN,Type 3,faiss_ivf,P2,-3.484700626574452
0.1,A1-SSN,Type 3,gmm,P1,-0.9159640019052503
0.1,A5-scale-sf100,Type 3,chao_weighted,P3,-3.9463012321814084
0.1,A5-scale-sf100,Type 3,hilbert_real,P2,-4.661830856557645
0.1,A5-scale-sf100,Type 3,skilling_hilbert,P2,-4.2787703336068015
0.1,A5-scale-sf100,Type 3,ica_fastica,P4,-4.170064431632277
0.1,A5-scale-sf100,Type 3,pca1d,P4,-4.412219519373692
0.1,A5-scale-sf100,Type 3,zorder_morton,P2,-4.670813236179978
0.1,A5-scale-sf100,Type 3,hyperloglog,P9,-4.113541583963999
0.1,A5-scale-sf100,Type 3,cum_sqrtf,P5,-4.791194259346632
0.1,A5-scale-sf100,Type 3,lavallee_hidiroglou,P5,-4.598990381614062
0.1,A5-scale-sf100,Type 3,sparse_rp,P4,-3.910009734943118
0.1,A5-scale-sf100,Type 3,rsvd,P4,-4.057270343725557
0.1,A5-scale-sf100,Type 3,minibatch_partial,P1,-4.088438237957567
0.1,A5-scale-sf100,Type 3,rabitq_strat,P6,-2.389256617168147
0.1,A5-scale-sf100,Type 3,mhist2,P6,-3.336843905273438
0.1,A5-scale-sf100,Type 3,faiss_ivf,P2,-2.7520617580707154
0.1,A5-scale-sf100,Type 3,gmm,P1,-2.19623731735245
0.1,A11-DEEP+YFCC-concat-sf1,Type 4a,chao_weighted,P3,-4.047262733375333
0.1,A11-DEEP+YFCC-concat-sf1,Type 4a,hilbert_real,P2,-4.5927880699418555
0.1,A11-DEEP+YFCC-concat-sf1,Type 4a,skilling_hilbert,P2,-4.293561889390323
0.1,A11-DEEP+YFCC-concat-sf1,Type 4a,ica_fastica,P4,-4.620398831651037
0.1,A11-DEEP+YFCC-concat-sf1,Type 4a,pca1d,P4,-4.622377573855671
0.1,A11-DEEP+YFCC-concat-sf1,Type 4a,zorder_morton,P2,-4.488790751379879
0.1,A11-DEEP+YFCC-concat-sf1,Type 4a,hyperloglog,P9,-4.219622195102404
0.1,A11-DEEP+YFCC-concat-sf1,Type 4a,cum_sqrtf,P5,-4.7057772226069305
0.1,A11-DEEP+YFCC-concat-sf1,Type 4a,lavallee_hidiroglou,P5,-4.594387989352146
0.1,A11-DEEP+YFCC-concat-sf1,Type 4a,sparse_rp,P4,-4.242034648419642
0.1,A11-DEEP+YFCC-concat-sf1,Type 4a,rsvd,P4,-4.111131677193381
0.1,A11-DEEP+YFCC-concat-sf1,Type 4a,minibatch_partial,P1,-3.8661042069869636
0.1,A11-DEEP+YFCC-concat-sf1,Type 4a,rabitq_strat,P6,-4.215718952944895
0.1,A11-DEEP+YFCC-concat-sf1,Type 4a,mhist2,P6,-2.968208021155382
0.1,A11-DEEP+YFCC-concat-sf1,Type 4a,faiss_ivf,P2,-3.9915980144238445
0.1,A11-DEEP+YFCC-concat-sf1,Type 4a,gmm,P1,-2.9450969036414385
0.1,A11-DEEP+YFCC-concat-sf10,Type 4a,chao_weighted,P3,-4.1532287705731274
0.1,A11-DEEP+YFCC-concat-sf10,Type 4a,hilbert_real,P2,-4.706197266852679
0.1,A11-DEEP+YFCC-concat-sf10,Type 4a,skilling_hilbert,P2,-4.477493835855847
0.1,A11-DEEP+YFCC-concat-sf10,Type 4a,ica_fastica,P4,-4.291007128990925
0.1,A11-DEEP+YFCC-concat-sf10,Type 4a,pca1d,P4,-4.455735198048311
0.1,A11-DEEP+YFCC-concat-sf10,Type 4a,zorder_morton,P2,-4.770159156691052
0.1,A11-DEEP+YFCC-concat-sf10,Type 4a,hyperloglog,P9,-3.9165037025068075
0.1,A11-DEEP+YFCC-concat-sf10,Type 4a,cum_sqrtf,P5,-4.814162184455206
0.1,A11-DEEP+YFCC-concat-sf10,Type 4a,lavallee_hidiroglou,P5,-4.610616958414997
0.1,A11-DEEP+YFCC-concat-sf10,Type 4a,sparse_rp,P4,-4.366529391071746
0.1,A11-DEEP+YFCC-concat-sf10,Type 4a,rsvd,P4,-4.077518519919488
0.1,A11-DEEP+YFCC-concat-sf10,Type 4a,minibatch_partial,P1,-2.4650079136250103
0.1,A11-DEEP+YFCC-concat-sf10,Type 4a,rabitq_strat,P6,-1.8857293850310115
0.1,A11-DEEP+YFCC-concat-sf10,Type 4a,mhist2,P6,-3.0693151939070518
0.1,A11-DEEP+YFCC-concat-sf10,Type 4a,faiss_ivf,P2,-2.6508443816545797
0.1,A11-DEEP+YFCC-concat-sf10,Type 4a,gmm,P1,-3.362914956377806
0.1,A2-Fig7,Type 4a,chao_weighted,P3,-4.388438251539741
0.1,A2-Fig7,Type 4a,hilbert_real,P2,-5.0429565105026715
0.1,A2-Fig7,Type 4a,skilling_hilbert,P2,-4.349043736498703
0.1,A2-Fig7,Type 4a,ica_fastica,P4,-4.363142603679931
0.1,A2-Fig7,Type 4a,pca1d,P4,-4.717134577338342
0.1,A2-Fig7,Type 4a,zorder_morton,P2,-4.602879959750633
0.1,A2-Fig7,Type 4a,hyperloglog,P9,-3.7346343431061855
0.1,A2-Fig7,Type 4a,cum_sqrtf,P5,-4.113735359012404
0.1,A2-Fig7,Type 4a,lavallee_hidiroglou,P5,-4.141620221637129
0.1,A2-Fig7,Type 4a,sparse_rp,P4,-4.3989746922863375
0.1,A2-Fig7,Type 4a,rsvd,P4,-4.333604145948775
0.1,A2-Fig7,Type 4a,minibatch_partial,P1,-3.529308660989004
0.1,A2-Fig7,Type 4a,rabitq_strat,P6,-2.9748019335978912
0.1,A2-Fig7,Type 4a,mhist2,P6,-3.9753827599458083
0.1,A2-Fig7,Type 4a,faiss_ivf,P2,-2.231944065849979
0.1,A2-Fig7,Type 4a,gmm,P1,4.977556963207684
0.1,A8-DEEP+SIFT-sf10,Type 4a,chao_weighted,P3,-4.165372710069307
0.1,A8-DEEP+SIFT-sf10,Type 4a,hilbert_real,P2,-4.610533173176129
0.1,A8-DEEP+SIFT-sf10,Type 4a,skilling_hilbert,P2,-4.397220666882032
0.1,A8-DEEP+SIFT-sf10,Type 4a,ica_fastica,P4,-4.1823745158186245
0.1,A8-DEEP+SIFT-sf10,Type 4a,pca1d,P4,-4.540962129527253
0.1,A8-DEEP+SIFT-sf10,Type 4a,zorder_morton,P2,-4.508130495401263
0.1,A8-DEEP+SIFT-sf10,Type 4a,hyperloglog,P9,-4.24493295683759
0.1,A8-DEEP+SIFT-sf10,Type 4a,cum_sqrtf,P5,-4.563975032327377
0.1,A8-DEEP+SIFT-sf10,Type 4a,lavallee_hidiroglou,P5,-4.278190548121777
0.1,A8-DEEP+SIFT-sf10,Type 4a,sparse_rp,P4,-3.962606921738451
0.1,A8-DEEP+SIFT-sf10,Type 4a,rsvd,P4,-4.180721653827446
0.1,A8-DEEP+SIFT-sf10,Type 4a,minibatch_partial,P1,-4.35531515393664
0.1,A8-DEEP+SIFT-sf10,Type 4a,rabitq_strat,P6,-3.610124565026459
0.1,A8-DEEP+SIFT-sf10,Type 4a,mhist2,P6,-2.5981709611252173
0.1,A8-DEEP+SIFT-sf10,Type 4a,faiss_ivf,P2,-3.153357341328778
0.1,A8-DEEP+SIFT-sf10,Type 4a,gmm,P1,-2.3622577094733157
0.1,A9-DEEP+SIFT-concat-sf1,Type 4a,chao_weighted,P3,-4.3518867051364625
0.1,A9-DEEP+SIFT-concat-sf1,Type 4a,hilbert_real,P2,-4.472777187999219
0.1,A9-DEEP+SIFT-concat-sf1,Type 4a,skilling_hilbert,P2,-4.212980175827464
0.1,A9-DEEP+SIFT-concat-sf1,Type 4a,ica_fastica,P4,-4.414109208826252
0.1,A9-DEEP+SIFT-concat-sf1,Type 4a,pca1d,P4,-4.273439298433209
0.1,A9-DEEP+SIFT-concat-sf1,Type 4a,zorder_morton,P2,-4.410784688113329
0.1,A9-DEEP+SIFT-concat-sf1,Type 4a,hyperloglog,P9,-3.873134505847344
0.1,A9-DEEP+SIFT-concat-sf1,Type 4a,cum_sqrtf,P5,-4.164414347797508
0.1,A9-DEEP+SIFT-concat-sf1,Type 4a,lavallee_hidiroglou,P5,-3.9330361438808707
0.1,A9-DEEP+SIFT-concat-sf1,Type 4a,sparse_rp,P4,-4.26067121658737
0.1,A9-DEEP+SIFT-concat-sf1,Type 4a,rsvd,P4,-3.814188800099098
0.1,A9-DEEP+SIFT-concat-sf1,Type 4a,minibatch_partial,P1,-4.223300761130055
0.1,A9-DEEP+SIFT-concat-sf1,Type 4a,rabitq_strat,P6,-4.171349283239091
0.1,A9-DEEP+SIFT-concat-sf1,Type 4a,mhist2,P6,-3.479011790715444
0.1,A9-DEEP+SIFT-concat-sf1,Type 4a,faiss_ivf,P2,-3.259235097816169
0.1,A9-DEEP+SIFT-concat-sf1,Type 4a,gmm,P1,-2.855823500466447
0.1,A9-DEEP+SIFT-concat-sf10,Type 4a,chao_weighted,P3,-4.305285143103745
0.1,A9-DEEP+SIFT-concat-sf10,Type 4a,hilbert_real,P2,-4.372152419742583
0.1,A9-DEEP+SIFT-concat-sf10,Type 4a,skilling_hilbert,P2,-4.224448142431319
0.1,A9-DEEP+SIFT-concat-sf10,Type 4a,ica_fastica,P4,-4.1844383809769585
0.1,A9-DEEP+SIFT-concat-sf10,Type 4a,pca1d,P4,-4.371142776117211
0.1,A9-DEEP+SIFT-concat-sf10,Type 4a,zorder_morton,P2,-4.395167402398258
0.1,A9-DEEP+SIFT-concat-sf10,Type 4a,hyperloglog,P9,-3.9974956119762113
0.1,A9-DEEP+SIFT-concat-sf10,Type 4a,cum_sqrtf,P5,-4.206448686788597
0.1,A9-DEEP+SIFT-concat-sf10,Type 4a,lavallee_hidiroglou,P5,-3.702120648640792
0.1,A9-DEEP+SIFT-concat-sf10,Type 4a,sparse_rp,P4,-4.291904107441871
0.1,A9-DEEP+SIFT-concat-sf10,Type 4a,rsvd,P4,-3.810648180954627
0.1,A9-DEEP+SIFT-concat-sf10,Type 4a,minibatch_partial,P1,-2.4804502115980727
0.1,A9-DEEP+SIFT-concat-sf10,Type 4a,rabitq_strat,P6,-3.778556563241767
0.1,A9-DEEP+SIFT-concat-sf10,Type 4a,mhist2,P6,-3.613581088526628
0.1,A9-DEEP+SIFT-concat-sf10,Type 4a,faiss_ivf,P2,-2.5567867492837286
0.1,A9-DEEP+SIFT-concat-sf10,Type 4a,gmm,P1,-3.088211672718457
0.1,A9-DEEP+SIFT-concat-sf100,Type 4a,chao_weighted,P3,-4.190782116598724
0.1,A9-DEEP+SIFT-concat-sf100,Type 4a,hilbert_real,P2,-4.511096459030644
0.1,A9-DEEP+SIFT-concat-sf100,Type 4a,skilling_hilbert,P2,-4.527760612056107
0.1,A9-DEEP+SIFT-concat-sf100,Type 4a,ica_fastica,P4,-4.4092488309571864
0.1,A9-DEEP+SIFT-concat-sf100,Type 4a,pca1d,P4,-4.078903354850288
0.1,A9-DEEP+SIFT-concat-sf100,Type 4a,zorder_morton,P2,-4.136719493483315
0.1,A9-DEEP+SIFT-concat-sf100,Type 4a,hyperloglog,P9,-3.976593934799658
0.1,A9-DEEP+SIFT-concat-sf100,Type 4a,cum_sqrtf,P5,-3.9600181792594378
0.1,A9-DEEP+SIFT-concat-sf100,Type 4a,lavallee_hidiroglou,P5,-3.913552719759969
0.1,A9-DEEP+SIFT-concat-sf100,Type 4a,sparse_rp,P4,-4.161574747586761
0.1,A9-DEEP+SIFT-concat-sf100,Type 4a,rsvd,P4,-4.077240417822056
0.1,A9-DEEP+SIFT-concat-sf100,Type 4a,minibatch_partial,P1,-3.628420407557789
0.1,A9-DEEP+SIFT-concat-sf100,Type 4a,rabitq_strat,P6,-3.0909359374330942
0.1,A9-DEEP+SIFT-concat-sf100,Type 4a,mhist2,P6,-4.215744302624202
0.1,A9-DEEP+SIFT-concat-sf100,Type 4a,faiss_ivf,P2,-2.86596965819341
0.1,A9-DEEP+SIFT-concat-sf100,Type 4a,gmm,P1,-1.8874305451409108
0.1,A10-DEEP+WIKI-concat-sf1,Type 4b,chao_weighted,P3,-4.330198821315271
0.1,A10-DEEP+WIKI-concat-sf1,Type 4b,hilbert_real,P2,-4.464809890084455
0.1,A10-DEEP+WIKI-concat-sf1,Type 4b,skilling_hilbert,P2,-4.32832965332196
0.1,A10-DEEP+WIKI-concat-sf1,Type 4b,ica_fastica,P4,-4.467301063071351
0.1,A10-DEEP+WIKI-concat-sf1,Type 4b,pca1d,P4,-4.386333530859693
0.1,A10-DEEP+WIKI-concat-sf1,Type 4b,zorder_morton,P2,-4.363909643609114
0.1,A10-DEEP+WIKI-concat-sf1,Type 4b,hyperloglog,P9,-4.255473583307083
0.1,A10-DEEP+WIKI-concat-sf1,Type 4b,cum_sqrtf,P5,-4.205517473636283
0.1,A10-DEEP+WIKI-concat-sf1,Type 4b,lavallee_hidiroglou,P5,-4.368842752350226
0.1,A10-DEEP+WIKI-concat-sf1,Type 4b,sparse_rp,P4,-4.250451563068665
0.1,A10-DEEP+WIKI-concat-sf1,Type 4b,rsvd,P4,-4.381808171464995
0.1,A10-DEEP+WIKI-concat-sf1,Type 4b,minibatch_partial,P1,-4.225846580097597
0.1,A10-DEEP+WIKI-concat-sf1,Type 4b,rabitq_strat,P6,-3.988310914551956
0.1,A10-DEEP+WIKI-concat-sf1,Type 4b,mhist2,P6,-4.323414590595046
0.1,A10-DEEP+WIKI-concat-sf1,Type 4b,faiss_ivf,P2,-3.8507871380457175
0.1,A10-DEEP+WIKI-concat-sf1,Type 4b,gmm,P1,-2.1309919471470655
0.1,A10-DEEP+WIKI-concat-sf10,Type 4b,chao_weighted,P3,-4.425899540396007
0.1,A10-DEEP+WIKI-concat-sf10,Type 4b,hilbert_real,P2,-4.644143571679006
0.1,A10-DEEP+WIKI-concat-sf10,Type 4b,skilling_hilbert,P2,-4.225481138850603
0.1,A10-DEEP+WIKI-concat-sf10,Type 4b,ica_fastica,P4,-4.057026168642112
0.1,A10-DEEP+WIKI-concat-sf10,Type 4b,pca1d,P4,-4.168780969882693
0.1,A10-DEEP+WIKI-concat-sf10,Type 4b,zorder_morton,P2,-4.432569055102994
0.1,A10-DEEP+WIKI-concat-sf10,Type 4b,hyperloglog,P9,-3.9037179752092945
0.1,A10-DEEP+WIKI-concat-sf10,Type 4b,cum_sqrtf,P5,-4.565813330884874
0.1,A10-DEEP+WIKI-concat-sf10,Type 4b,lavallee_hidiroglou,P5,-4.324310660155042
0.1,A10-DEEP+WIKI-concat-sf10,Type 4b,sparse_rp,P4,-4.262387456559863
0.1,A10-DEEP+WIKI-concat-sf10,Type 4b,rsvd,P4,-3.8369880821062665
0.1,A10-DEEP+WIKI-concat-sf10,Type 4b,minibatch_partial,P1,-1.0060075115567222
0.1,A10-DEEP+WIKI-concat-sf10,Type 4b,rabitq_strat,P6,-3.5751649966147356
0.1,A10-DEEP+WIKI-concat-sf10,Type 4b,mhist2,P6,-4.2146947084432
0.1,A10-DEEP+WIKI-concat-sf10,Type 4b,faiss_ivf,P2,8.120727421033413
0.1,A10-DEEP+WIKI-concat-sf10,Type 4b,gmm,P1,3.852152466100756
0.1,A2-Fig9,Type 4b,chao_weighted,P3,-4.165372710069307
0.1,A2-Fig9,Type 4b,hilbert_real,P2,-4.610533173176129
0.1,A2-Fig9,Type 4b,skilling_hilbert,P2,-4.397220666882032
0.1,A2-Fig9,Type 4b,ica_fastica,P4,-4.1823745158186245
0.1,A2-Fig9,Type 4b,pca1d,P4,-4.540962129527253
0.1,A2-Fig9,Type 4b,zorder_morton,P2,-4.508130495401263
0.1,A2-Fig9,Type 4b,hyperloglog,P9,-4.24493295683759
0.1,A2-Fig9,Type 4b,cum_sqrtf,P5,-4.563975032327377
0.1,A2-Fig9,Type 4b,lavallee_hidiroglou,P5,-4.278190548121777
0.1,A2-Fig9,Type 4b,sparse_rp,P4,-3.962606921738451
0.1,A2-Fig9,Type 4b,rsvd,P4,-4.180721653827446
0.1,A2-Fig9,Type 4b,minibatch_partial,P1,-4.35531515393664
0.1,A2-Fig9,Type 4b,rabitq_strat,P6,-3.610124565026459
0.1,A2-Fig9,Type 4b,mhist2,P6,-2.5981709611252173
0.1,A2-Fig9,Type 4b,faiss_ivf,P2,-3.153357341328778
0.1,A2-Fig9,Type 4b,gmm,P1,-2.1099281999291613
