cell,cell_kind,baseline,selectivity,seed,query_id,true_card,est,q_error,sample_size_used,sample_size_total,wall_clock_ms,D1_target,D2_target,reused_from
DEEP_sf1,single,B1,0.01,0.1,0,7977,14545.454545454544,1.8234241626494352,385,385,0.34903082996606827,1.006659746170044,,
DEEP_sf1,single,B1,0.01,0.1,1,8134,10389.610389610389,1.2773064162294552,385,385,0.16518961638212204,0.9621272087097168,,
DEEP_sf1,single,B1,0.01,0.1,2,7981,8311.688311688311,1.041434445769742,385,385,0.14475639909505844,0.8632411360740662,,
DEEP_sf1,single,B1,0.01,0.1,3,8230,2077.9220779220777,3.9606875,385,385,0.1405235379934311,0.9314088225364685,,
DEEP_sf1,single,B1,0.01,0.1,4,8001,8311.688311688311,1.038831185062906,385,385,0.1338869333267212,0.8454217314720154,,
DEEP_sf1,single,B1,0.01,0.1,5,7938,2077.9220779220777,3.8201625000000003,385,385,0.1321304589509964,1.0327799320220947,,
DEEP_sf1,single,B1,0.01,0.1,6,7862,4155.8441558441555,1.8917937500000002,385,385,0.1334063708782196,1.0897210836410522,,
DEEP_sf1,single,B1,0.01,0.1,7,8169,14545.454545454544,1.780567333266562,385,385,0.13074371963739395,1.1096807718276978,,
DEEP_sf1,single,B1,0.01,0.1,8,8100,8311.688311688311,1.0261343594676926,385,385,0.1323539763689041,1.0437828302383423,,
DEEP_sf1,single,B1,0.01,0.1,9,8079,4155.8441558441555,1.9440093750000003,385,385,0.13264548033475876,1.167239785194397,,
DEEP_sf1,single,B1,0.01,0.1,10,8146,10389.610389610389,1.2754247961711747,385,385,0.12920144945383072,0.9531128406524658,,
DEEP_sf1,single,B1,0.01,0.1,11,8012,8311.688311688311,1.0374049315636933,385,385,0.12920238077640533,1.0004907846450806,,
DEEP_sf1,single,B1,0.01,0.1,12,8103,10389.610389610389,1.2821930630149807,385,385,0.13124756515026093,0.8957445025444031,,
DEEP_sf1,single,B1,0.01,0.1,13,8011,4155.8441558441555,1.9276468750000002,385,385,0.12880004942417145,0.958071768283844,,
