cell,cell_kind,baseline,selectivity,seed,query_id,true_card,est,q_error,sample_size_used,sample_size_total,wall_clock_ms,D1_target,D2_target,reused_from
SIFT_sf10,single,B1,0.01,0.1,0,83414,62337.66233766235,1.3380995833333331,385,385,0.20321737974882126,420.234130859375,,
SIFT_sf10,single,B1,0.01,0.1,1,79189,124675.3246753247,1.5744020593178938,385,385,0.10147597640752792,401.3289794921875,,
SIFT_sf10,single,B1,0.01,0.1,2,79610,41558.44155844156,1.9156156249999998,385,385,0.08549168705940247,436.6210021972656,,
SIFT_sf10,single,B1,0.01,0.1,3,79397,62337.66233766235,1.273660208333333,385,385,0.0837184488773346,413.0011901855469,,
SIFT_sf10,single,B1,0.01,0.1,4,78287,83116.88311688312,1.0616945740274009,385,385,0.08177105337381363,489.4147644042969,,
SIFT_sf10,single,B1,0.01,0.1,5,80229,83116.88311688312,1.0359955018370306,385,385,0.08107628673315048,408.9006652832031,,
SIFT_sf10,single,B1,0.01,0.1,6,81638,83116.88311688312,1.0181151316406958,385,385,0.08039269596338272,399.0338439941406,,
SIFT_sf10,single,B1,0.01,0.1,7,80705,20779.22077922078,3.8839281249999997,385,385,0.0792602077126503,493.8491516113281,,
SIFT_sf10,single,B1,0.01,0.1,8,79901,83116.88311688312,1.0402483462895724,385,385,0.07787346839904785,332.60772705078125,,
SIFT_sf10,single,B1,0.01,0.1,9,82346,41558.44155844156,1.981450625,385,385,0.07733423262834549,461.5679626464844,,
SIFT_sf10,single,B1,0.01,0.1,10,78689,62337.66233766235,1.2623027083333331,385,385,0.0771060585975647,440.39727783203125,,
SIFT_sf10,single,B1,0.01,0.1,11,80965,83116.88311688312,1.0265779425292796,385,385,0.07728766649961472,483.255615234375,,
SIFT_sf10,single,B1,0.01,0.1,12,81524,187012.98701298703,2.2939623548033343,385,385,0.0776415690779686,416.0671691894531,,
SIFT_sf10,single,B1,0.01,0.1,13,80477,20779.22077922078,3.8729556249999995,385,385,0.07784459739923477,390.4369201660156,,
SIFT_sf10,single,B1,0.01,0.1,14,83080,41558.44155844156,1.9991124999999998,385,385,0.07960014045238495,414.3995056152344,,
SIFT_sf10,single,B1,0.01,0.1,15,79924,20779.22077922078,3.8463424999999996,385,385,0.07845740765333176,409.01702880859375,,
SIFT_sf10,single,B1,0.01,0.1,16,82550,124675.3246753247,1.5103007228991483,385,385,0.0787544995546341,379.1540832519531,,
SIFT_sf10,single,B1,0.01,0.1,17,79304,20779.22077922078,3.816505,385,385,0.07884763181209564,456.13262939453125,,
SIFT_sf10,single,B1,0.01,0.1,18,79605,20779.22077922078,3.8309906249999996,385,385,0.08780788630247116,340.1130065917969,,
SIFT_sf10,single,B1,0.01,0.1,19,78621,20779.22077922078,3.7836356249999996,385,385,0.08113589137792587,463.4500427246094,,
SIFT_sf10,single,B1,0.01,0.1,20,78024,103896.1038961039,1.3315916115054842,385,385,0.07902365177869797,412.1684265136719,,
SIFT_sf10,single,B1,0.01,0.1,21,81171,62337.66233766235,1.3021181249999998,385,385,0.07833447307348251,520.9365234375,,
SIFT_sf10,single,B1,0.01,0.1,22,83297,41558.44155844156,2.0043340625,385,385,0.07815565913915634,432.2024841308594,,
SIFT_sf10,single,B1,0.01,0.1,23,79499,20779.22077922078,3.8258893749999996,385,385,0.07681269198656082,384.89453125,,
SIFT_sf10,single,B1,0.01,0.1,24,79376,0.0,,385,385,0.07758662104606628,387.0953674316406,,
SIFT_sf10,single,B1,0.01,0.1,25,78780,62337.66233766235,1.2637625,385,385,0.07762480527162552,466.12542724609375,,
SIFT_sf10,single,B1,0.01,0.1,26,80417,124675.3246753247,1.5503603053499222,385,385,0.07747579365968704,465.3321228027344,,
SIFT_sf10,single,B1,0.01,0.1,27,83857,124675.3246753247,1.4867610894179937,385,385,0.07802806794643402,380.31298828125,,
SIFT_sf10,single,B1,0.01,0.1,28,82366,145454.54545454547,1.7659537364269902,385,385,0.07543154060840607,474.9304504394531,,
SIFT_sf10,single,B1,0.01,0.1,29,79826,207792.2077922078,2.6030642621728233,385,385,0.07530022412538528,500.2438659667969,,
SIFT_sf10,single,B1,0.01,0.1,30,80041,41558.44155844156,1.9259865624999999,385,385,0.07690303027629852,384.6023864746094,,
SIFT_sf10,single,B1,0.01,0.1,31,76146,83116.88311688312,1.0915462810506542,385,385,0.07485318928956985,389.9985046386719,,
SIFT_sf10,single,B1,0.01,0.1,32,82571,103896.1038961039,1.2582638444018348,385,385,0.07669255137443542,390.68780517578125,,
SIFT_sf10,single,B1,0.01,0.1,33,80976,103896.1038961039,1.283048111738094,385,385,0.07583014667034149,399.91119384765625,,
SIFT_sf10,single,B1,0.01,0.1,34,79049,103896.1038961039,1.3143253411947513,385,385,0.0768294557929039,492.9381103515625,,
SIFT_sf10,single,B1,0.01,0.1,35,83359,62337.66233766235,1.3372172916666665,385,385,0.07608253508806229,434.01031494140625,,
SIFT_sf10,single,B1,0.01,0.1,36,79848,83116.88311688312,1.0409388227242151,385,385,0.07655937224626541,450.6603698730469,,
SIFT_sf10,single,B1,0.01,0.1,37,80926,20779.22077922078,3.8945637499999997,385,385,0.0763479620218277,398.53106689453125,,
SIFT_sf10,single,B1,0.01,0.1,38,77679,41558.44155844156,1.8691509375,385,385,0.07722247391939163,397.9754943847656,,
SIFT_sf10,single,B1,0.01,0.1,39,76380,41558.44155844156,1.8378937499999999,385,385,0.07751584053039551,530.1461181640625,,
SIFT_sf10,single,B1,0.01,0.1,40,78881,20779.22077922078,3.7961481249999998,385,385,0.07622968405485153,341.9573974609375,,
SIFT_sf10,single,B1,0.01,0.1,41,80076,103896.1038961039,1.2974687034330374,385,385,0.07718149572610855,417.2672119140625,,
SIFT_sf10,single,B1,0.01,0.1,42,79898,124675.3246753247,1.5604311081043918,385,385,0.078519806265831,486.72784423828125,,
SIFT_sf10,single,B1,0.01,0.1,43,80523,41558.44155844156,1.9375846874999998,385,385,0.07758568972349167,395.330078125,,
SIFT_sf10,single,B1,0.01,0.1,44,80874,62337.66233766235,1.2973537499999999,385,385,0.07733609527349472,411.868896484375,,
SIFT_sf10,single,B1,0.01,0.1,45,81609,41558.44155844156,1.9637165625,385,385,0.07625576108694077,377.4890441894531,,
SIFT_sf10,single,B1,0.01,0.1,46,80618,62337.66233766235,1.2932470833333332,385,385,0.07668603211641312,507.58740234375,,
SIFT_sf10,single,B1,0.01,0.1,47,79600,83116.88311688312,1.0441819487045618,385,385,0.07695052772760391,416.45037841796875,,
SIFT_sf10,single,B1,0.01,0.1,48,78549,145454.54545454547,1.8517682650898861,385,385,0.0773407518863678,482.8340759277344,,
SIFT_sf10,single,B1,0.01,0.1,49,81060,83116.88311688312,1.0253748225620913,385,385,0.07713213562965393,449.1775817871094,,
SIFT_sf10,single,B1,0.01,0.1,50,78394,103359.17312661499,1.3184577024595632,387,387,0.08575525134801865,529.1214599609375,,
SIFT_sf10,single,B1,0.01,0.1,51,82124,103359.17312661499,1.2585745108204056,387,387,0.08148699998855591,515.4493408203125,,
SIFT_sf10,single,B1,0.01,0.1,52,78883,62015.50387596899,1.271988375,387,387,0.07653236389160156,487.46893310546875,,
SIFT_sf10,single,B1,0.01,0.1,53,78472,82687.33850129199,1.0537177401021,387,387,0.07648952305316925,429.406494140625,,
SIFT_sf10,single,B1,0.01,0.1,54,80888,165374.67700258398,2.044489627665216,387,387,0.077052041888237,538.1458740234375,,
SIFT_sf10,single,B1,0.01,0.1,55,79338,41343.669250645995,1.918987875,387,387,0.07643178105354309,401.4970703125,,
SIFT_sf10,single,B1,0.01,0.1,56,77165,103359.17312661499,1.3394566594520183,387,387,0.07714983075857162,539.9500122070312,,
SIFT_sf10,single,B1,0.01,0.1,57,79159,20671.834625322997,3.829316625,387,387,0.07582176476716995,381.931884765625,,
SIFT_sf10,single,B1,0.01,0.1,58,78816,20671.834625322997,3.812724,387,387,0.07650721818208694,466.04071044921875,,
SIFT_sf10,single,B1,0.01,0.1,59,79713,41343.669250645995,1.9280581875,387,387,0.07574260234832764,474.2267150878906,,
SIFT_sf10,single,B1,0.01,0.1,60,80048,124031.00775193798,1.5494579221459372,387,387,0.07605552673339844,398.89703369140625,,
SIFT_sf10,single,B1,0.01,0.1,61,80366,103359.17312661499,1.2861057303662617,387,387,0.07574446499347687,398.2624816894531,,
