factor,df,sum_sq,mean_sq,F,PR(>F),pct_ss,p_typ3
"C(query_str, Sum)",3.0,94.55023432077631,31.516744773592105,326.1915481311993,8.547797259539072e-184,4.950153396703417,6.583822605719059e-195
"C(qid_str, Sum)",2.0,339.4932251470252,169.7466125735126,1756.8410298444096,0.0,17.77408119283809,9.935900809071815e-62
"C(sel_str, Sum)",2.0,521.584431689468,260.792215844734,2699.143494611105,0.0,27.307419857212285,0.0
"C(cond_str, Sum)",3.0,402.04122272483136,134.01374090827713,1387.013472735054,0.0,21.048765649106418,0.0
"C(query_str, Sum):C(cond_str, Sum)",9.0,32.51427714433447,3.612697460481608,37.39064379997632,1.7616753845234307e-63,1.7022766850194526,8.075179212297175e-61
"C(sel_str, Sum):C(cond_str, Sum)",6.0,223.81837924622903,37.30306320770484,386.07870277112966,0.0,11.717954146063054,0.0
Residual,3064.0,296.0447827037056,0.09662035989024334,,,15.499349073057283,
