factor,df,sum_sq,mean_sq,F,PR(>F),pct_ss,p_typ3
"C(query_str, Sum)",3.0,43.086523395135245,14.362174465045081,128.851466304087,1.3400999369851146e-76,3.679343334304032,2.226525304587954e-74
"C(qid_str, Sum)",2.0,335.73121939499333,167.86560969749667,1506.0205544915807,0.0,28.66953114017557,6.600291271426125e-63
"C(sel_str, Sum)",2.0,558.5241033536325,279.26205167681627,2505.4231815121284,0.0,47.694772629400575,0.0
"C(cond_str, Sum)",2.0,0.012465856345748419,0.006232928172874209,0.0559192437327334,0.9456169085454867,0.0010645130272288262,0.9729684267547559
"C(query_str, Sum):C(cond_str, Sum)",6.0,0.01093758678172001,0.0018229311302866685,0.01635458124258809,0.9999809731529344,0.0009340075236433934,0.9999221573659677
"C(sel_str, Sum):C(cond_str, Sum)",4.0,0.1581111351561246,0.03952778378903115,0.35462686471073984,0.8409377243953633,0.013501789083349756,0.8409377243953945
Residual,2095.0,233.51504152277596,0.11146302697984532,,,19.9408525864856,
