cell,cell_kind,baseline,selectivity,seed,query_id,true_card,est,q_error,sample_size_used,sample_size_total,wall_clock_ms,D1_target,D2_target,reused_from
SIFT_sf10,single,B1,0.01,0.1,0,83414,62337.66233766235,1.3380995833333331,385,385,0.34155696630477905,420.234130859375,,
SIFT_sf10,single,B1,0.01,0.1,1,79189,124675.3246753247,1.5744020593178938,385,385,0.1254156231880188,401.3289794921875,,
SIFT_sf10,single,B1,0.01,0.1,2,79610,41558.44155844156,1.9156156249999998,385,385,0.10489858686923981,436.6210021972656,,
SIFT_sf10,single,B1,0.01,0.1,3,79397,62337.66233766235,1.273660208333333,385,385,0.10230578482151031,413.0011901855469,,
SIFT_sf10,single,B1,0.01,0.1,4,78287,83116.88311688312,1.0616945740274009,385,385,0.09956862777471542,489.4147644042969,,
SIFT_sf10,single,B1,0.01,0.1,5,80229,83116.88311688312,1.0359955018370306,385,385,0.09853020310401917,408.9006652832031,,
SIFT_sf10,single,B1,0.01,0.1,6,81638,83116.88311688312,1.0181151316406958,385,385,0.09206961840391159,399.0338439941406,,
SIFT_sf10,single,B1,0.01,0.1,7,80705,20779.22077922078,3.8839281249999997,385,385,0.10654609650373459,493.8491516113281,,
SIFT_sf10,single,B1,0.01,0.1,8,79901,83116.88311688312,1.0402483462895724,385,385,0.09730923920869827,332.60772705078125,,
SIFT_sf10,single,B1,0.01,0.1,9,82346,41558.44155844156,1.981450625,385,385,0.09364448487758636,461.5679626464844,,
SIFT_sf10,single,B1,0.01,0.1,10,78689,62337.66233766235,1.2623027083333331,385,385,0.09963847696781158,440.39727783203125,,
SIFT_sf10,single,B1,0.01,0.1,11,80965,83116.88311688312,1.0265779425292796,385,385,0.09313970804214478,483.255615234375,,
SIFT_sf10,single,B1,0.01,0.1,12,81524,187012.98701298703,2.2939623548033343,385,385,0.09128917008638382,416.0671691894531,,
SIFT_sf10,single,B1,0.01,0.1,13,80477,20779.22077922078,3.8729556249999995,385,385,0.08993595838546753,390.4369201660156,,
