cell,dataset,sf,dim,type_label,single_multi,mode,method,sample_selection_method_raw,paradigm,K,alpha,sel,ensemble_strategy,n_queries,trials,qe_trim,qe_mean,qe_median,final_size,size_median,size_min,size_max,trial_qe_list,trial_size_list,eta_final,content_hash,stage_source,file_path
A1-DEEP,DEEP,100,96,Type 3,single,B1,_baseline_b1,_baseline_b1,Pother,,,0.001,,1000,10,1.6487147549368442,1.6570623369941782,1.6373089755354993,9335.1,8784.0,4578.0,15743.0,"[1.8000763054173095, 1.6493692544481187, 1.633249502187686, 1.6413684488833125, 1.6128286151195728, 1.5808290250297186, 1.631964579080125, 1.7493329833006381, 1.6078626773974507, 1.6637419790778498]","[4578, 8744, 8718, 8651, 12299, 15743, 12089, 4773, 8824, 8932]",0.08179069375972306,64d593cb55f2db962a20a5025ac6fdda,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-DEEP_sel0.001/A1-DEEP_B1.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,chao_weighted,chao_weighted,P3,,,0.001,simple_average,1000,10,1.523278749956111,1.5131081724377817,1.543393662368586,5503.7,4686.0,4502.0,8953.0,"[1.3750221026551632, 1.5460978316072755, 1.5555786822318078, 1.5390824089442037, 1.5406894931298964, 1.5629203495847992, 1.5698296220737655, 1.4981383215478408, 1.5496973238045073, 1.3940255887985569]","[8824, 4628, 4583, 4639, 4658, 4714, 4502, 4793, 4743, 8953]",0.08179069375972306,2aa2f2aefb6ad40058ea1dc06f02e2a7,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-DEEP_sel0.001/A1-DEEP_CaseB_chao_weighted.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,cum_sqrtf,cum_sqrtf,P5,,,0.001,simple_average,1000,10,1.5314448176381408,1.5246904512956576,1.5341017470262226,5052.3,4620.0,4270.0,8766.0,"[1.3761799749468215, 1.6191659969046273, 1.5659051163890614, 1.49052073846472, 1.5089338869713744, 1.5031510456231858, 1.5729641163755514, 1.5288433861855053, 1.541880143228788, 1.5393601078669399]","[8766, 4270, 4462, 4882, 4598, 4529, 4894, 4892, 4588, 4642]",0.08179069375972306,0f88a01a05aaf51982b41fd2e5424414,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-DEEP_sel0.001/A1-DEEP_CaseB_cum_sqrtf.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,faiss_ivf,faiss_ivf,P2,,,0.001,simple_average,1000,10,1.5460527538969466,1.5541996520116295,1.5391893143938629,9605.6,8913.5,4888.0,13576.0,"[1.66682968192004, 1.5475083007958632, 1.5308703279918627, 1.5033705048527115, 1.5243911303282018, 1.5767808278543356, 1.457462140357953, 1.7415050150308888, 1.5612091170746059, 1.4320694739098307]","[4888, 8939, 8740, 12637, 11944, 8888, 12641, 4959, 8844, 13576]",0.08179069375972306,7dac92edc969a4519adf10fb7dc724fc,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-DEEP_sel0.001/A1-DEEP_CaseB_faiss_ivf.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,gmm,gmm,P1,,,0.001,simple_average,1000,10,1.5911892616477574,1.5971637457503909,1.5898692985206322,9595.9,8795.0,5055.0,12969.0,"[1.5673181115315258, 1.5870793349089367, 1.6203548627439002, 1.5292576775832596, 1.733742778592009, 1.5926592621323277, 1.5439706085817582, 1.659100342595924, 1.629773893104427, 1.508380585729841]","[9108, 8773, 8817, 12558, 5055, 8766, 12624, 8530, 8759, 12969]",0.08179069375972306,6ed5eb9810baf3f6bbfffb8e5df59b2a,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-DEEP_sel0.001/A1-DEEP_CaseB_gmm.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,hilbert_real,hilbert_real,P2,,,0.001,simple_average,1000,10,1.5174172608415804,1.5125993871826835,1.5211773025683453,5475.9,4721.5,4501.0,8928.0,"[1.4945196589879186, 1.5166133689709866, 1.5916764896683107, 1.5257412361657037, 1.491087596852026, 1.4428290418184646, 1.5623258169512366, 1.5555349076855274, 1.5506864593007796, 1.39497929542588]","[4732, 4879, 4564, 4694, 4757, 8455, 4501, 4711, 4538, 8928]",0.08179069375972306,315db6e1e3d832fcd2a4189a21b33bbf,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-DEEP_sel0.001/A1-DEEP_CaseB_hilbert_real.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,hyperloglog,hyperloglog,P9,,,0.001,simple_average,1000,10,1.558518187028049,1.5560331560545053,1.5781537218377466,6286.3,5005.0,4394.0,8653.0,"[1.4715731638842515, 1.6243192097665171, 1.4678668545541473, 1.601615698752738, 1.5748358617694174, 1.6242299032683445, 1.5240815858960866, 1.5814715819060758, 1.476432091672479, 1.613905609074997]","[8653, 4970, 8574, 5040, 4880, 4394, 8488, 4626, 8427, 4811]",0.08179069375972306,f49da971dcf0acb610512cdaab8ef4e6,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-DEEP_sel0.001/A1-DEEP_CaseB_hyperloglog.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,ica_fastica,ica_fastica,P4,,,0.001,simple_average,1000,10,1.4731302513419255,1.47666472191279,1.4505804403362195,7344.6,8437.0,4557.0,11606.0,"[1.3962105005577057, 1.4340974677897285, 1.4258607754025003, 1.5599207773395811, 1.5853947078347859, 1.4588297034217763, 1.4311311296559015, 1.5208789719430085, 1.4423311772506626, 1.5119920079322458]","[8967, 8383, 8530, 4557, 4685, 11606, 8491, 4763, 8679, 4785]",0.08179069375972306,df04db6871104f5678b5d058161488b6,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-DEEP_sel0.001/A1-DEEP_CaseB_ica_fastica.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,lavallee_hidiroglou,lavallee_hidiroglou,P5,,,0.001,simple_average,1000,10,1.5280219207444377,1.5223815912898098,1.5467756614348778,5850.6,4754.0,4529.0,8633.0,"[1.5380219032727096, 1.4306352704435679, 1.5623229608612899, 1.549862455461302, 1.5550117855492878, 1.4816440690053052, 1.439733075711692, 1.5436888674084535, 1.569005276499028, 1.5538902486854618]","[4798, 8633, 4694, 4670, 4710, 8093, 8385, 4682, 4529, 5312]",0.08179069375972306,5b877e9c9420066e65125cc8b97247a4,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-DEEP_sel0.001/A1-DEEP_CaseB_lavallee_hidiroglou.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,mhist2,mhist2,P6,,,0.001,simple_average,1000,10,1.6005150172469214,1.5999252995358457,1.573394102719909,8054.5,8707.0,4652.0,12955.0,"[1.4931284548062334, 1.724189811717983, 1.7605169404765533, 1.4730307081007357, 1.7044089082192866, 1.607860802004627, 1.7337239160520668, 1.5288501336392464, 1.5389274034351907, 1.4346159169065333]","[9053, 5115, 4652, 12569, 5061, 8924, 4802, 8744, 8670, 12955]",0.08179069375972306,a4176dd346ffa9416840006eb2e9bcf4,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-DEEP_sel0.001/A1-DEEP_CaseB_mhist2.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,minibatch_partial,minibatch_partial,P1,,,0.001,simple_average,1000,10,1.5068413410614052,1.5058519142464202,1.5218469073254408,6885.4,7238.0,4651.0,8955.0,"[1.4172320944059678, 1.3975494373266528, 1.5944926088195477, 1.6020794643666167, 1.4137165179337492, 1.4431453738760482, 1.5061409090435747, 1.5403708544384307, 1.537552905607307, 1.6062389766463083]","[8955, 8753, 4760, 4651, 8581, 8792, 8330, 4929, 6146, 4957]",0.08179069375972306,f6bf637bf59c6d3317c9c4a0f8882291,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-DEEP_sel0.001/A1-DEEP_CaseB_minibatch_partial.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,pca1d,pca1d,P4,,,0.001,simple_average,1000,10,1.515601308174201,1.5093985613952412,1.5247959272803588,5488.5,4732.5,4462.0,8740.0,"[1.5708149100360649, 1.5173801189857743, 1.5290303842312063, 1.4898846141621283, 1.3983602385227407, 1.4139498991300958, 1.5403665275190077, 1.5205614703295112, 1.5699178271493734, 1.5437196238865105]","[4548, 4911, 4733, 4774, 8740, 8628, 4732, 4688, 4669, 4462]",0.08179069375972306,0f53f5754a28769e97caa52c7be2834d,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-DEEP_sel0.001/A1-DEEP_CaseB_pca1d.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,rabitq_strat,rabitq_strat,P6,,,0.001,simple_average,1000,10,1.651686147669965,1.6487532393959872,1.6467625109579513,7204.7,6745.5,4713.0,12974.0,"[1.579434819345838, 1.5533026250789888, 1.7417506182466038, 1.7020475821667964, 1.5873142455226947, 1.5914774397491065, 1.7645303541399366, 1.7297305401937724, 1.728431311055917, 1.509512858460217]","[8549, 8901, 4713, 4942, 8747, 8778, 4922, 4795, 4726, 12974]",0.08179069375972306,d33ddccd8203a455a318a4490f729a7b,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-DEEP_sel0.001/A1-DEEP_CaseB_rabitq_strat.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,rsvd,rsvd,P4,,,0.001,simple_average,1000,10,1.4533004328255803,1.4613495887221817,1.457508057084014,8784.6,8717.0,4875.0,12756.0,"[1.4187084515158292, 1.4273767655299303, 1.4608648525431212, 1.3915246128108936, 1.5955678118062813, 1.47785479253502, 1.4648255250601647, 1.495673839838495, 1.4541512616249068, 1.4269479739571744]","[9186, 8800, 8634, 12756, 4875, 8567, 8931, 8325, 8603, 9169]",0.08179069375972306,9db1d668190da7da2fefb9a1fc13058b,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-DEEP_sel0.001/A1-DEEP_CaseB_rsvd.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,skilling_hilbert,skilling_hilbert,P2,,,0.001,simple_average,1000,10,1.457670455370502,1.4563532502990486,1.4253026374652822,7532.1,8240.5,4635.0,13009.0,"[1.4211778455547777, 1.3820597791021751, 1.4294274293757865, 1.5341247931810138, 1.5395892536564117, 1.5401293888844336, 1.4070593424291515, 1.543919382582401, 1.4077958107802648, 1.35824947744407]","[7940, 9074, 8541, 4754, 5186, 4635, 8735, 4807, 8640, 13009]",0.08179069375972306,8d86ae218a7d61695bd4fdc08739fe14,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-DEEP_sel0.001/A1-DEEP_CaseB_skilling_hilbert.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,sparse_rp,sparse_rp,P4,,,0.001,simple_average,1000,10,1.5033718862011067,1.4992556043625715,1.5181305411132424,6589.4,5954.0,4565.0,9097.0,"[1.4995052388736343, 1.5840930472831536, 1.449470200796928, 1.560057387825708, 1.4139487516056786, 1.5524097311480012, 1.5367558433528505, 1.5561664710323193, 1.4586614649737348, 1.3814879067337051]","[4741, 6925, 8571, 4934, 9097, 4565, 4669, 4983, 8384, 9025]",0.08179069375972306,3a341062949d184c0d045718ca92fc4a,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-DEEP_sel0.001/A1-DEEP_CaseB_sparse_rp.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,zorder_morton,zorder_morton,P2,,,0.001,simple_average,1000,10,1.524114774172912,1.521305769907329,1.5327915766216753,5350.8,4603.5,4145.0,8653.0,"[1.5481356886328843, 1.387469767858366, 1.6326697378316295, 1.4935015106382181, 1.5418255097239069, 1.4338741868083889, 1.5570441179723675, 1.518454910677766, 1.5763246254103194, 1.523757643519444]","[4391, 8653, 4145, 4779, 4565, 8446, 4540, 4587, 4620, 4782]",0.08179069375972306,2582a55e5975f15608f0696d9a14419e,v9_sel,_internal/cache/rq3/server_sync/v9_sel_sweep_0530/A1-DEEP_sel0.001/A1-DEEP_CaseB_zorder_morton.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,chao_weighted,chao_weighted,P3,10.0,,0.01,simple_average,1000,10,1.4640868777036022,1.463646399055777,1.469580281042334,323.7,312.5,242.0,439.0,"[1.4661463189681463, 1.485581235322586, 1.4257207269317858, 1.4445875104727335, 1.4864062772022013, 1.5156933876017327, 1.4366550208402387, 1.4080755813272199, 1.4730142431165214, 1.494583688774605]","[271, 277, 378, 369, 301, 242, 323, 439, 335, 302]",0.08179069375972306,dd94c3089dc1247ac672987e50004363,REPORT_v11,experiments/results/raw/Type3_large_single_sf100/DEEP_A1/A1-DEEP_K_granularity/_run_5_12_paper_exact_base/K=10/A1-DEEP_CaseB_chao_weighted.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,hilbert_real,hilbert_real,P2,10.0,,0.01,simple_average,1000,10,1.4322817306245805,1.4325235223166917,1.4403955975100842,380.4,368.0,298.0,465.0,"[1.3971058343859044, 1.4742479348490323, 1.446772492197471, 1.4471043747219425, 1.440004386944624, 1.4407868080755442, 1.4200489046458535, 1.4432421315759894, 1.4231889124493151, 1.3927334433212404]","[465, 298, 359, 346, 337, 370, 416, 366, 429, 418]",0.08179069375972306,c0c9ca256cc5178b301caabe90d3d2a4,REPORT_v11,experiments/results/raw/Type3_large_single_sf100/DEEP_A1/A1-DEEP_K_granularity/_run_5_12_paper_exact_base/K=10/A1-DEEP_CaseB_hilbert_real.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,hyperloglog,hyperloglog,P9,10.0,,0.01,simple_average,1000,10,1.486203915306619,1.4835026725728606,1.4786489407446692,336.2,330.5,270.0,434.0,"[1.5142408153693778, 1.4513334713938701, 1.405085618138184, 1.4563166254375584, 1.5046744652197073, 1.5403097851374723, 1.4807407914095188, 1.5306185656193279, 1.4751494979237725, 1.4765570900798197]","[291, 405, 434, 395, 357, 279, 346, 270, 270, 315]",0.08179069375972306,45e4917f6ab3b563d739fed3fd6dae9f,REPORT_v11,experiments/results/raw/Type3_large_single_sf100/DEEP_A1/A1-DEEP_K_granularity/_run_5_12_paper_exact_base/K=10/A1-DEEP_CaseB_hyperloglog.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,sparse_rp,sparse_rp,P4,10.0,,0.01,simple_average,1000,10,1.7261192272900772,1.7272839847046577,1.7217923706934308,485.8,464.5,341.0,728.0,"[1.7125959134543804, 1.6683383414357205, 1.7150853826143346, 1.6832749730623606, 1.8058558587993396, 1.7549924161945856, 1.7284993587725268, 1.8075175372271222, 1.656368491498837, 1.7403115739873698]","[386, 569, 728, 570, 458, 429, 434, 341, 471, 472]",0.08179069375972306,a4c013e14813241d017dc47841003c0a,REPORT_v11,experiments/results/raw/Type3_large_single_sf100/DEEP_A1/A1-DEEP_K_granularity/_run_5_12_paper_exact_base/K=10/A1-DEEP_CaseB_sparse_rp.json
A1-DEEP,DEEP,100,96,Type 3,single,B1,_baseline_b1,_baseline_b1,Pother,,,0.01,,1000,10,1.6345522793591942,1.6131559661935762,1.6528226005158793,1352.7,570.0,307.0,4464.0,"[1.6486766521504104, 1.5434653982493045, 1.7398633512086592, 1.6547109567802714, 1.6962293321450697, 1.6509342442514872, 1.714285421972123, 1.3152780758535483, 1.6547643552445044, 1.5133518740803833]","[579, 2595, 340, 561, 428, 307, 621, 4464, 377, 3255]",0.08179069375972306,e3049eec15881190386e7961ac646bdb,REPORT_v11,experiments/results/raw/Type3_large_single_sf100/DEEP_A1/A1-DEEP_RQ1_baseline/A1_DEEP_B1_paper_baseline.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,chao_weighted,chao_weighted,P3,,,0.01,simple_average,100,10,1.4351672237439468,1.4360532987039538,1.4412460267812612,383.5,381.5,379.0,394.0,"[1.4660888217877892, 1.4023467627204145, 1.503751253665329, 1.4195653358910618, 1.469997874385464, 1.3808167830240523, 1.4682148650989344, 1.3754439434226324, 1.4629267176714604, 1.4113806293723985]","[381, 384, 389, 384, 379, 380, 394, 382, 381, 381]",0.09801000000000001,8a93052ea73ced1bcdff3729972ffecf,REPORT_v11,experiments/results/raw/Type3_large_single_sf100/DEEP_A1/A1-DEEP_K_granularity/_run_5_12_paper_exact_base/K=20/A1-DEEP_CaseB_chao_weighted.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,cum_sqrtf,cum_sqrtf,P5,,,0.01,simple_average,100,10,1.4461168245282507,1.441616752565961,1.4545502780363173,381.7,380.0,378.0,391.0,"[1.469960872200702, 1.4250253216901378, 1.4529847904515274, 1.3636499751316435, 1.4561157656211072, 1.4803373784450364, 1.4527669922182258, 1.4680935004676257, 1.5231447592386125, 1.3240881701949945]","[380, 380, 379, 378, 387, 379, 379, 383, 391, 381]",0.09801000000000001,574cf29b5c6cf7a772969912a10e1625,REPORT_v11,experiments/results/raw/Type3_large_single_sf100/DEEP_A1/A1-DEEP_paper_main/CaseB/A1-DEEP_CaseB_cum_sqrtf.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,faiss_ivf,faiss_ivf,P2,,,0.01,simple_average,1000,10,1.5718555277763586,1.5717144866935693,1.5708055150362914,455.4,430.5,349.0,580.0,"[1.555670840130349, 1.5740110991621385, 1.5359074670768509, 1.567599930910444, 1.6049846434444526, 1.6063931776479712, 1.59169212592132, 1.6005764995207543, 1.5392047031477583, 1.5411043799736526]","[454, 407, 532, 380, 349, 439, 580, 422, 418, 573]",0.08179069375972306,5b380df6002f7f9e582a2f1658d8035d,REPORT_v11,experiments/results/raw/Type3_large_single_sf100/DEEP_A1/A1-DEEP_paper_main/CaseB/A1-DEEP_CaseB_faiss_ivf.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,gmm,gmm,P1,,,0.01,simple_average,1000,10,1.5673005822244357,1.5619420319285142,1.5715722713378688,589.6,567.5,395.0,916.0,"[1.5283657527370897, 1.5257076331393518, 1.579114223176725, 1.5358204194709906, 1.6068794612492028, 1.5977913193763955, 1.4674260384850168, 1.6006955291467178, 1.6135896230046385, 1.5640303194990126]","[568, 713, 448, 699, 567, 395, 916, 560, 420, 610]",0.08179069375972306,97acb3a07bc95e6a88e9a39cb0df7d27,REPORT_v11,experiments/results/raw/Type3_large_single_sf100/DEEP_A1/A1-DEEP_paper_main/CaseB/A1-DEEP_CaseB_gmm.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,hilbert_real,hilbert_real,P2,,,0.01,simple_average,1000,10,1.456176856521206,1.4555056536048845,1.4521506321558189,338.1,339.0,237.0,484.0,"[1.4508591867334537, 1.470290010436991, 1.452951408560259, 1.4553576485293565, 1.5048158074463298, 1.4471212105530646, 1.4822206540641634, 1.4513498557513784, 1.400825876432866, 1.439264877540981]","[345, 337, 270, 327, 237, 484, 258, 341, 395, 387]",0.08179069375972306,ded55837b638e3cc2a1b22ab71a713a3,REPORT_v11,experiments/results/raw/Type3_large_single_sf100/DEEP_A1/A1-DEEP_K_granularity/_run_5_12_paper_exact_base/K=20/A1-DEEP_CaseB_hilbert_real.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,hyperloglog,hyperloglog,P9,,,0.01,simple_average,1000,10,1.4622769986570658,1.4589168626112485,1.4700147318628212,390.0,369.5,301.0,528.0,"[1.486051804090456, 1.4464165780078664, 1.491871066668635, 1.4663169994360357, 1.450801391046018, 1.4106458180260102, 1.399081570187323, 1.4737124642896067, 1.474873240445802, 1.4893976939147315]","[369, 369, 395, 410, 367, 470, 528, 370, 301, 321]",0.08179069375972306,874833586648196ac3da43b9ee79b75a,REPORT_v11,experiments/results/raw/Type3_large_single_sf100/DEEP_A1/A1-DEEP_K_granularity/_run_5_12_paper_exact_base/K=20/A1-DEEP_CaseB_hyperloglog.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,ica_fastica,ica_fastica,P4,,,0.01,simple_average,100,10,1.4592287050129948,1.4571763825659527,1.4652122383599935,381.1,381.0,379.0,385.0,"[1.4791217676926163, 1.5140416412400943, 1.5238927424191386, 1.46811752034021, 1.454831020751471, 1.3795862159612526, 1.4008328761428113, 1.5149916415957252, 1.462306956379777, 1.3740414431364314]","[380, 379, 381, 381, 385, 379, 382, 382, 381, 381]",0.09801000000000001,985c1033fb44fd34492eba9bb19315b0,REPORT_v11,experiments/results/raw/Type3_large_single_sf100/DEEP_A1/A1-DEEP_paper_main/CaseB/A1-DEEP_CaseB_ica_fastica.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,lavallee_hidiroglou,lavallee_hidiroglou,P5,,,0.01,simple_average,100,10,1.4451887416604088,1.4707853981054608,1.444760232314053,383.1,381.5,380.0,389.0,"[1.482145965976866, 1.4583925152400283, 1.7790570705902689, 1.4885544587795871, 1.4311279493880775, 1.367286977181069, 1.4097543905657381, 1.5057765966588341, 1.411350012701166, 1.3744080439729731]","[389, 387, 388, 380, 383, 381, 382, 380, 380, 381]",0.09801000000000001,9cd77f36373c389d299a6913ecad9f6f,REPORT_v11,experiments/results/raw/Type3_large_single_sf100/DEEP_A1/A1-DEEP_paper_main/CaseB/A1-DEEP_CaseB_lavallee_hidiroglou.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,mhist2,mhist2,P6,,,0.01,simple_average,1000,10,1.5367755582332296,1.5409517079524664,1.5487468338921295,596.5,498.5,307.0,1549.0,"[1.570797403952613, 1.5395671851581854, 1.6935113230757026, 1.5814889625449284, 1.4534234114544897, 1.4986076235653532, 1.489508567380044, 1.6028848291841495, 1.4218012905831223, 1.557926482626074]","[521, 711, 307, 385, 637, 476, 585, 373, 1549, 421]",0.08179069375972306,84a5dd99128999fadb1f48fe6dd185b0,REPORT_v11,experiments/results/raw/Type3_large_single_sf100/DEEP_A1/A1-DEEP_paper_main/CaseB/A1-DEEP_CaseB_mhist2.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,minibatch_partial,minibatch_partial,P1,,,0.01,simple_average,1000,10,1.462611036926404,1.4599566142185227,1.4562240466632166,653.2,474.0,322.0,2063.0,"[1.4694092184642138, 1.4495990714857716, 1.4398813631496141, 1.4540702677019046, 1.4494501027285, 1.5140341519423286, 1.5025578978149385, 1.4775425484417624, 1.4583778256245283, 1.3846436948316658]","[2063, 473, 583, 416, 675, 475, 431, 322, 472, 622]",0.08179069375972306,1c1295c6da5ccfc690eda95576d2799e,REPORT_v11,experiments/results/raw/Type3_large_single_sf100/DEEP_A1/A1-DEEP_paper_main/CaseB/A1-DEEP_CaseB_minibatch_partial.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,pca1d,pca1d,P4,,,0.01,simple_average,1000,10,1.4517991089390372,1.4520047900722548,1.4551877705875018,348.5,350.5,194.0,446.0,"[1.4133414428075683, 1.4718895058936303, 1.407727948374405, 1.4549384797049318, 1.4851066248462765, 1.4554370614700718, 1.4868111635919565, 1.5172906933604042, 1.3883643358498465, 1.439140644823457]","[367, 280, 443, 395, 316, 334, 290, 194, 420, 446]",0.08179069375972306,d4f6cdde8e21662828e085601070ef7c,REPORT_v11,experiments/results/raw/Type3_large_single_sf100/DEEP_A1/A1-DEEP_RQ3_CaseB/A1_DEEP_CaseB_pca1d.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,rabitq_strat,rabitq_strat,P6,,,0.01,simple_average,100,10,1.571373404282322,1.5661216115550647,1.5859034632488354,386.5,386.0,379.0,394.0,"[1.5739245355215095, 1.4983800683684096, 1.5919456743609184, 1.6086350131381886, 1.6095720941249758, 1.4806567871670981, 1.579861252136752, 1.601393124787092, 1.5218907175276761, 1.5949568484180296]","[386, 382, 380, 394, 384, 386, 379, 394, 393, 387]",0.09801000000000001,d01e5c360fc59eb1bf8bce1da86a7780,REPORT_v11,experiments/results/raw/Type3_large_single_sf100/DEEP_A1/A1-DEEP_paper_main/CaseB/A1-DEEP_CaseB_rabitq_strat.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,rsvd,rsvd,P4,,,0.01,simple_average,1000,10,1.4744064311254041,1.4730508562700968,1.4849357656206255,691.8,441.5,268.0,3071.0,"[1.5659543287948094, 1.5164115710596406, 1.4922729907153227, 1.4921913796711255, 1.4186610609989314, 1.4891494944648298, 1.4740592080285237, 1.3693027849029251, 1.431783707288439, 1.4807220367764211]","[411, 268, 304, 380, 465, 596, 420, 3071, 540, 463]",0.08179069375972306,b0fae70c2229d2236b04094351a536d3,REPORT_v11,experiments/results/raw/Type3_large_single_sf100/DEEP_A1/A1-DEEP_paper_main/CaseB/A1-DEEP_CaseB_rsvd.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,skilling_hilbert,skilling_hilbert,P2,,,0.01,simple_average,100,10,1.4652884311204877,1.4630522958921177,1.4629188768957906,384.6,383.0,381.0,397.0,"[1.5655973185900895, 1.3426181913671857, 1.521248235434782, 1.4333312354503986, 1.4734998214289599, 1.4360784857343338, 1.4651410415993704, 1.4353601071055682, 1.4606967121922108, 1.496951810018278]","[385, 381, 383, 383, 385, 382, 383, 383, 384, 397]",0.09801000000000001,940a7ac5f010fccbd7ef6b5506e5e4de,REPORT_v11,experiments/results/raw/Type3_large_single_sf100/DEEP_A1/A1-DEEP_paper_main/CaseB/A1-DEEP_CaseB_skilling_hilbert.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,sparse_rp,sparse_rp,P4,,,0.01,simple_average,1000,10,1.4514052309254972,1.4505785355870384,1.4486156410942224,343.5,351.5,270.0,458.0,"[1.500817628891516, 1.3937258795748886, 1.4876381480826508, 1.461901113045854, 1.4190005364944087, 1.4546455085305061, 1.4269618698019209, 1.4762205179838734, 1.4422883798068247, 1.4425857736579388]","[270, 357, 280, 320, 392, 348, 458, 295, 355, 360]",0.08179069375972306,97d1ec4c0d3dc7c6b01e57da44841f86,REPORT_v11,experiments/results/raw/Type3_large_single_sf100/DEEP_A1/A1-DEEP_K_granularity/_run_5_12_paper_exact_base/K=20/A1-DEEP_CaseB_sparse_rp.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,zorder_morton,zorder_morton,P2,,,0.01,simple_average,100,10,1.4138965136325858,1.4169652027807296,1.4161057051236208,382.2,381.0,379.0,389.0,"[1.370143495607622, 1.5002994237369511, 1.446848642562592, 1.4234637132016656, 1.4300030662590857, 1.3581804950096592, 1.4744347108739242, 1.3872332995900682, 1.4087476970455757, 1.3702974839201534]","[381, 381, 385, 385, 379, 379, 381, 381, 389, 381]",0.09801000000000001,c5f4a9c55cc52de73d4ae31a94f1eadb,REPORT_v11,experiments/results/raw/Type3_large_single_sf100/DEEP_A1/A1-DEEP_paper_main/CaseB/A1-DEEP_CaseB_zorder_morton.json
A1-DEEP,DEEP,100,96,Type 3,single,CaseB,chao_weighted,chao_weighted,P3,30.0,,0.01,simple_average,1000,10,1.4424579008887957,1.4419824894950395,1.4483921696219533,388.5,369.0,286.0,528.0,"[1.4027020083592552, 1.452987657386092, 1.4734397469071745, 1.4278765224718004, 1.4437966818578145, 1.4609074758841925, 1.4685241610691788, 1.4070926398362704, 1.4774596794807744, 1.4050383216978413]","[528, 440, 286, 354, 325, 360, 411, 378, 300, 503]",0.08179069375972306,48376e5db53456ed4033dfed9a5f7217,REPORT_v11,experiments/results/raw/Type3_large_single_sf100/DEEP_A1/A1-DEEP_K_granularity/_run_5_12_paper_exact_base/K=30/A1-DEEP_CaseB_chao_weighted.json
