term,coef,std_err,t_value,p_value,ci_low,ci_high
log_dim,0.00048056703909110134,0.000483048745121456,0.994862410770303,0.31980373643891186,-0.00046619371970035297,0.0014273277978825555
sel,-0.5821641357822609,0.0018142768222493587,-320.87944278563174,0.0,-0.5857200628356656,-0.5786082087288562
strata_ratio,0.013538104950118448,0.00014064296590753195,96.25867076082069,0.0,0.013262449040717803,0.013813760859519093
is_multi,0.022914688634452986,0.000823878082975667,27.81320332213494,4.227824209594143e-170,0.021299912803095497,0.024529464465810474
par_P2_Spatial,0.00014676245066199707,0.0010075009473465846,0.14566978924289803,0.8841821386333585,-0.0018279085758678944,0.0021214334771918887
par_P3_Streaming,0.013267126016934664,0.0010078809168974749,13.163386462137215,1.4504175187770345e-39,0.011291710261712376,0.015242541772156953
par_P4_DimReduction,0.00409415826431443,0.0010074744010322677,4.063783913635441,4.8291934457330467e-05,0.002119539267748263,0.0060687772608805975
par_P5_Quasi-random,0.020090839547614633,0.0010078999359652745,19.933367222980785,2.288104794825241e-88,0.018115386515601455,0.022066292579627812
