term,coef,std_err,t_value,p_value,ci_low,ci_high
log_dim,0.007880374469941508,0.0004035320652562764,19.528496366049165,6.832923797342903e-85,0.007089463970421952,0.008671284969461065
sel,-0.582129009081315,0.0018158753230085303,-320.5776309118225,0.0,-0.5856880691472699,-0.5785699490153602
strata_ratio,0.011783427997750057,0.000125810259505721,93.66031072540811,0.0,0.0115368437390068,0.012030012256493314
par_P2_Spatial,0.00014522494885974783,0.001008388866722582,0.14401681102623745,0.8854872609836003,-0.00183118637246365,0.002121636270183146
par_P3_Streaming,0.013257031418708145,0.0010087691072575937,13.141789655660919,1.9297995130034366e-39,0.011279874837571768,0.015234187999844523
par_P4_DimReduction,0.004094763510506928,0.0010083622982960034,4.06080584074447,4.891211923719544e-05,0.00211840426248661,0.006071122758527246
par_P5_Quasi-random,0.02007762107209996,0.001008788096343775,19.90271410305966,4.21753693713526e-88,0.018100427272935746,0.02205481487126417
