cell,anchor,variant,n_pairs,pairing_valid,anchor_n_timeout,variant_n_timeout,median_diff_ms,anchor_med_ms,variant_med_ms,w_stat,p_value,p_holm,holm_rank,ci_lo_ms,ci_hi_ms,hedges_g,rank_biserial
tpc_h/q10 SSN sf10 sel0.001 qid0,B1,CaseB:sparse_rp,15,True,0,0,44.560746871866286,1723.3900869032368,1719.8342659976333,53.0,0.7197265625,1.0,260,-231.35224134641854,263.8911441573871,0.0370932713289706,0.11666666666666667
tpc_h/q10 SSN sf10 sel0.001 qid0,B1,CaseB:zorder_morton,15,True,0,0,-23.74608803074807,1723.3900869032368,1842.6384049234912,56.0,0.846923828125,1.0,314,-103.26991685103471,139.45748224660434,0.047293888391644015,-0.06666666666666667
tpc_h/q10 SSN sf10 sel0.001 qid0,B1,oracle,15,True,0,0,10.613885009661317,1723.3900869032368,1746.3891870575026,56.0,0.846923828125,1.0,313,-168.9884318052403,274.29486631571,0.1270942733345281,0.06666666666666667
tpc_h/q10 SSN sf10 sel0.001 qid0,baseline,B1,15,True,0,0,4743.32464998588,6708.988113910891,1723.3900869032368,0.0,6.103515625e-05,0.02471923828125,31,4419.357586413777,5415.7846823239615,4.375416742862877,1.0
tpc_h/q10 SSN sf10 sel0.001 qid0,baseline,CaseB:chao_weighted,15,True,0,0,4997.264716890641,6708.988113910891,1763.4619689779356,0.0,6.103515625e-05,0.02471923828125,35,4385.792652264936,5290.50369188597,4.852644318309324,1.0
tpc_h/q10 SSN sf10 sel0.001 qid0,baseline,CaseB:cum_sqrtf,15,True,0,0,4627.008859068155,6708.988113910891,1907.6749159721658,0.0,6.103515625e-05,0.02471923828125,40,4401.771429108921,5098.649626471646,6.045888759258529,1.0
tpc_h/q10 SSN sf10 sel0.001 qid0,baseline,CaseB:hilbert_real,15,True,0,0,4924.103767843917,6708.988113910891,1708.3051330409944,0.0,6.103515625e-05,0.02471923828125,33,4636.344898853567,5542.612242264634,5.047695488699871,1.0
tpc_h/q10 SSN sf10 sel0.001 qid0,baseline,CaseB:hyperloglog,15,True,0,0,4775.784228928387,6708.988113910891,1805.8632320025936,0.0,6.103515625e-05,0.02471923828125,39,4501.292386072067,5136.42970255382,6.956717348009187,1.0
tpc_h/q10 SSN sf10 sel0.001 qid0,baseline,CaseB:ica_fastica,15,True,0,0,4879.160765907727,6708.988113910891,1767.4263829831034,0.0,6.103515625e-05,0.02471923828125,36,4462.269915316526,5369.232602413977,4.888925000747691,1.0
tpc_h/q10 SSN sf10 sel0.001 qid0,baseline,CaseB:lavallee_hidiroglou,15,True,0,0,4750.814832048491,6708.988113910891,1781.7854390013963,0.0,6.103515625e-05,0.02471923828125,41,4345.240723862468,5208.34783497965,4.956758813293891,1.0
tpc_h/q10 SSN sf10 sel0.001 qid0,baseline,CaseB:mhist2,15,True,0,0,4907.584123895504,6708.988113910891,1743.1233440293,0.0,6.103515625e-05,0.02471923828125,44,4559.299790735434,5401.882645369041,5.238688418615717,1.0
tpc_h/q10 SSN sf10 sel0.001 qid0,baseline,CaseB:pca1d,15,True,0,0,4848.510054056533,6708.988113910891,1787.1611909940839,0.0,6.103515625e-05,0.02471923828125,37,4448.727857384559,5262.658623255944,5.363908352163991,1.0
tpc_h/q10 SSN sf10 sel0.001 qid0,baseline,CaseB:rabitq_strat,15,True,0,0,4810.5960950488225,6708.988113910891,1763.1385780405253,0.0,6.103515625e-05,0.02471923828125,45,4502.333168344921,5423.373740257036,4.8051678334298265,1.0
tpc_h/q10 SSN sf10 sel0.001 qid0,baseline,CaseB:rsvd,15,True,0,0,4973.3602199703455,6708.988113910891,1737.4634828884155,0.0,6.103515625e-05,0.02471923828125,42,4662.0712894783355,5429.757804285812,5.841552696863941,1.0
tpc_h/q10 SSN sf10 sel0.001 qid0,baseline,CaseB:skilling_hilbert,15,True,0,0,4800.927384058014,6708.988113910891,1760.8829280361533,0.0,6.103515625e-05,0.02471923828125,34,4511.808681153149,5335.5296318572555,5.410940917833865,1.0
tpc_h/q10 SSN sf10 sel0.001 qid0,baseline,CaseB:sparse_rp,15,True,0,0,5042.25872294046,6708.988113910891,1719.8342659976333,0.0,6.103515625e-05,0.02471923828125,43,4599.020151821314,5243.942131394481,6.784919700214835,1.0
tpc_h/q10 SSN sf10 sel0.001 qid0,baseline,CaseB:zorder_morton,15,True,0,0,5055.425275117159,6708.988113910891,1842.6384049234912,0.0,6.103515625e-05,0.02471923828125,38,4459.191415648868,5378.487843389351,4.8143323679520424,1.0
tpc_h/q10 SSN sf10 sel0.001 qid0,baseline,oracle,15,True,0,0,4976.9403849495575,6708.988113910891,1746.3891870575026,0.0,6.103515625e-05,0.02471923828125,32,4504.261807930113,5463.647165356281,4.663240513714597,1.0
tpc_h/q10 SSN sf10 sel0.01 qid0,B1,CaseB:chao_weighted,15,True,0,0,-89.73342785611749,3480.1268191076815,3551.447367062792,41.0,0.30279541015625,1.0,94,-1325.1668594855194,147.1889974842387,-0.31044053984224473,-0.31666666666666665
tpc_h/q10 SSN sf10 sel0.01 qid0,B1,CaseB:cum_sqrtf,15,True,0,0,-64.54565096646547,3480.1268191076815,3605.023320997134,41.0,0.30279541015625,1.0,95,-1497.3654735594755,-43.35739312499474,-0.419634738454072,-0.31666666666666665
tpc_h/q10 SSN sf10 sel0.01 qid0,B1,CaseB:hilbert_real,15,True,0,0,-64.14990196935833,3480.1268191076815,3556.8830789998174,55.0,0.803955078125,1.0,302,-317.516094155726,241.24312562538137,-0.05559203258233307,-0.08333333333333333
tpc_h/q10 SSN sf10 sel0.01 qid0,B1,CaseB:hyperloglog,15,True,0,0,-78.52268614806235,3480.1268191076815,3815.449326997623,46.0,0.45428466796875,1.0,158,-1257.8419445142692,112.67522632105579,-0.34494066534858614,-0.23333333333333334
tpc_h/q10 SSN sf10 sel0.01 qid0,B1,CaseB:ica_fastica,15,True,0,0,-80.39843989536166,3480.1268191076815,3560.525259003043,32.0,0.12054443359375,1.0,34,-846.6283723642118,-69.48698491478964,-0.5086921632977801,-0.4666666666666667
tpc_h/q10 SSN sf10 sel0.01 qid0,B1,CaseB:lavallee_hidiroglou,15,True,0,0,-239.56139688380063,3480.1268191076815,3599.6408560313284,38.0,0.22930908203125,1.0,65,-941.8571661073171,8.12697055206323,-0.4190803852003632,-0.36666666666666664
tpc_h/q10 SSN sf10 sel0.01 qid0,B1,CaseB:mhist2,15,True,0,0,-126.66923098731786,3480.1268191076815,3783.420143998228,44.0,0.389404296875,1.0,132,-506.0988076828653,203.7247141904663,-0.1851038750091689,-0.26666666666666666
tpc_h/q10 SSN sf10 sel0.01 qid0,B1,CaseB:pca1d,15,True,0,0,-55.576024926267564,3480.1268191076815,3576.5419639647007,48.0,0.52447509765625,1.0,185,-640.7107957825065,100.67545219945393,-0.2929469447875921,-0.2
tpc_h/q10 SSN sf10 sel0.01 qid0,B1,CaseB:rabitq_strat,15,True,0,0,-16.666069044731557,3480.1268191076815,3628.334255889058,53.0,0.7197265625,1.0,261,-889.9397616152419,244.73807801880514,-0.22383681239955483,-0.11666666666666667
tpc_h/q10 SSN sf10 sel0.01 qid0,B1,CaseB:rsvd,15,True,0,0,-14.49117693118751,3480.1268191076815,3514.907503966242,51.0,0.638671875,1.0,226,-1147.281248519624,222.96403336455103,-0.2562557519990137,-0.15
tpc_h/q10 SSN sf10 sel0.01 qid0,B1,CaseB:skilling_hilbert,15,True,0,0,-286.47364606149495,3480.1268191076815,3590.5559699749574,25.0,0.04791259765625,1.0,16,-1698.9608900084081,-184.97622279431107,-0.5284570509348928,-0.5833333333333334
tpc_h/q10 SSN sf10 sel0.01 qid0,B1,CaseB:sparse_rp,15,True,0,0,-64.61986200883985,3480.1268191076815,3464.0757630113512,54.0,0.76153564453125,1.0,285,-660.0016446301015,103.57788015894255,-0.26558942481034264,-0.1
tpc_h/q10 SSN sf10 sel0.01 qid0,B1,CaseB:zorder_morton,15,True,0,0,97.72161499131471,3480.1268191076815,3751.2225200189278,49.0,0.5614013671875,1.0,197,-889.8230033459065,205.42825094288327,-0.2733442412559892,-0.18333333333333332
tpc_h/q10 SSN sf10 sel0.01 qid0,B1,oracle,15,True,0,0,-4.375003976747394,3480.1268191076815,3382.7332069631666,58.0,0.93408203125,1.0,343,-336.434305391352,218.69500834223183,-0.060650089736476134,0.03333333333333333
tpc_h/q10 SSN sf10 sel0.01 qid0,baseline,B1,15,True,0,0,3461.2239999696612,6885.358626022935,3480.1268191076815,0.0,6.103515625e-05,0.02471923828125,46,3117.844149847127,4725.194011654238,2.2187178533912597,1.0
tpc_h/q10 SSN sf10 sel0.01 qid0,baseline,CaseB:chao_weighted,15,True,0,0,3303.7261770805344,6885.358626022935,3551.447367062792,0.0,6.103515625e-05,0.02471923828125,49,2522.663258558411,4461.819361341768,1.5721642849575623,1.0
tpc_h/q10 SSN sf10 sel0.01 qid0,baseline,CaseB:cum_sqrtf,15,True,0,0,3226.9055800279602,6885.358626022935,3605.023320997134,0.0,6.103515625e-05,0.02471923828125,53,2556.4416632665475,3844.012791129062,2.294489479297864,1.0
tpc_h/q10 SSN sf10 sel0.01 qid0,baseline,CaseB:hilbert_real,15,True,0,0,3443.9313060138375,6885.358626022935,3556.8830789998174,0.0,6.103515625e-05,0.02471923828125,48,3008.966030094307,4723.710088318328,2.0698967375682416,1.0
tpc_h/q10 SSN sf10 sel0.01 qid0,baseline,CaseB:hyperloglog,15,True,0,0,3474.564940086566,6885.358626022935,3815.449326997623,1.0,0.0001220703125,0.02471923828125,213,2295.6904680737834,4478.165749958328,1.4403602696809885,0.9833333333333333
tpc_h/q10 SSN sf10 sel0.01 qid0,baseline,CaseB:ica_fastica,15,True,0,0,3247.872480074875,6885.358626022935,3560.525259003043,0.0,6.103515625e-05,0.02471923828125,50,2824.6924087486695,4188.430269153129,2.345960922473286,1.0
tpc_h/q10 SSN sf10 sel0.01 qid0,baseline,CaseB:lavallee_hidiroglou,15,True,0,0,3319.972745026462,6885.358626022935,3599.6408560313284,0.0,6.103515625e-05,0.02471923828125,54,2847.358008251952,4083.761659278534,2.531525592338365,1.0
tpc_h/q10 SSN sf10 sel0.01 qid0,baseline,CaseB:mhist2,15,True,0,0,3417.9227551212534,6885.358626022935,3783.420143998228,0.0,6.103515625e-05,0.02471923828125,57,2937.740029607861,4750.636644259987,1.8820086174075843,1.0
tpc_h/q10 SSN sf10 sel0.01 qid0,baseline,CaseB:pca1d,15,True,0,0,3326.602266053669,6885.358626022935,3576.5419639647007,0.0,6.103515625e-05,0.02471923828125,51,2781.043371876391,4534.041241458035,1.9483091078320585,1.0
tpc_h/q10 SSN sf10 sel0.01 qid0,baseline,CaseB:rabitq_strat,15,True,0,0,3313.9257420552894,6885.358626022935,3628.334255889058,0.0,6.103515625e-05,0.02471923828125,58,2739.7309972274043,4556.657029373066,1.8743570251749924,1.0
tpc_h/q10 SSN sf10 sel0.01 qid0,baseline,CaseB:rsvd,15,True,0,0,3288.031494943425,6885.358626022935,3514.907503966242,0.0,6.103515625e-05,0.02471923828125,55,2736.8787128520976,4275.90190800741,1.996954584745548,1.0
tpc_h/q10 SSN sf10 sel0.01 qid0,baseline,CaseB:skilling_hilbert,15,True,0,0,3031.6129190614447,6885.358626022935,3590.5559699749574,1.0,0.0001220703125,0.02471923828125,212,2109.9532204030156,3913.5939311709562,1.594175126213781,0.9833333333333333
tpc_h/q10 SSN sf10 sel0.01 qid0,baseline,CaseB:sparse_rp,15,True,0,0,3280.0883360905573,6885.358626022935,3464.0757630113512,0.0,6.103515625e-05,0.02471923828125,56,3058.2673558342503,4374.735543701681,2.5003281565351725,1.0
tpc_h/q10 SSN sf10 sel0.01 qid0,baseline,CaseB:zorder_morton,15,True,0,0,3442.429813090712,6885.358626022935,3751.2225200189278,0.0,6.103515625e-05,0.02471923828125,52,2798.2178032576726,4352.081101463021,2.0924024856927064,1.0
tpc_h/q10 SSN sf10 sel0.01 qid0,baseline,oracle,15,True,0,0,3461.777700926177,6885.358626022935,3382.7332069631666,0.0,6.103515625e-05,0.02471923828125,47,3110.0734924102044,4649.933015425534,2.3275110733062196,1.0
tpc_h/q10 SSN sf10 sel0.1 qid0,B1,CaseB:chao_weighted,15,True,0,0,-734.7451290115714,8413.130601053126,8869.244112982415,34.0,0.15142822265625,1.0,42,-1149.1356930604281,205.24301058845487,-0.3302526027095497,-0.43333333333333335
tpc_h/q10 SSN sf10 sel0.1 qid0,B1,CaseB:cum_sqrtf,15,True,0,0,191.45969697274268,8413.130601053126,8583.509030984715,53.0,0.7197265625,1.0,263,-864.1806059542189,1103.2719338778404,0.07148682223743194,0.11666666666666667
tpc_h/q10 SSN sf10 sel0.1 qid0,B1,CaseB:hilbert_real,15,True,0,0,1332.18778797891,8413.130601053126,7552.349385921843,27.0,0.063720703125,1.0,19,-222.20877678715624,2027.6090133207617,0.3908518229549499,0.55
tpc_h/q10 SSN sf10 sel0.1 qid0,B1,CaseB:hyperloglog,15,True,0,0,-34.239704022184014,8413.130601053126,8530.671234009787,59.0,0.97796630859375,1.0,355,-1669.36026628265,678.1856775066491,-0.13723604939814904,-0.016666666666666666
tpc_h/q10 SSN sf10 sel0.1 qid0,B1,CaseB:ica_fastica,15,True,0,0,947.507468983531,8413.130601053126,7293.7050180044025,11.0,0.00335693359375,1.0,1,636.7103579766506,2263.0394659309723,0.8146956518992601,0.8166666666666667
tpc_h/q10 SSN sf10 sel0.1 qid0,B1,CaseB:lavallee_hidiroglou,15,True,0,0,481.09344206750393,8413.130601053126,7922.4112869706005,40.0,0.27685546875,1.0,83,-518.7575562666946,1376.4305288127312,0.2274868533822061,0.3333333333333333
tpc_h/q10 SSN sf10 sel0.1 qid0,B1,CaseB:mhist2,15,True,0,0,1618.526361999102,8413.130601053126,7380.855647963472,18.0,0.01507568359375,1.0,7,451.6411051249209,2190.1004134615246,0.7267701821858586,0.7
tpc_h/q10 SSN sf10 sel0.1 qid0,B1,CaseB:pca1d,15,True,0,0,964.8158469935879,8413.130601053126,7594.516078941524,21.0,0.02557373046875,1.0,11,395.8189034621076,2387.921433363226,0.5971814119851439,0.65
tpc_h/q10 SSN sf10 sel0.1 qid0,B1,CaseB:rabitq_strat,15,True,0,0,1080.0750949420035,8413.130601053126,7145.244464976713,16.0,0.01025390625,1.0,4,512.5872459377084,2502.331294080941,0.7008511962454996,0.7333333333333333
tpc_h/q10 SSN sf10 sel0.1 qid0,B1,CaseB:rsvd,15,True,0,0,854.8120178747922,8413.130601053126,7837.2502899728715,14.0,0.0067138671875,1.0,3,414.74018002006534,1636.8911361314047,0.7761646969810343,0.7666666666666667
tpc_h/q10 SSN sf10 sel0.1 qid0,B1,CaseB:skilling_hilbert,15,True,0,0,3.690115991048515,8413.130601053126,8818.529139040038,53.0,0.7197265625,1.0,262,-1118.7748700698528,919.8097179137399,-0.06448116443886848,-0.11666666666666667
tpc_h/q10 SSN sf10 sel0.1 qid0,B1,CaseB:sparse_rp,15,True,0,0,37.24038694053888,8413.130601053126,8316.297577926889,56.0,0.846923828125,1.0,315,-649.3421639406976,1113.1477915010566,0.09901514809210657,0.06666666666666667
tpc_h/q10 SSN sf10 sel0.1 qid0,B1,CaseB:zorder_morton,15,True,0,0,438.03055491298437,8413.130601053126,8010.732989991084,41.0,0.30279541015625,1.0,96,-1345.6689772232978,1031.5465381233157,-0.006408893150608813,0.31666666666666665
tpc_h/q10 SSN sf10 sel0.1 qid0,B1,oracle,15,True,0,0,681.4260049723089,8413.130601053126,8148.997319047339,34.0,0.15142822265625,1.0,41,-713.8113995773407,1743.5084447994207,0.19088889154578584,0.43333333333333335
tpc_h/q10 SSN sf10 sel0.1 qid0,baseline,B1,15,True,0,0,-685.9221799531952,8233.42106398195,8413.130601053126,36.0,0.1876220703125,1.0,324,-1497.653652652128,366.6561692361323,-0.2941347277294272,-0.4
tpc_h/q10 SSN sf10 sel0.1 qid0,baseline,CaseB:chao_weighted,15,True,0,0,-1485.5625110212713,8233.42106398195,8869.244112982415,22.0,0.0301513671875,1.0,299,-1889.843643612112,-258.20661681588,-0.6180430218469076,-0.6333333333333333
tpc_h/q10 SSN sf10 sel0.1 qid0,baseline,CaseB:cum_sqrtf,15,True,0,0,-382.02877808362246,8233.42106398195,8583.509030984715,40.0,0.27685546875,1.0,336,-1142.4678315920755,194.88363098935173,-0.3087757765504159,-0.3333333333333333
tpc_h/q10 SSN sf10 sel0.1 qid0,baseline,CaseB:hilbert_real,15,True,0,0,-8.184576989151537,8233.42106398195,7552.349385921843,51.0,0.638671875,1.0,369,-461.82345506929175,1256.9097944948583,0.20024944235006606,0.15
tpc_h/q10 SSN sf10 sel0.1 qid0,baseline,CaseB:hyperloglog,15,True,0,0,-1279.8916490282863,8233.42106398195,8530.671234009787,19.0,0.01806640625,1.0,294,-1620.8525231337019,-263.17078697475773,-0.6695670691246265,-0.6833333333333333
tpc_h/q10 SSN sf10 sel0.1 qid0,baseline,CaseB:ica_fastica,15,True,0,0,1061.094488017261,8233.42106398195,7293.7050180044025,34.0,0.15142822265625,1.0,319,-71.8850731345204,1772.402581393834,0.4153537027156772,0.43333333333333335
tpc_h/q10 SSN sf10 sel0.1 qid0,baseline,CaseB:lavallee_hidiroglou,15,True,0,0,-357.8515970148146,8233.42106398195,7922.4112869706005,47.0,0.48870849609375,1.0,353,-835.4844237743722,631.1511489972082,-0.08725074500079814,-0.21666666666666667
tpc_h/q10 SSN sf10 sel0.1 qid0,baseline,CaseB:mhist2,15,True,0,0,465.95816302578896,8233.42106398195,7380.855647963472,22.0,0.0301513671875,1.0,300,159.5111862195578,1357.6706490097179,0.5831708528904116,0.6333333333333333
tpc_h/q10 SSN sf10 sel0.1 qid0,baseline,CaseB:pca1d,15,True,0,0,342.64763491228223,8233.42106398195,7594.516078941524,35.0,0.1688232421875,1.0,322,-43.74132218731878,1548.4004452001907,0.4183249731113447,0.4166666666666667
tpc_h/q10 SSN sf10 sel0.1 qid0,baseline,CaseB:rabitq_strat,15,True,0,0,990.5121660558507,8233.42106398195,7145.244464976713,35.0,0.1688232421875,1.0,323,-145.17049869464245,2037.3739615620186,0.38874630017407735,0.4166666666666667
tpc_h/q10 SSN sf10 sel0.1 qid0,baseline,CaseB:rsvd,15,True,0,0,238.32641413901,8233.42106398195,7837.2502899728715,47.0,0.48870849609375,1.0,354,-395.9172183067615,1347.8048752155153,0.22516909905243515,0.21666666666666667
tpc_h/q10 SSN sf10 sel0.1 qid0,baseline,CaseB:skilling_hilbert,15,True,0,0,-585.1080750580877,8233.42106398195,8818.529139040038,32.0,0.12054443359375,1.0,317,-1543.875418630584,55.74948985769708,-0.44683200069245615,-0.4666666666666667
tpc_h/q10 SSN sf10 sel0.1 qid0,baseline,CaseB:sparse_rp,15,True,0,0,-622.827869025059,8233.42106398195,8316.297577926889,45.0,0.42120361328125,1.0,344,-1324.0579400783947,453.0252061594122,-0.22504376666750517,-0.25
tpc_h/q10 SSN sf10 sel0.1 qid0,baseline,CaseB:zorder_morton,15,True,0,0,-589.359718025662,8233.42106398195,8010.732989991084,36.0,0.1876220703125,1.0,325,-1425.9793284890475,131.0761778328248,-0.37355534944440594,-0.4
tpc_h/q10 SSN sf10 sel0.1 qid0,baseline,oracle,15,True,0,0,-130.92131807934493,8233.42106398195,8148.997319047339,56.0,0.846923828125,1.0,388,-878.4487213737641,724.2567946358272,-0.047100304107184604,-0.06666666666666667
tpc_h/q10 YFCC sf10 sel0.001 qid0,B1,CaseB:chao_weighted,15,True,0,0,79.62978701107204,1591.7589450255036,1546.4724299963564,38.0,0.22930908203125,1.0,66,-158.50732881459408,780.0467547830581,0.23756418028256493,0.36666666666666664
tpc_h/q10 YFCC sf10 sel0.001 qid0,B1,CaseB:cum_sqrtf,15,True,0,0,9.630753076635301,1591.7589450255036,1881.009029923007,58.0,0.93408203125,1.0,344,-439.7715846068847,239.16079625778363,-0.08587224228948727,0.03333333333333333
tpc_h/q10 YFCC sf10 sel0.001 qid0,B1,CaseB:hilbert_real,15,True,0,0,-282.90880494751036,1591.7589450255036,1879.2437430238351,28.0,0.072998046875,1.0,23,-1101.6609804289571,11.44549341658845,-0.4282639724886706,-0.5333333333333333
tpc_h/q10 YFCC sf10 sel0.001 qid0,B1,CaseB:hyperloglog,15,True,0,0,86.62887196987867,1591.7589450255036,1538.7026789830998,44.0,0.389404296875,1.0,133,-147.1859102936772,344.1169864129424,0.16132891846203384,0.26666666666666666
tpc_h/q10 YFCC sf10 sel0.001 qid0,B1,CaseB:ica_fastica,15,True,0,0,-110.59566598851234,1591.7589450255036,1702.354611014016,53.0,0.7197265625,1.0,264,-368.45591390369617,775.3062024045112,0.10441513696562324,-0.11666666666666667
tpc_h/q10 YFCC sf10 sel0.001 qid0,B1,CaseB:lavallee_hidiroglou,15,True,0,0,102.29484806768596,1591.7589450255036,1586.3645020872355,46.0,0.45428466796875,1.0,159,-51.93873596532891,850.0492580174853,0.31661539258269866,0.23333333333333334
tpc_h/q10 YFCC sf10 sel0.001 qid0,B1,CaseB:mhist2,15,True,0,0,41.458235937170684,1591.7589450255036,1768.789510941133,57.0,0.890380859375,1.0,333,-228.89251455354193,420.74178673617934,0.10908460384505754,0.05
tpc_h/q10 YFCC sf10 sel0.001 qid0,B1,CaseB:pca1d,15,True,0,0,7.837124983780086,1591.7589450255036,1537.9699090262875,59.0,0.97796630859375,1.0,356,-382.0387267571641,413.6936232509712,0.03451033780066005,0.016666666666666666
tpc_h/q10 YFCC sf10 sel0.001 qid0,B1,CaseB:rabitq_strat,15,True,0,0,86.25195000786334,1591.7589450255036,1605.8320390293375,42.0,0.33026123046875,1.0,107,-33.695189507949785,309.96066573405784,0.3510238102597821,0.3
tpc_h/q10 YFCC sf10 sel0.001 qid0,B1,CaseB:rsvd,15,True,0,0,81.39329706318676,1591.7589450255036,1478.803674923256,46.0,0.45428466796875,1.0,160,-185.4449211553826,811.3168832599574,0.2092305202452565,0.23333333333333334
tpc_h/q10 YFCC sf10 sel0.001 qid0,B1,CaseB:skilling_hilbert,15,True,0,0,120.49859308172017,1591.7589450255036,1455.0008649239317,45.0,0.42120361328125,1.0,146,-283.12135336241533,899.6823639036544,0.19820543894984557,0.25
tpc_h/q10 YFCC sf10 sel0.001 qid0,B1,CaseB:sparse_rp,15,True,0,0,30.020407983101904,1591.7589450255036,1511.8229220388457,39.0,0.25238037109375,1.0,75,-95.61651964380872,506.59160089290936,0.28707667665883413,0.35
tpc_h/q10 YFCC sf10 sel0.001 qid0,B1,CaseB:zorder_morton,15,True,0,0,-19.84217402059585,1591.7589450255036,1626.6665919683874,57.0,0.890380859375,1.0,332,-496.1321543973948,365.95139492555313,-0.09385751381350127,-0.05
tpc_h/q10 YFCC sf10 sel0.001 qid0,B1,oracle,15,True,0,0,66.88953202683479,1591.7589450255036,1591.6268510045484,51.0,0.638671875,1.0,227,-175.5325113341678,874.4823029967175,0.2470795002308248,0.15
tpc_h/q10 YFCC sf10 sel0.001 qid0,baseline,B1,15,True,0,0,5225.2587410621345,7041.577691095881,1591.7589450255036,0.0,6.103515625e-05,0.02471923828125,59,4766.385991369607,7597.634832995633,1.996211356183191,1.0
tpc_h/q10 YFCC sf10 sel0.001 qid0,baseline,CaseB:chao_weighted,15,True,0,0,5475.331743014976,7041.577691095881,1546.4724299963564,0.0,6.103515625e-05,0.02471923828125,63,4726.818441960495,8282.859905355725,1.6779033634057658,1.0
tpc_h/q10 YFCC sf10 sel0.001 qid0,baseline,CaseB:cum_sqrtf,15,True,0,0,5116.496317088604,7041.577691095881,1881.009029923007,0.0,6.103515625e-05,0.02471923828125,68,4581.93300131883,7695.3953172064685,1.81852238149679,1.0
tpc_h/q10 YFCC sf10 sel0.001 qid0,baseline,CaseB:hilbert_real,15,True,0,0,4972.788193030283,7041.577691095881,1879.2437430238351,0.0,6.103515625e-05,0.02471923828125,61,4278.224859658124,6923.212823510209,1.9952859302904136,1.0
tpc_h/q10 YFCC sf10 sel0.001 qid0,baseline,CaseB:hyperloglog,15,True,0,0,5377.495933906175,7041.577691095881,1538.7026789830998,0.0,6.103515625e-05,0.02471923828125,67,4913.6902238577995,7638.102089608629,2.077874145696552,1.0
tpc_h/q10 YFCC sf10 sel0.001 qid0,baseline,CaseB:ica_fastica,15,True,0,0,4898.6497150035575,7041.577691095881,1702.354611014016,0.0,6.103515625e-05,0.02471923828125,64,4764.308777782135,8038.024839627517,1.809411020876699,1.0
tpc_h/q10 YFCC sf10 sel0.001 qid0,baseline,CaseB:lavallee_hidiroglou,15,True,0,0,4959.401324042119,7041.577691095881,1586.3645020872355,0.0,6.103515625e-05,0.02471923828125,69,4855.874268285697,8319.108022364862,1.7256760459392015,1.0
tpc_h/q10 YFCC sf10 sel0.001 qid0,baseline,CaseB:mhist2,15,True,0,0,5059.410021058284,7041.577691095881,1768.789510941133,0.0,6.103515625e-05,0.02471923828125,72,4829.218285627237,7805.83025403825,1.9206065361026041,1.0
tpc_h/q10 YFCC sf10 sel0.001 qid0,baseline,CaseB:pca1d,15,True,0,0,5036.6076830541715,7041.577691095881,1537.9699090262875,0.0,6.103515625e-05,0.02471923828125,65,4670.433730093064,7796.566113979013,1.8341244764130429,1.0
tpc_h/q10 YFCC sf10 sel0.001 qid0,baseline,CaseB:rabitq_strat,15,True,0,0,5479.729212936945,7041.577691095881,1605.8320390293375,0.0,6.103515625e-05,0.02471923828125,73,4921.283163703629,7700.82190121485,2.0568036240297674,1.0
tpc_h/q10 YFCC sf10 sel0.001 qid0,baseline,CaseB:rsvd,15,True,0,0,5570.022175088525,7041.577691095881,1478.803674923256,0.0,6.103515625e-05,0.02471923828125,70,4701.892304142045,8297.597256229685,1.6100314955332318,1.0
tpc_h/q10 YFCC sf10 sel0.001 qid0,baseline,CaseB:skilling_hilbert,15,True,0,0,5025.6986169843,7041.577691095881,1455.0008649239317,0.0,6.103515625e-05,0.02471923828125,62,4733.699011075854,8286.138637971984,1.6270410343622195,1.0
tpc_h/q10 YFCC sf10 sel0.001 qid0,baseline,CaseB:sparse_rp,15,True,0,0,4927.238403935917,7041.577691095881,1511.8229220388457,0.0,6.103515625e-05,0.02471923828125,71,4920.54623400094,7884.748931077187,1.9563358504053292,1.0
tpc_h/q10 YFCC sf10 sel0.001 qid0,baseline,CaseB:zorder_morton,15,True,0,0,5297.137277084403,7041.577691095881,1626.6665919683874,0.0,6.103515625e-05,0.02471923828125,66,4641.89001742149,7579.491126297117,1.9377351179936173,1.0
tpc_h/q10 YFCC sf10 sel0.001 qid0,baseline,oracle,15,True,0,0,4903.344886028208,7041.577691095881,1591.6268510045484,0.0,6.103515625e-05,0.02471923828125,60,4847.462473347939,8297.741656429911,1.7450238003289609,1.0
tpc_h/q10 YFCC sf10 sel0.01 qid0,B1,CaseB:chao_weighted,15,True,0,0,-31.76646598149091,3803.3826840110123,3714.701140066609,51.0,0.638671875,1.0,228,-545.8394217209812,254.96062969167997,-0.1741829990299647,-0.15
tpc_h/q10 YFCC sf10 sel0.01 qid0,B1,CaseB:cum_sqrtf,15,True,0,0,19.021565094590187,3803.3826840110123,3672.883795108646,55.0,0.803955078125,1.0,303,-228.25101453112438,370.1521454631195,0.08193661534551772,0.08333333333333333
tpc_h/q10 YFCC sf10 sel0.01 qid0,B1,CaseB:hilbert_real,15,True,0,0,-284.08180305268615,3803.3826840110123,3773.209895938635,42.0,0.33026123046875,1.0,108,-695.7948374794796,365.29728896120355,-0.17228522552002687,-0.3
tpc_h/q10 YFCC sf10 sel0.01 qid0,B1,CaseB:hyperloglog,15,True,0,0,-479.70056906342506,3803.3826840110123,3998.026432003826,18.0,0.01507568359375,1.0,9,-682.2833823104156,-95.56606618318868,-0.6716959844173863,-0.7
