cell,anchor,variant,n_pairs,pairing_valid,anchor_n_timeout,variant_n_timeout,median_diff_ms,anchor_med_ms,variant_med_ms,w_stat,p_value,p_holm,holm_rank,ci_lo_ms,ci_hi_ms,hedges_g,rank_biserial
tpc_h/q10 YFCC sf10 sel0.01 qid0,B1,CaseB:ica_fastica,15,True,0,0,-600.2760019619018,3803.3826840110123,4792.342008091509,18.0,0.01507568359375,1.0,8,-1091.9711170135997,-226.5651273653689,-0.7053112949854046,-0.7
tpc_h/q10 YFCC sf10 sel0.01 qid0,B1,CaseB:lavallee_hidiroglou,15,True,0,0,-344.99508200678974,3803.3826840110123,4329.5932579785585,24.0,0.041259765625,1.0,13,-807.3137080820743,-80.98090081999545,-0.5643419869285009,-0.6
tpc_h/q10 YFCC sf10 sel0.01 qid0,B1,CaseB:mhist2,15,True,0,0,-469.58978299517184,3803.3826840110123,3715.6452279305086,41.0,0.30279541015625,1.0,97,-1970.3012375849842,112.85172596282784,-0.2889803415626055,-0.31666666666666665
tpc_h/q10 YFCC sf10 sel0.01 qid0,B1,CaseB:pca1d,15,True,0,0,-278.42695906292647,3803.3826840110123,4542.257200926542,13.0,0.00537109375,1.0,2,-753.1736031318239,-193.4152739159375,-0.764588925425902,-0.7833333333333333
tpc_h/q10 YFCC sf10 sel0.01 qid0,B1,CaseB:rabitq_strat,15,True,0,0,-176.27371789421886,3803.3826840110123,4375.0839460408315,37.0,0.207763671875,1.0,57,-810.7885154445345,17.930929155166112,-0.4299678253870739,-0.38333333333333336
tpc_h/q10 YFCC sf10 sel0.01 qid0,B1,CaseB:rsvd,15,True,0,0,111.88742495141923,3803.3826840110123,3980.369489057921,59.0,0.97796630859375,1.0,357,-542.1085332037183,546.4694792474618,-0.005012836953642127,0.016666666666666666
tpc_h/q10 YFCC sf10 sel0.01 qid0,B1,CaseB:skilling_hilbert,15,True,0,0,176.39911198057234,3803.3826840110123,3603.7565749138594,49.0,0.5614013671875,1.0,198,-413.45357504595694,474.2592667279918,0.03996408506724431,0.18333333333333332
tpc_h/q10 YFCC sf10 sel0.01 qid0,B1,CaseB:sparse_rp,15,True,0,0,-311.9765929877758,3803.3826840110123,3885.3914979845285,44.0,0.389404296875,1.0,134,-681.8489563443776,218.45477080321808,-0.24079281831962393,-0.26666666666666666
tpc_h/q10 YFCC sf10 sel0.01 qid0,B1,CaseB:zorder_morton,15,True,0,0,-230.7524010539055,3803.3826840110123,3787.2819129843265,45.0,0.42120361328125,1.0,147,-677.838089466483,214.70334229156492,-0.24470548231044625,-0.25
tpc_h/q10 YFCC sf10 sel0.01 qid0,B1,oracle,15,True,0,0,-506.4177569001913,3803.3826840110123,4054.467795067467,43.0,0.359130859375,1.0,120,-902.8547681171525,298.56610242160923,-0.2295762754086797,-0.2833333333333333
tpc_h/q10 YFCC sf10 sel0.01 qid0,baseline,B1,15,True,0,0,3799.19881594833,7718.508127029054,3803.3826840110123,0.0,6.103515625e-05,0.02471923828125,74,3098.41481404379,4409.278676044001,2.604698636420425,1.0
tpc_h/q10 YFCC sf10 sel0.01 qid0,baseline,CaseB:chao_weighted,15,True,0,0,3327.895962051116,7718.508127029054,3714.701140066609,0.0,6.103515625e-05,0.02471923828125,78,2941.8872358915787,4257.685006666967,2.5084828285668164,1.0
tpc_h/q10 YFCC sf10 sel0.01 qid0,baseline,CaseB:cum_sqrtf,15,True,0,0,3694.5505930343643,7718.508127029054,3672.883795108646,0.0,6.103515625e-05,0.02471923828125,83,3105.6635280293026,4522.722582191734,2.4168303392797865,1.0
tpc_h/q10 YFCC sf10 sel0.01 qid0,baseline,CaseB:hilbert_real,15,True,0,0,3351.71066201292,7718.508127029054,3773.209895938635,0.0,6.103515625e-05,0.02471923828125,76,2806.9716432741066,4292.3680503216265,2.2031545820813223,1.0
tpc_h/q10 YFCC sf10 sel0.01 qid0,baseline,CaseB:hyperloglog,15,True,0,0,2881.2466008821502,7718.508127029054,3998.026432003826,0.0,6.103515625e-05,0.02471923828125,82,2658.4677513091206,4045.601761839545,2.2599452441229233,1.0
tpc_h/q10 YFCC sf10 sel0.01 qid0,baseline,CaseB:ica_fastica,15,True,0,0,3139.5080969668925,7718.508127029054,4792.342008091509,0.0,6.103515625e-05,0.02471923828125,79,2449.927141785156,3727.907003656534,2.241333174108726,1.0
tpc_h/q10 YFCC sf10 sel0.01 qid0,baseline,CaseB:lavallee_hidiroglou,15,True,0,0,2832.4534808052704,7718.508127029054,4329.5932579785585,0.0,6.103515625e-05,0.02471923828125,84,2564.172487227867,4077.7429046458556,2.0401287671603794,1.0
tpc_h/q10 YFCC sf10 sel0.01 qid0,baseline,CaseB:mhist2,15,True,0,0,3301.891019917093,7718.508127029054,3715.6452279305086,10.0,0.00262451171875,0.3831787109375,260,1805.925375871981,4009.7700042502643,1.2121777342297175,0.8333333333333334
tpc_h/q10 YFCC sf10 sel0.01 qid0,baseline,CaseB:pca1d,15,True,0,0,3168.8751720357686,7718.508127029054,4542.257200926542,0.0,6.103515625e-05,0.02471923828125,80,2629.3630763851493,3953.4686316932007,2.243092279631084,1.0
tpc_h/q10 YFCC sf10 sel0.01 qid0,baseline,CaseB:rabitq_strat,15,True,0,0,3304.8310299636796,7718.508127029054,4375.0839460408315,0.0,6.103515625e-05,0.02471923828125,87,2669.7345878071305,4060.7717909613466,2.281280876438322,1.0
tpc_h/q10 YFCC sf10 sel0.01 qid0,baseline,CaseB:rsvd,15,True,0,0,3368.155573029071,7718.508127029054,3980.369489057921,0.0,6.103515625e-05,0.02471923828125,85,3077.8569207546143,4392.770807886845,2.574979047346432,1.0
tpc_h/q10 YFCC sf10 sel0.01 qid0,baseline,CaseB:skilling_hilbert,15,True,0,0,3613.163930014707,7718.508127029054,3603.7565749138594,0.0,6.103515625e-05,0.02471923828125,77,2958.630235102222,4607.176686024177,2.0720300716342788,1.0
tpc_h/q10 YFCC sf10 sel0.01 qid0,baseline,CaseB:sparse_rp,15,True,0,0,3487.222222960554,7718.508127029054,3885.3914979845285,0.0,6.103515625e-05,0.02471923828125,86,2787.0951606098483,4293.179738051257,2.1718095658994896,1.0
tpc_h/q10 YFCC sf10 sel0.01 qid0,baseline,CaseB:zorder_morton,15,True,0,0,3039.212982985191,7718.508127029054,3787.2819129843265,0.0,6.103515625e-05,0.02471923828125,81,2729.586938327217,4363.479741355598,1.9788353825482417,1.0
tpc_h/q10 YFCC sf10 sel0.01 qid0,baseline,oracle,15,True,0,0,3602.3062369786203,7718.508127029054,4054.467795067467,0.0,6.103515625e-05,0.02471923828125,75,2573.255652578664,4327.709752126828,1.8703632271444819,1.0
tpc_h/q10 YFCC sf10 sel0.1 qid0,B1,CaseB:chao_weighted,15,True,0,0,98.8475379999727,8000.649068970233,7424.960528966039,51.0,0.638671875,1.0,229,-986.5434193865318,1229.0295936499022,0.07192636846458884,0.15
tpc_h/q10 YFCC sf10 sel0.1 qid0,B1,CaseB:cum_sqrtf,15,True,0,0,610.6148620601743,8000.649068970233,7324.869645060971,36.0,0.1876220703125,1.0,52,-145.99786312959623,1608.4143922904816,0.34668484823969986,0.4
tpc_h/q10 YFCC sf10 sel0.1 qid0,B1,CaseB:hilbert_real,15,True,0,0,271.8012370169163,8000.649068970233,7797.489420045167,52.0,0.67877197265625,1.0,239,-920.8413868339267,1360.4099520022273,0.058593114845140536,0.13333333333333333
tpc_h/q10 YFCC sf10 sel0.1 qid0,B1,CaseB:hyperloglog,15,True,0,0,-135.81381808035076,8000.649068970233,8070.853444980457,52.0,0.67877197265625,1.0,240,-1586.5340049756924,925.9809663563888,-0.09525158929421873,-0.13333333333333333
tpc_h/q10 YFCC sf10 sel0.1 qid0,B1,CaseB:ica_fastica,15,True,0,0,-311.8274840526283,8000.649068970233,8382.297420990653,46.0,0.45428466796875,1.0,161,-1672.0019139291253,487.1312675654181,-0.2354875713699738,-0.23333333333333334
tpc_h/q10 YFCC sf10 sel0.1 qid0,B1,CaseB:lavallee_hidiroglou,15,True,0,0,-472.99333405680954,8000.649068970233,8268.496511038393,56.0,0.846923828125,1.0,316,-1389.7378797150063,602.8187938420639,-0.1497944968774684,-0.06666666666666667
tpc_h/q10 YFCC sf10 sel0.1 qid0,B1,CaseB:mhist2,15,True,0,0,-348.40941708534956,8000.649068970233,8155.608150991611,52.0,0.67877197265625,1.0,241,-1242.6531534993167,874.8854648591553,-0.09034795257632153,-0.13333333333333333
tpc_h/q10 YFCC sf10 sel0.1 qid0,B1,CaseB:pca1d,15,True,0,0,-286.71117895282805,8000.649068970233,7982.360156951472,53.0,0.7197265625,1.0,265,-1041.8647647637408,490.82815972098604,-0.14779401826721794,-0.11666666666666667
tpc_h/q10 YFCC sf10 sel0.1 qid0,B1,CaseB:rabitq_strat,15,True,0,0,-1235.8845110284165,8000.649068970233,8501.20852899272,30.0,0.0946044921875,1.0,27,-1561.657914951599,340.54873423146364,-0.34323740630004235,-0.5
tpc_h/q10 YFCC sf10 sel0.1 qid0,B1,CaseB:rsvd,15,True,0,0,521.9331849366426,8000.649068970233,7296.576597029343,46.0,0.45428466796875,1.0,162,-330.52331875854486,1419.0094927116295,0.245636957229925,0.23333333333333334
tpc_h/q10 YFCC sf10 sel0.1 qid0,B1,CaseB:skilling_hilbert,15,True,0,0,567.8673940710723,8000.649068970233,7085.4191180551425,43.0,0.359130859375,1.0,121,-478.21321553686477,1380.7825525605585,0.21899610557918098,0.2833333333333333
tpc_h/q10 YFCC sf10 sel0.1 qid0,B1,CaseB:sparse_rp,15,True,0,0,735.4977639624849,8000.649068970233,7087.477578083053,48.0,0.52447509765625,1.0,186,-1487.6255473861238,1670.982042106916,0.05225132181775931,0.2
tpc_h/q10 YFCC sf10 sel0.1 qid0,B1,CaseB:zorder_morton,15,True,0,0,15.19219798501581,8000.649068970233,7371.585734072141,54.0,0.76153564453125,1.0,286,-590.5110881365059,1284.6997011220083,0.13005433806128716,0.1
tpc_h/q10 YFCC sf10 sel0.1 qid0,B1,oracle,15,True,0,0,815.7321290345863,8000.649068970233,6990.593048045412,42.0,0.33026123046875,1.0,109,-418.99878660818405,1969.8777395812792,0.28213642153935814,0.3
tpc_h/q10 YFCC sf10 sel0.1 qid0,baseline,B1,15,True,0,0,502.78053991496563,8290.199461975135,8000.649068970233,39.0,0.25238037109375,1.0,334,-215.61568921334887,838.911219066552,0.2961408483727053,0.35
tpc_h/q10 YFCC sf10 sel0.1 qid0,baseline,CaseB:chao_weighted,15,True,0,0,652.4631079519168,8290.199461975135,7424.960528966039,18.0,0.01507568359375,1.0,292,-417.83734492433723,1279.9387166973127,0.27897335285684444,0.7
tpc_h/q10 YFCC sf10 sel0.1 qid0,baseline,CaseB:cum_sqrtf,15,True,0,0,965.3298169141635,8290.199461975135,7324.869645060971,17.0,0.012451171875,1.0,289,334.563503821264,1678.6649532763597,0.698170066950791,0.7166666666666667
tpc_h/q10 YFCC sf10 sel0.1 qid0,baseline,CaseB:hilbert_real,15,True,0,0,655.946149956435,8290.199461975135,7797.489420045167,46.0,0.45428466796875,1.0,349,-475.53609650038806,1483.706504189176,0.2262626157111962,0.23333333333333334
tpc_h/q10 YFCC sf10 sel0.1 qid0,baseline,CaseB:hyperloglog,15,True,0,0,-87.24161004647613,8290.199461975135,8070.853444980457,54.0,0.76153564453125,1.0,379,-1047.6066444362125,1082.142009967355,0.03369475116473141,0.1
tpc_h/q10 YFCC sf10 sel0.1 qid0,baseline,CaseB:ica_fastica,15,True,0,0,-90.02324810717255,8290.199461975135,8382.297420990653,46.0,0.45428466796875,1.0,350,-1136.7246224962098,642.0510789297985,-0.10729692743532966,-0.23333333333333334
tpc_h/q10 YFCC sf10 sel0.1 qid0,baseline,CaseB:lavallee_hidiroglou,15,True,0,0,487.71527397911996,8290.199461975135,8268.496511038393,54.0,0.76153564453125,1.0,380,-941.9420299178454,855.8390532969497,0.009409075998180853,0.1
tpc_h/q10 YFCC sf10 sel0.1 qid0,baseline,CaseB:mhist2,15,True,0,0,90.14838899020106,8290.199461975135,8155.608150991611,50.0,0.5994873046875,1.0,364,-787.4106535105966,1041.3931229739678,0.06242605471441438,0.16666666666666666
tpc_h/q10 YFCC sf10 sel0.1 qid0,baseline,CaseB:pca1d,15,True,0,0,327.7464109705761,8290.199461975135,7982.360156951472,46.0,0.45428466796875,1.0,351,-519.1625965472,644.5925335574427,0.0743421036013242,0.23333333333333334
tpc_h/q10 YFCC sf10 sel0.1 qid0,baseline,CaseB:rabitq_strat,15,True,0,0,-924.0639349445701,8290.199461975135,8501.20852899272,27.0,0.063720703125,1.0,307,-1007.3726849370481,394.1662148258172,-0.23468747840314508,-0.55
tpc_h/q10 YFCC sf10 sel0.1 qid0,baseline,CaseB:rsvd,15,True,0,0,1064.2503818962723,8290.199461975135,7296.576597029343,30.0,0.0946044921875,1.0,312,55.345166059366115,1612.3128970357357,0.48203030050445844,0.5
tpc_h/q10 YFCC sf10 sel0.1 qid0,baseline,CaseB:skilling_hilbert,15,True,0,0,683.718268875964,8290.199461975135,7085.4191180551425,30.0,0.0946044921875,1.0,311,-44.411485984455794,1519.8369692725828,0.45726466302430235,0.5
tpc_h/q10 YFCC sf10 sel0.1 qid0,baseline,CaseB:sparse_rp,15,True,0,0,698.5096069984138,8290.199461975135,7087.477578083053,34.0,0.15142822265625,1.0,320,-986.5042849498179,1811.9026140725075,0.17228121385213283,0.43333333333333335
tpc_h/q10 YFCC sf10 sel0.1 qid0,baseline,CaseB:zorder_morton,15,True,0,0,585.7999341096729,8290.199461975135,7371.585734072141,37.0,0.207763671875,1.0,329,-185.16096368141007,1483.5472778735368,0.3513501340001806,0.38333333333333336
tpc_h/q10 YFCC sf10 sel0.1 qid0,baseline,oracle,15,True,0,0,660.2330339374021,8290.199461975135,6990.593048045412,30.0,0.0946044921875,1.0,310,106.14885678825279,2056.565318936482,0.5147706136617608,0.5
tpc_h/q12 SIFT sf10 sel0.001 qid0,B1,CaseB:chao_weighted,15,True,0,0,199.12608596496284,1434.8562400555238,1149.7211189707741,28.0,0.072998046875,1.0,24,66.25315734844966,346.9211491129439,0.65743212636082,0.5333333333333333
tpc_h/q12 SIFT sf10 sel0.001 qid0,B1,CaseB:cum_sqrtf,15,True,0,0,179.80650498066097,1434.8562400555238,1197.9644449893385,31.0,0.10699462890625,1.0,31,-14.344705320739497,582.0874909633613,0.36396482976920547,0.48333333333333334
tpc_h/q12 SIFT sf10 sel0.001 qid0,B1,CaseB:hilbert_real,15,True,0,0,148.89674307778478,1434.8562400555238,1181.119043030776,45.0,0.42120361328125,1.0,148,-413.95012219184235,518.6369404093901,0.05539348659246072,0.25
tpc_h/q12 SIFT sf10 sel0.001 qid0,B1,CaseB:hyperloglog,15,True,0,0,120.50057190936059,1434.8562400555238,1206.5856050467119,45.0,0.42120361328125,1.0,149,-462.7671404598126,492.91811675725813,0.03749635894090269,0.25
tpc_h/q12 SIFT sf10 sel0.001 qid0,B1,CaseB:ica_fastica,15,True,0,0,-0.8700069738551974,1434.8562400555238,1331.3205080339685,53.0,0.7197265625,1.0,266,-115.85966661766481,512.106524792422,0.2158783760721368,0.11666666666666667
tpc_h/q12 SIFT sf10 sel0.001 qid0,B1,CaseB:lavallee_hidiroglou,15,True,0,0,201.5235760482028,1434.8562400555238,1133.9844689937308,19.0,0.01806640625,1.0,10,61.3636682824775,635.7678385928739,0.4843911626715528,0.6833333333333333
tpc_h/q12 SIFT sf10 sel0.001 qid0,B1,CaseB:mhist2,15,True,0,0,110.53989001084119,1434.8562400555238,1229.860174935311,46.0,0.45428466796875,1.0,163,-463.6851503116001,501.4487233113807,0.010002350401898294,0.23333333333333334
tpc_h/q12 SIFT sf10 sel0.001 qid0,B1,CaseB:pca1d,15,True,0,0,121.5420519001782,1434.8562400555238,1166.5448989951983,28.0,0.072998046875,1.0,25,19.386395289329815,586.0083672955321,0.41928381561734396,0.5333333333333333
tpc_h/q12 SIFT sf10 sel0.001 qid0,B1,CaseB:rabitq_strat,15,True,0,0,108.08695096056908,1434.8562400555238,1242.9352310718969,47.0,0.48870849609375,1.0,177,-538.359553378929,189.82489897675498,-0.12472992823734803,0.21666666666666667
tpc_h/q12 SIFT sf10 sel0.001 qid0,B1,CaseB:rsvd,15,True,0,0,195.28196996543556,1434.8562400555238,1117.754383943975,16.0,0.01025390625,1.0,5,101.21414430226044,578.7977593279599,0.5648704006335106,0.7333333333333333
tpc_h/q12 SIFT sf10 sel0.001 qid0,B1,CaseB:skilling_hilbert,15,True,0,0,87.69482804927975,1434.8562400555238,1278.6085919942707,44.0,0.389404296875,1.0,135,-84.85801277197122,528.7845053700341,0.2865463835776413,0.26666666666666666
tpc_h/q12 SIFT sf10 sel0.001 qid0,B1,CaseB:sparse_rp,15,True,0,0,61.9247630238533,1434.8562400555238,1408.0136549891904,49.0,0.5614013671875,1.0,199,-288.9079455072836,508.24597071021896,0.0902324642683043,0.18333333333333332
tpc_h/q12 SIFT sf10 sel0.001 qid0,B1,CaseB:zorder_morton,15,True,0,0,182.30656499508768,1434.8562400555238,1152.8314959723502,42.0,0.33026123046875,1.0,110,-61.57720415678341,575.3310730494557,0.31610186738832996,0.3
tpc_h/q12 SIFT sf10 sel0.001 qid0,B1,oracle,15,True,0,0,146.44598308950663,1434.8562400555238,1154.49763298966,33.0,0.1353759765625,1.0,38,7.565547989603753,616.8663935283739,0.40123403596682633,0.45
tpc_h/q12 SIFT sf10 sel0.001 qid0,baseline,B1,15,True,0,0,4942.390911048278,6353.867406025529,1434.8562400555238,0.0,6.103515625e-05,0.02471923828125,88,4825.81830553109,7222.94215574259,2.1862061057065176,1.0
tpc_h/q12 SIFT sf10 sel0.001 qid0,baseline,CaseB:chao_weighted,15,True,0,0,5245.922926929779,6353.867406025529,1149.7211189707741,0.0,6.103515625e-05,0.02471923828125,92,4957.040207047248,7532.384118209398,2.099304306142903,1.0
tpc_h/q12 SIFT sf10 sel0.001 qid0,baseline,CaseB:cum_sqrtf,15,True,0,0,5162.65709802974,6353.867406025529,1197.9644449893385,0.0,6.103515625e-05,0.02471923828125,97,4903.876526442861,7732.603899478563,1.8891831532145806,1.0
tpc_h/q12 SIFT sf10 sel0.001 qid0,baseline,CaseB:hilbert_real,15,True,0,0,5117.1482290374115,6353.867406025529,1181.119043030776,0.0,6.103515625e-05,0.02471923828125,90,4620.178180536022,7596.54644891154,1.775786681180304,1.0
tpc_h/q12 SIFT sf10 sel0.001 qid0,baseline,CaseB:hyperloglog,15,True,0,0,5227.113861008547,6353.867406025529,1206.5856050467119,0.0,6.103515625e-05,0.02471923828125,96,4544.298298515302,7661.917901148748,1.7338688429173732,1.0
tpc_h/q12 SIFT sf10 sel0.001 qid0,baseline,CaseB:ica_fastica,15,True,0,0,5180.670063011348,6353.867406025529,1331.3205080339685,0.0,6.103515625e-05,0.02471923828125,93,4768.875820372874,7695.772493745123,1.823084669545527,1.0
tpc_h/q12 SIFT sf10 sel0.001 qid0,baseline,CaseB:lavallee_hidiroglou,15,True,0,0,5197.714327950962,6353.867406025529,1133.9844689937308,0.0,6.103515625e-05,0.02471923828125,98,4961.00403753963,7821.307611074103,1.9028239498072559,1.0
tpc_h/q12 SIFT sf10 sel0.001 qid0,baseline,CaseB:mhist2,15,True,0,0,5108.704557991587,6353.867406025529,1229.860174935311,0.0,6.103515625e-05,0.02471923828125,101,4530.211004014903,7693.575639664582,1.6965318806158742,1.0
tpc_h/q12 SIFT sf10 sel0.001 qid0,baseline,CaseB:pca1d,15,True,0,0,5156.738183926791,6353.867406025529,1166.5448989951983,0.0,6.103515625e-05,0.02471923828125,94,4934.278147340908,7743.876080622237,1.909089328768415,1.0
tpc_h/q12 SIFT sf10 sel0.001 qid0,baseline,CaseB:rabitq_strat,15,True,0,0,5103.880613925867,6353.867406025529,1242.9352310718969,0.0,6.103515625e-05,0.02471923828125,102,4567.723549271662,7189.3601956575485,2.0308455695329193,1.0
tpc_h/q12 SIFT sf10 sel0.001 qid0,baseline,CaseB:rsvd,15,True,0,0,5248.28556808643,6353.867406025529,1117.754383943975,0.0,6.103515625e-05,0.02471923828125,99,5026.427194572946,7721.664584568158,1.9797405224925486,1.0
tpc_h/q12 SIFT sf10 sel0.001 qid0,baseline,CaseB:skilling_hilbert,15,True,0,0,4866.556890890934,6353.867406025529,1278.6085919942707,0.0,6.103515625e-05,0.02471923828125,91,4844.495306237368,7680.393880595025,1.8849197462219378,1.0
tpc_h/q12 SIFT sf10 sel0.001 qid0,baseline,CaseB:sparse_rp,15,True,0,0,5074.336598976515,6353.867406025529,1408.0136549891904,0.0,6.103515625e-05,0.02471923828125,100,4701.9593324977905,7660.643667373803,1.7808270589381259,1.0
tpc_h/q12 SIFT sf10 sel0.001 qid0,baseline,CaseB:zorder_morton,15,True,0,0,5083.293864969164,6353.867406025529,1152.8314959723502,0.0,6.103515625e-05,0.02471923828125,95,4887.211737249358,7733.02775146614,1.8832185686150722,1.0
tpc_h/q12 SIFT sf10 sel0.001 qid0,baseline,oracle,15,True,0,0,5184.53424598556,6353.867406025529,1154.49763298966,0.0,6.103515625e-05,0.02471923828125,89,4910.081829961079,7794.107687515593,1.8855158313354121,1.0
tpc_h/q12 SIFT sf10 sel0.01 qid0,B1,CaseB:chao_weighted,15,True,0,0,72.76233495213091,2671.4890439761803,2685.8725340571254,41.0,0.30279541015625,1.0,98,-202.9623897530837,456.34771849339194,0.18202529153696284,0.31666666666666665
tpc_h/q12 SIFT sf10 sel0.01 qid0,B1,CaseB:cum_sqrtf,15,True,0,0,168.60674798954278,2671.4890439761803,3169.6531039197,58.0,0.93408203125,1.0,345,-404.85129643580876,305.430903811163,-0.05334195077037619,0.03333333333333333
tpc_h/q12 SIFT sf10 sel0.01 qid0,B1,CaseB:hilbert_real,15,True,0,0,-526.0186889208853,2671.4890439761803,3638.1429630564526,26.0,0.05535888671875,1.0,18,-964.2893858345149,-100.13064864945291,-0.5838763959515588,-0.5666666666666667
tpc_h/q12 SIFT sf10 sel0.01 qid0,B1,CaseB:hyperloglog,15,True,0,0,-387.86854199133813,2671.4890439761803,3405.2544930018485,42.0,0.33026123046875,1.0,111,-633.6494163625564,293.044883739009,-0.19411900981790275,-0.3
tpc_h/q12 SIFT sf10 sel0.01 qid0,B1,CaseB:ica_fastica,15,True,0,0,-208.83705106098205,2671.4890439761803,3403.4312999574468,35.0,0.1688232421875,1.0,46,-653.7998760902944,80.15257963580835,-0.36198168997941155,-0.4166666666666667
tpc_h/q12 SIFT sf10 sel0.01 qid0,B1,CaseB:lavallee_hidiroglou,15,True,0,0,106.21524008456618,2671.4890439761803,3097.657948033884,54.0,0.76153564453125,1.0,287,-398.1839921756182,302.9245574341616,-0.05867388545895293,-0.1
tpc_h/q12 SIFT sf10 sel0.01 qid0,B1,CaseB:mhist2,15,True,0,0,-382.989760953933,2671.4890439761803,3272.301641991362,47.0,0.48870849609375,1.0,178,-614.3906158249592,237.46991724745953,-0.20103174902743123,-0.21666666666666667
tpc_h/q12 SIFT sf10 sel0.01 qid0,B1,CaseB:pca1d,15,True,0,0,-55.77569792512804,2671.4890439761803,3355.3681920748204,51.0,0.638671875,1.0,230,-696.1143026869588,370.2014913134429,-0.13823113492480535,-0.15
tpc_h/q12 SIFT sf10 sel0.01 qid0,B1,CaseB:rabitq_strat,15,True,0,0,-182.54769500344992,2671.4890439761803,2943.12801794149,52.0,0.67877197265625,1.0,242,-428.9288831440111,351.82619060350873,-0.033098495390396956,-0.13333333333333333
tpc_h/q12 SIFT sf10 sel0.01 qid0,B1,CaseB:rsvd,15,True,0,0,-268.75594398006797,2671.4890439761803,3359.238874982111,32.0,0.12054443359375,1.0,35,-668.5277900047367,8.943231721059247,-0.4327704917362591,-0.4666666666666667
tpc_h/q12 SIFT sf10 sel0.01 qid0,B1,CaseB:skilling_hilbert,15,True,0,0,-326.667059911415,2671.4890439761803,3084.6409269142896,49.0,0.5614013671875,1.0,200,-575.7164703253269,265.9582207452813,-0.16683391463756544,-0.18333333333333332
tpc_h/q12 SIFT sf10 sel0.01 qid0,B1,CaseB:sparse_rp,15,True,0,0,77.03904097434133,2671.4890439761803,3288.6848530033603,59.0,0.97796630859375,1.0,358,-471.2427169556031,421.6326652905744,-0.005028111472199188,-0.016666666666666666
tpc_h/q12 SIFT sf10 sel0.01 qid0,B1,CaseB:zorder_morton,15,True,0,0,-271.77266497164965,2671.4890439761803,3429.7584110172465,40.0,0.27685546875,1.0,84,-835.9251278074225,125.69884675884693,-0.3133579382594329,-0.3333333333333333
tpc_h/q12 SIFT sf10 sel0.01 qid0,B1,oracle,15,True,0,0,202.86350010428578,2671.4890439761803,3341.20730496943,56.0,0.846923828125,1.0,317,-460.546255838708,395.14750304961706,-0.02705182365629734,-0.06666666666666667
tpc_h/q12 SIFT sf10 sel0.01 qid0,baseline,B1,15,True,0,0,4407.481394009665,7607.608624966815,2671.4890439761803,0.0,6.103515625e-05,0.02471923828125,103,3824.3094848461137,4639.415461326134,4.8533706300892865,1.0
tpc_h/q12 SIFT sf10 sel0.01 qid0,baseline,CaseB:chao_weighted,15,True,0,0,4638.621667982079,7607.608624966815,2685.8725340571254,0.0,6.103515625e-05,0.02471923828125,107,3877.953300307854,4849.301086019259,3.9290427046649725,1.0
tpc_h/q12 SIFT sf10 sel0.01 qid0,baseline,CaseB:cum_sqrtf,15,True,0,0,4322.66536494717,7607.608624966815,3169.6531039197,0.0,6.103515625e-05,0.02471923828125,112,3677.520537167826,4673.57880551756,3.7735727061284843,1.0
tpc_h/q12 SIFT sf10 sel0.01 qid0,baseline,CaseB:hilbert_real,15,True,0,0,3850.8269648300484,7607.608624966815,3638.1429630564526,0.0,6.103515625e-05,0.02471923828125,105,3237.165930522606,4166.878566523858,3.631124403622117,1.0
tpc_h/q12 SIFT sf10 sel0.01 qid0,baseline,CaseB:hyperloglog,15,True,0,0,4123.361010104418,7607.608624966815,3405.2544930018485,0.0,6.103515625e-05,0.02471923828125,111,3609.736927693399,4491.622459720044,4.119638693835037,1.0
tpc_h/q12 SIFT sf10 sel0.01 qid0,baseline,CaseB:ica_fastica,15,True,0,0,4002.9082890832797,7607.608624966815,3403.4312999574468,0.0,6.103515625e-05,0.02471923828125,108,3614.5743312292807,4344.833961079907,4.958077179381071,1.0
tpc_h/q12 SIFT sf10 sel0.01 qid0,baseline,CaseB:lavallee_hidiroglou,15,True,0,0,4063.538189046085,7607.608624966815,3097.657948033884,0.0,6.103515625e-05,0.02471923828125,113,3841.5249666744303,4589.325028129387,4.8825894206778475,1.0
tpc_h/q12 SIFT sf10 sel0.01 qid0,baseline,CaseB:mhist2,15,True,0,0,3953.422572114505,7607.608624966815,3272.301641991362,0.0,6.103515625e-05,0.02471923828125,116,3622.678677031072,4513.795429131521,4.2456174142955145,1.0
tpc_h/q12 SIFT sf10 sel0.01 qid0,baseline,CaseB:pca1d,15,True,0,0,4252.240432891995,7607.608624966815,3355.3681920748204,0.0,6.103515625e-05,0.02471923828125,109,3504.7921878285706,4680.400427886245,3.194315379261387,1.0
tpc_h/q12 SIFT sf10 sel0.01 qid0,baseline,CaseB:rabitq_strat,15,True,0,0,4344.388848985545,7607.608624966815,2943.12801794149,0.0,6.103515625e-05,0.02471923828125,117,3669.6270876329313,4709.478196542865,3.695648518164695,1.0
tpc_h/q12 SIFT sf10 sel0.01 qid0,baseline,CaseB:rsvd,15,True,0,0,4187.230640905909,7607.608624966815,3359.238874982111,0.0,6.103515625e-05,0.02471923828125,114,3400.9555361258876,4338.740873529654,3.724307289095657,1.0
tpc_h/q12 SIFT sf10 sel0.01 qid0,baseline,CaseB:skilling_hilbert,15,True,0,0,4511.322185979225,7607.608624966815,3084.6409269142896,0.0,6.103515625e-05,0.02471923828125,106,3509.9126544152386,4639.276226402144,3.2367432256193283,1.0
