cell,anchor,variant,n_pairs,median_diff_ms,anchor_med_ms,variant_med_ms,w_stat,p_value,p_holm,holm_rank,ci_lo_ms,ci_hi_ms,hedges_g,cliffs_delta
tpc_h/q10 DEEP sf10 sel0.001 qid0,B1,CaseB:chao_weighted,15,9.260801132768393,1046.807202976197,1043.890916975215,59.0,0.97796630859375,1.0,160,-64.67772105301265,47.322293751446175,-0.06160621940748436,0.06666666666666667
tpc_h/q10 DEEP sf10 sel0.001 qid0,B1,CaseB:cum_sqrtf,15,-7.567371008917689,1046.807202976197,1056.8064410472289,35.0,0.1688232421875,1.0,58,-123.84548271113697,-10.718639798384784,-0.5063153460911727,-0.3333333333333333
tpc_h/q10 DEEP sf10 sel0.001 qid0,B1,CaseB:hilbert_real,15,-8.658108999952674,1046.807202976197,1039.1740310005844,44.0,0.389404296875,1.0,80,-86.55948556649189,35.261572216404566,-0.17375368688631318,-0.2
tpc_h/q10 DEEP sf10 sel0.001 qid0,B1,CaseB:hyperloglog,15,3.3803440164774656,1046.807202976197,1047.5559729384258,52.0,0.67877197265625,1.0,123,-55.62050110214235,22.281763031108603,-0.09833218843453136,0.06666666666666667
tpc_h/q10 DEEP sf10 sel0.001 qid0,B1,CaseB:ica_fastica,15,10.88732189964503,1046.807202976197,1047.7818120270967,56.0,0.846923828125,1.0,144,-62.37671516602859,8.088755632052191,-0.2910219443032081,0.2
tpc_h/q10 DEEP sf10 sel0.001 qid0,B1,CaseB:lavallee_hidiroglou,15,5.101411021314561,1046.807202976197,1031.0803590109572,36.0,0.1876220703125,1.0,60,-10.812561173224822,87.23558177628236,0.3208832815938481,0.2
tpc_h/q10 DEEP sf10 sel0.001 qid0,B1,CaseB:mhist2,15,-8.073600009083748,1046.807202976197,1059.646576992236,38.0,0.22930908203125,1.0,65,-72.83701976256756,48.46901559775384,-0.10888595458098835,-0.3333333333333333
tpc_h/q10 DEEP sf10 sel0.001 qid0,B1,CaseB:pca1d,15,-10.442550061270595,1046.807202976197,1050.5186839727685,46.0,0.45428466796875,1.0,85,-73.36350834521,48.35426594382916,-0.0884690409096773,-0.3333333333333333
tpc_h/q10 DEEP sf10 sel0.001 qid0,B1,CaseB:rabitq_strat,15,10.705142049118876,1046.807202976197,1038.999966927804,30.0,0.0946044921875,1.0,43,-10.745261708119264,82.68970626445176,0.2983713240615199,0.2
tpc_h/q10 DEEP sf10 sel0.001 qid0,B1,CaseB:rsvd,15,-7.009224849753082,1046.807202976197,1046.6102509526536,49.0,0.5614013671875,1.0,102,-61.82733606857558,22.627377116004933,-0.15746996942827785,-0.06666666666666667
tpc_h/q10 DEEP sf10 sel0.001 qid0,B1,CaseB:skilling_hilbert,15,5.771542084403336,1046.807202976197,1045.7958079641685,57.0,0.890380859375,1.0,147,-89.87878754346941,48.24698918634868,-0.13881166386792376,0.06666666666666667
tpc_h/q10 DEEP sf10 sel0.001 qid0,B1,CaseB:sparse_rp,15,10.015019099228084,1046.807202976197,1041.5523309493437,60.0,1.0,1.0,168,-89.59661248140037,20.10652898830204,-0.2496561384329595,0.2
tpc_h/q10 DEEP sf10 sel0.001 qid0,B1,CaseB:zorder_morton,15,0.6262570386752486,1046.807202976197,1044.312330079265,57.0,0.890380859375,1.0,148,-84.60108288757813,42.25014423388831,-0.1200226692705441,0.06666666666666667
tpc_h/q10 DEEP sf10 sel0.001 qid0,B1,oracle,15,1.9168149447068572,1046.807202976197,1045.3217569738626,49.0,0.5614013671875,1.0,101,-35.77735851635225,69.45195338009698,0.11709343673952988,0.06666666666666667
tpc_h/q10 DEEP sf10 sel0.001 qid0,baseline,B1,15,5709.884446929209,6629.114161944017,1046.807202976197,0.0,6.103515625e-05,0.010986328125,1,4936.6717219571965,5585.777286996793,7.374456646750457,1.0
tpc_h/q10 DEEP sf10 sel0.001 qid0,baseline,CaseB:chao_weighted,15,5719.795610988513,6629.114161944017,1043.890916975215,0.0,6.103515625e-05,0.010986328125,5,4911.728898913716,5589.39972668634,7.08354860526893,1.0
tpc_h/q10 DEEP sf10 sel0.001 qid0,baseline,CaseB:cum_sqrtf,15,5581.331916968338,6629.114161944017,1056.8064410472289,0.0,6.103515625e-05,0.010986328125,10,4833.968893368922,5556.587133196881,6.59022504297202,1.0
tpc_h/q10 DEEP sf10 sel0.001 qid0,baseline,CaseB:hilbert_real,15,5714.257839135826,6629.114161944017,1039.1740310005844,0.0,6.103515625e-05,0.010986328125,3,4874.059213493019,5596.587643279733,6.569131820540382,1.0
tpc_h/q10 DEEP sf10 sel0.001 qid0,baseline,CaseB:hyperloglog,15,5746.321129961871,6629.114161944017,1047.5559729384258,0.0,6.103515625e-05,0.010986328125,9,4900.982645508872,5589.421850185026,6.982871714247116,1.0
tpc_h/q10 DEEP sf10 sel0.001 qid0,baseline,CaseB:ica_fastica,15,5576.169101987034,6629.114161944017,1047.7818120270967,0.0,6.103515625e-05,0.010986328125,6,4905.083204244729,5570.312856854677,7.245685459111054,1.0
tpc_h/q10 DEEP sf10 sel0.001 qid0,baseline,CaseB:lavallee_hidiroglou,15,5598.03380293306,6629.114161944017,1031.0803590109572,0.0,6.103515625e-05,0.010986328125,11,4948.426260296255,5641.640870631284,7.099225697606413,1.0
tpc_h/q10 DEEP sf10 sel0.001 qid0,baseline,CaseB:mhist2,15,5565.191991976462,6629.114161944017,1059.646576992236,0.0,6.103515625e-05,0.010986328125,14,4908.750937282651,5571.6774458843665,7.2125203810234275,1.0
tpc_h/q10 DEEP sf10 sel0.001 qid0,baseline,CaseB:pca1d,15,5726.019504130818,6629.114161944017,1050.5186839727685,0.0,6.103515625e-05,0.010986328125,7,4899.987784720724,5599.761417103582,6.906999143200381,1.0
