metric,point_estimate,naive_ci_lo,naive_ci_hi,naive_width,cluster_ci_lo,cluster_ci_hi,cluster_width,width_ratio_cluster_over_naive,n_total,n_clusters,B
mean_median_diff_ms_B1,7.542430719643432,-4.14051690715756,20.58947894475879,24.72999585191635,-24.995608232992318,40.349427570514024,65.34503580350633,2.6423391332046133,280,20,2000
pct_p_holm_sig_B1,6.428571428571428,3.571428571428571,9.285714285714286,5.714285714285715,0.7142857142857143,13.928571428571429,13.214285714285715,2.3124999999999996,280,20,2000
