cell,condition,raw_label,exec_ms_trimmed,exec_ms_median,plan_short,recovers_oracle,q_error,injected_card,true_card,injection_fired
tpc_h/q3 DEEP sf10 sel0.001 qid0,rsvd,CaseB:rsvd,1008.6808846188852,1108.3136040251702,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,True,2.2579503118696467,3367.2131578947374,7603.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid0,sparse_rp,CaseB:sparse_rp,1032.0928423092341,1106.3589371042326,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,True,1.4892481519514145,5105.260657894737,7603.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid0,pca2d_equi_depth_grid,CaseB:mhist2,944.5320349992611,1018.8763089245185,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,True,2.1994480711036677,3456.7763157894733,7603.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid0,rabitq_1bit_bucket,CaseB:rabitq_strat,1006.403743629702,1097.1549149835482,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,True,5.717525573258554,1329.771052631579,7603.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid1,baseline,baseline,6819.946761135585,6206.5469060325995,Gather > Sort > HJ > HJ > Seq > Hash > HJ > Seq > Hash > Seq > Hash >…,False,,,8013.0,False
tpc_h/q3 DEEP sf10 sel0.001 qid1,B1,B1,936.7580147854125,885.5602369876578,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,True,1.9281281249999997,4155.844155844156,8013.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid1,oracle,oracle,935.4200064688205,830.824182019569,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,True,1.0,8013.0,8013.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid1,pca2d_hilbert_xy2d,CaseB:hilbert_real,917.4630386092199,836.1716929357499,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,True,1.5647436707991327,5120.966551606289,8013.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid1,pca4_skilling_hilbert_approx,CaseB:skilling_hilbert,906.1533572116437,817.1942729968578,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,True,1.307059761400379,6130.553656869447,8013.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid1,chao_weighted,CaseB:chao_weighted,1000.3135630037062,1103.355039958842,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,True,1.9155259803921567,4183.185235816815,8013.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid1,ica_fastica,CaseB:ica_fastica,950.1878603343637,881.0104080475867,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,True,1.0915279883830995,7341.085235816816,8013.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid1,pca1d,CaseB:pca1d,949.2216852601044,895.03414707724,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,True,1.0994109537653567,7288.448393711553,8013.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid1,pca2d_zorder_morton,CaseB:zorder_morton,963.5927548291735,1020.446750917472,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,True,2.559621893607304,3130.5404989747094,8013.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid1,md5_prefix_hash_bucket,CaseB:hyperloglog,949.5742640708788,821.8107690336183,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,True,1.7018288104677208,4708.464183185237,8013.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid1,cum_sqrtf,CaseB:cum_sqrtf,874.3612035535849,828.2709560589865,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,True,1.5038869653448967,5328.19299897471,8013.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid1,takeall_cumsqrtf,CaseB:lavallee_hidiroglou,982.3214600865657,1055.1688380073756,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,True,1.3834182154167602,5792.174709501025,8013.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid1,rsvd,CaseB:rsvd,917.8875917479253,824.4263529777527,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,True,1.0057284748641793,7967.359183185235,8013.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid1,sparse_rp,CaseB:sparse_rp,1005.8097269099492,970.7581299589947,Gather > Sort > HJ > Seq > Hash > NL > NL > Seq > IS > IS,False,1.3102417090682867,10498.966814764182,8013.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid1,pca2d_equi_depth_grid,CaseB:mhist2,922.7989161602006,842.2372840577736,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,True,1.8402294156278782,4354.3483937115525,8013.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid1,rabitq_1bit_bucket,CaseB:rabitq_strat,1004.4224722704922,1089.9721920723096,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,True,1.1546707644558638,6939.64049897471,8013.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid2,baseline,baseline,8119.325303212883,8334.907609969378,Gather > Sort > HJ > HJ > Seq > Hash > HJ > Seq > Hash > Seq > Hash >…,False,,,8090.0,False
tpc_h/q3 DEEP sf10 sel0.001 qid2,B1,B1,1217.4733545129689,1217.1469039749354,Gather > Sort > HJ > Seq > Hash > NL > NL > Seq > IS > IS,False,1.2842534474178482,10389.610389610392,8090.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid2,oracle,oracle,1097.054929114305,1123.5384949250147,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,True,1.0,8090.0,8090.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid2,pca2d_hilbert_xy2d,CaseB:hilbert_real,1169.412591539395,1223.0424630688503,Gather > Sort > HJ > Seq > Hash > NL > NL > Seq > IS > IS,False,1.1625177197404117,9404.768352699932,8090.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid2,pca4_skilling_hilbert_approx,CaseB:skilling_hilbert,1202.8232473933783,1226.0867280419916,Gather > Sort > HJ > Seq > Hash > NL > NL > Seq > IS > IS,False,1.2927024832561234,10457.963089542038,8090.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid2,chao_weighted,CaseB:chao_weighted,1134.8996351723774,1211.4696810021996,Gather > Sort > HJ > Seq > Hash > NL > NL > Seq > IS > IS,False,1.1495758161557397,9300.068352699935,8090.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid2,ica_fastica,CaseB:ica_fastica,1197.0441544500109,1213.0211089970544,Gather > Sort > HJ > Seq > Hash > NL > NL > Seq > IS > IS,False,1.2927024832561234,10457.963089542038,8090.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid2,pca1d,CaseB:pca1d,1080.4769119982107,1123.825185932219,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,True,1.108209600488195,7300.063089542038,8090.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid2,pca2d_zorder_morton,CaseB:zorder_morton,1105.3634153840203,1131.1141930054873,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,True,1.108209600488195,7300.063089542038,8090.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid2,md5_prefix_hash_bucket,CaseB:hyperloglog,1162.346746226271,1219.6356760105118,Gather > Sort > HJ > Seq > Hash > NL > NL > Seq > IS > IS,False,1.2116459482226187,9802.215721120985,8090.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid2,cum_sqrtf,CaseB:cum_sqrtf,1094.5999038298255,1119.4954949896783,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,True,1.0895032196725765,7425.402563226249,8090.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid2,takeall_cumsqrtf,CaseB:lavallee_hidiroglou,1074.9710357139031,1121.186863980256,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,True,1.052481612785757,8514.576247436775,8090.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid2,rsvd,CaseB:rsvd,1099.6042068313377,1122.671737917699,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,True,1.3210507532864073,6123.9130895420385,8090.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid2,sparse_rp,CaseB:sparse_rp,1100.3508648405282,1122.4277310539037,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,True,1.1162567197962838,7247.4367737525645,8090.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid2,pca2d_equi_depth_grid,CaseB:mhist2,1070.6855114728498,1127.4032529909164,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,True,1.2089028412087428,6692.0183526999335,8090.0,True
tpc_h/q3 DEEP sf10 sel0.001 qid2,rabitq_1bit_bucket,CaseB:rabitq_strat,1156.206449153475,1205.6973640574142,Gather > Sort > HJ > Seq > Hash > NL > NL > Seq > IS > IS,False,1.405598195961868,11371.289405331512,8090.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid0,baseline,baseline,2691.3302009298395,2690.4747899388894,Lim > Sort > Agg > Gather > Sort > HJ > HJ > Seq > Hash > NL > HJ > H…,False,,,7603.0,False
tpc_h/q9 DEEP sf10 sel0.001 qid0,B1,B1,894.6436603123752,893.7416619155556,Lim > Agg > Sort > Subquery Scan > Sort > NL > NL > NL > NL > NL > Ga…,False,,0.0,7603.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid0,oracle,oracle,912.2588514672735,914.736300939694,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.0,7603.0,7603.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid0,pca2d_hilbert_xy2d,CaseB:hilbert_real,908.2554135328302,907.4940930586308,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.1240614854247284,8546.23947368421,7603.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid0,pca4_skilling_hilbert_approx,CaseB:skilling_hilbert,915.8998411686088,917.1254070242867,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,2.4906379310344824,3052.631578947369,7603.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid0,chao_weighted,CaseB:chao_weighted,902.8795370832086,902.5532600935549,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.0621838235294114,7157.894736842107,7603.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid0,ica_fastica,CaseB:ica_fastica,905.727631618412,903.8597779581323,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,7.222849999999999,1052.6315789473686,7603.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid0,pca1d,CaseB:pca1d,907.4533301441429,904.4504798948765,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,2.4076166666666667,3157.8947368421054,7603.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid0,pca2d_zorder_morton,CaseB:zorder_morton,906.0233716960423,904.6348959673196,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.80549584049914,4211.031578947369,7603.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid0,md5_prefix_hash_bucket,CaseB:hyperloglog,906.4203512210113,906.1463529942557,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,2.3595651064264205,3222.203947368421,7603.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid0,cum_sqrtf,CaseB:cum_sqrtf,904.1781502310187,906.343049951829,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.221121289211669,6226.244736842105,7603.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid0,takeall_cumsqrtf,CaseB:lavallee_hidiroglou,907.5311157010639,903.8792490027845,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.4999683303446176,5068.773684210527,7603.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid0,rsvd,CaseB:rsvd,902.1368604601146,899.0210409974679,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,2.2579503118696467,3367.2131578947374,7603.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid0,sparse_rp,CaseB:sparse_rp,903.5806741493826,905.0590980332345,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.4892481519514145,5105.260657894737,7603.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid0,pca2d_equi_depth_grid,CaseB:mhist2,904.8995487123298,905.5680230958387,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,2.1994480711036677,3456.7763157894733,7603.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid0,rabitq_1bit_bucket,CaseB:rabitq_strat,903.2265070664624,899.6351100504398,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,5.717525573258554,1329.771052631579,7603.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid1,baseline,baseline,2417.0675044342015,2682.4217789107934,Lim > Sort > Agg > Gather > Sort > HJ > HJ > Seq > Hash > NL > HJ > H…,False,,,8013.0,False
tpc_h/q9 DEEP sf10 sel0.001 qid1,B1,B1,860.9142776292103,906.6258929669857,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.9281281249999997,4155.844155844156,8013.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid1,oracle,oracle,825.9000381669746,903.0379900941625,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.0,8013.0,8013.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid1,pca2d_hilbert_xy2d,CaseB:hilbert_real,843.9885583043529,906.0216570505872,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.5647436707991327,5120.966551606289,8013.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid1,pca4_skilling_hilbert_approx,CaseB:skilling_hilbert,840.8964096228234,902.007105993107,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.307059761400379,6130.553656869447,8013.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid1,chao_weighted,CaseB:chao_weighted,825.9685594463148,898.2556229457259,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.9155259803921567,4183.185235816815,8013.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid1,ica_fastica,CaseB:ica_fastica,833.5508536189221,897.8208960033953,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.0915279883830995,7341.085235816816,8013.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid1,pca1d,CaseB:pca1d,855.63008277677,900.7937479764223,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.0994109537653567,7288.448393711553,8013.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid1,pca2d_zorder_morton,CaseB:zorder_morton,839.6640397841111,901.3597830198705,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,2.559621893607304,3130.5404989747094,8013.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid1,md5_prefix_hash_bucket,CaseB:hyperloglog,815.3317294513377,898.5498399706557,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.7018288104677208,4708.464183185237,8013.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid1,cum_sqrtf,CaseB:cum_sqrtf,837.886646998903,905.9752789326012,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.5038869653448967,5328.19299897471,8013.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid1,takeall_cumsqrtf,CaseB:lavallee_hidiroglou,838.1152358532955,905.4448269307613,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.3834182154167602,5792.174709501025,8013.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid1,rsvd,CaseB:rsvd,838.4460081310513,902.1821109345183,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.0057284748641793,7967.359183185235,8013.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid1,sparse_rp,CaseB:sparse_rp,830.3143525352845,903.0572399497032,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.3102417090682867,10498.966814764182,8013.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid1,pca2d_equi_depth_grid,CaseB:mhist2,804.7918020747602,897.6087749470025,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.8402294156278782,4354.3483937115525,8013.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid1,rabitq_1bit_bucket,CaseB:rabitq_strat,811.3811272375572,893.3324620593339,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.1546707644558638,6939.64049897471,8013.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid2,baseline,baseline,2650.9714973732257,2700.478027923964,Lim > Sort > Agg > Gather > Sort > HJ > HJ > Seq > Hash > NL > HJ > H…,False,,,8090.0,False
tpc_h/q9 DEEP sf10 sel0.001 qid2,B1,B1,915.287542828502,916.1235250066966,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.2842534474178482,10389.610389610392,8090.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid2,oracle,oracle,894.4372242907635,909.3190459534526,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.0,8090.0,8090.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid2,pca2d_hilbert_xy2d,CaseB:hilbert_real,914.0791732531327,914.2595799639821,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.1625177197404117,9404.768352699932,8090.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid2,pca4_skilling_hilbert_approx,CaseB:skilling_hilbert,893.5824410470489,908.2312079844996,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.2927024832561234,10457.963089542038,8090.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid2,chao_weighted,CaseB:chao_weighted,918.623362435028,919.8194990167394,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.1495758161557397,9300.068352699935,8090.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid2,ica_fastica,CaseB:ica_fastica,904.3860338592472,906.245177029632,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.2927024832561234,10457.963089542038,8090.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid2,pca1d,CaseB:pca1d,884.0835891449108,908.208392909728,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.108209600488195,7300.063089542038,8090.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid2,pca2d_zorder_morton,CaseB:zorder_morton,896.6035705435878,909.5689960522577,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.108209600488195,7300.063089542038,8090.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid2,md5_prefix_hash_bucket,CaseB:hyperloglog,908.7611216998014,910.7074160128832,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.2116459482226187,9802.215721120985,8090.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid2,cum_sqrtf,CaseB:cum_sqrtf,914.6385841393986,913.8108380138874,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.0895032196725765,7425.402563226249,8090.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid2,takeall_cumsqrtf,CaseB:lavallee_hidiroglou,918.0961240781471,918.5429849894717,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.052481612785757,8514.576247436775,8090.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid2,rsvd,CaseB:rsvd,893.3089691339634,914.075109991245,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.3210507532864073,6123.9130895420385,8090.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid2,sparse_rp,CaseB:sparse_rp,914.790315929657,911.6266990313306,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.1162567197962838,7247.4367737525645,8090.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid2,pca2d_equi_depth_grid,CaseB:mhist2,891.2339217674273,916.4392390521243,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.2089028412087428,6692.0183526999335,8090.0,True
tpc_h/q9 DEEP sf10 sel0.001 qid2,rabitq_1bit_bucket,CaseB:rabitq_strat,895.2869017912934,909.1921880608425,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL …,True,1.405598195961868,11371.289405331512,8090.0,True
