cell,method,method_raw,B1_plan,CaseB_plan,plan_same,B1_ms,CaseB_ms,delta_pct,B1_recovers_oracle,CaseB_recovers_oracle,true_card,CaseB_injected_card,q_error,injection_fired,p_holm,hedges_g,cliffs_delta
tpc_h/q3 DEEP sf10 sel0.001 qid0,ica_fastica,ica_fastica,Sort > Gather > NL > NL > NL > Seq > IS > IS > IS,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,diff,1018.1,932.5,-8.41,False,True,7603.0,1052.6,7.223,True,1.0,0.6989933641868422,0.3333333333333333
tpc_h/q3 DEEP sf10 sel0.001 qid0,md5_prefix_hash_bucket,hyperloglog,Sort > Gather > NL > NL > NL > Seq > IS > IS > IS,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,diff,1018.1,1021.7,0.36,False,True,7603.0,3222.2,2.36,True,1.0,0.0304111543619533,-0.2
tpc_h/q3 DEEP sf10 sel0.001 qid0,pca1d,pca1d,Sort > Gather > NL > NL > NL > Seq > IS > IS > IS,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,diff,1018.1,950.1,-6.67,False,True,7603.0,3157.9,2.408,True,1.0,0.3220455116619621,0.0666666666666666
tpc_h/q3 DEEP sf10 sel0.001 qid0,pca2d_equi_depth_grid,mhist2,Sort > Gather > NL > NL > NL > Seq > IS > IS > IS,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,diff,1018.1,944.5,-7.22,False,True,7603.0,3456.8,2.199,True,1.0,0.4251993497799615,0.6
tpc_h/q3 DEEP sf10 sel0.001 qid0,pca2d_hilbert_xy2d,hilbert_real,Sort > Gather > NL > NL > NL > Seq > IS > IS > IS,Gather > Sort > HJ > Seq > Hash > NL > NL > Seq > IS > IS,diff,1018.1,1063.8,4.49,False,False,7603.0,8546.2,1.124,True,1.0,-0.1975829196029365,-0.4666666666666667
tpc_h/q3 DEEP sf10 sel0.001 qid0,pca2d_zorder_morton,zorder_morton,Sort > Gather > NL > NL > NL > Seq > IS > IS > IS,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,diff,1018.1,1020.8,0.27,False,True,7603.0,4211.0,1.805,True,1.0,0.0066481923664286,-0.0666666666666666
tpc_h/q3 DEEP sf10 sel0.001 qid0,pca4_skilling_hilbert_approx,skilling_hilbert,Sort > Gather > NL > NL > NL > Seq > IS > IS > IS,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,diff,1018.1,979.7,-3.77,False,True,7603.0,3052.6,2.491,True,1.0,0.2454218770641858,-0.2
tpc_h/q3 DEEP sf10 sel0.001 qid0,rabitq_1bit_bucket,rabitq_strat,Sort > Gather > NL > NL > NL > Seq > IS > IS > IS,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,diff,1018.1,1006.4,-1.15,False,True,7603.0,1329.8,5.718,True,1.0,0.0756957714879578,-0.0666666666666666
tpc_h/q3 DEEP sf10 sel0.001 qid0,rsvd,rsvd,Sort > Gather > NL > NL > NL > Seq > IS > IS > IS,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,diff,1018.1,1008.7,-0.92,False,True,7603.0,3367.2,2.258,True,1.0,0.0667502677287301,-0.2
tpc_h/q3 DEEP sf10 sel0.001 qid0,sparse_rp,sparse_rp,Sort > Gather > NL > NL > NL > Seq > IS > IS > IS,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,diff,1018.1,1032.1,1.38,False,True,7603.0,5105.3,1.489,True,1.0,-0.0137117275314013,-0.2
tpc_h/q3 DEEP sf10 sel0.001 qid0,takeall_cumsqrtf,lavallee_hidiroglou,Sort > Gather > NL > NL > NL > Seq > IS > IS > IS,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,diff,1018.1,984.7,-3.28,False,True,7603.0,5068.8,1.5,True,1.0,0.2154082453206833,-0.0666666666666666
tpc_h/q3 DEEP sf10 sel0.001 qid1,chao_weighted,chao_weighted,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,same,936.8,1000.3,6.78,True,True,8013.0,4183.2,1.916,True,1.0,-0.3284073038996487,-0.4666666666666667
tpc_h/q3 DEEP sf10 sel0.001 qid1,cum_sqrtf,cum_sqrtf,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,same,936.8,874.4,-6.66,True,True,8013.0,5328.2,1.504,True,1.0,0.3381021110527775,0.3333333333333333
tpc_h/q3 DEEP sf10 sel0.001 qid1,ica_fastica,ica_fastica,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,same,936.8,950.2,1.43,True,True,8013.0,7341.1,1.092,True,1.0,-0.0892471387476832,-0.0666666666666666
tpc_h/q3 DEEP sf10 sel0.001 qid1,md5_prefix_hash_bucket,hyperloglog,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,same,936.8,949.6,1.37,True,True,8013.0,4708.5,1.702,True,1.0,-0.0802346390746821,0.2
tpc_h/q3 DEEP sf10 sel0.001 qid1,pca1d,pca1d,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,same,936.8,949.2,1.33,True,True,8013.0,7288.4,1.099,True,1.0,-0.0640743585117321,-0.0666666666666666
tpc_h/q3 DEEP sf10 sel0.001 qid1,pca2d_equi_depth_grid,mhist2,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,same,936.8,922.8,-1.49,True,True,8013.0,4354.3,1.84,True,1.0,0.0900641861364986,0.3333333333333333
tpc_h/q3 DEEP sf10 sel0.001 qid1,pca2d_hilbert_xy2d,hilbert_real,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,same,936.8,917.5,-2.06,True,True,8013.0,5121.0,1.565,True,1.0,0.1131051906467992,0.0666666666666666
tpc_h/q3 DEEP sf10 sel0.001 qid1,pca2d_zorder_morton,zorder_morton,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,same,936.8,963.6,2.86,True,True,8013.0,3130.5,2.56,True,1.0,-0.1450715865762518,0.2
tpc_h/q3 DEEP sf10 sel0.001 qid1,pca4_skilling_hilbert_approx,skilling_hilbert,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,same,936.8,906.2,-3.27,True,True,8013.0,6130.6,1.307,True,1.0,0.1920003686898909,0.2
tpc_h/q3 DEEP sf10 sel0.001 qid1,rabitq_1bit_bucket,rabitq_strat,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,same,936.8,1004.4,7.22,True,True,8013.0,6939.6,1.155,True,1.0,-0.442012267818428,0.0666666666666666
tpc_h/q3 DEEP sf10 sel0.001 qid1,rsvd,rsvd,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,same,936.8,917.9,-2.01,True,True,8013.0,7967.4,1.006,True,1.0,0.0887017879752457,0.3333333333333333
tpc_h/q3 DEEP sf10 sel0.001 qid1,sparse_rp,sparse_rp,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,Gather > Sort > HJ > Seq > Hash > NL > NL > Seq > IS > IS,diff,936.8,1005.8,7.37,True,False,8013.0,10499.0,1.31,True,1.0,-0.4757198652508657,-0.6
tpc_h/q3 DEEP sf10 sel0.001 qid1,takeall_cumsqrtf,lavallee_hidiroglou,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,same,936.8,982.3,4.86,True,True,8013.0,5792.2,1.383,True,1.0,-0.3639354479810056,-0.0666666666666666
tpc_h/q3 DEEP sf10 sel0.001 qid2,chao_weighted,chao_weighted,Gather > Sort > HJ > Seq > Hash > NL > NL > Seq > IS > IS,Gather > Sort > HJ > Seq > Hash > NL > NL > Seq > IS > IS,same,1217.5,1134.9,-6.78,False,False,8090.0,9300.1,1.15,True,1.0,0.4757374441928884,0.2
tpc_h/q3 DEEP sf10 sel0.001 qid2,cum_sqrtf,cum_sqrtf,Gather > Sort > HJ > Seq > Hash > NL > NL > Seq > IS > IS,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,diff,1217.5,1094.6,-10.09,False,True,8090.0,7425.4,1.09,True,0.01025390625,1.3282294753499029,1.0
tpc_h/q3 DEEP sf10 sel0.001 qid2,ica_fastica,ica_fastica,Gather > Sort > HJ > Seq > Hash > NL > NL > Seq > IS > IS,Gather > Sort > HJ > Seq > Hash > NL > NL > Seq > IS > IS,same,1217.5,1197.0,-1.68,False,False,8090.0,10458.0,1.293,True,1.0,0.1958844504430028,-0.0666666666666666
tpc_h/q3 DEEP sf10 sel0.001 qid2,md5_prefix_hash_bucket,hyperloglog,Gather > Sort > HJ > Seq > Hash > NL > NL > Seq > IS > IS,Gather > Sort > HJ > Seq > Hash > NL > NL > Seq > IS > IS,same,1217.5,1162.3,-4.53,False,False,8090.0,9802.2,1.212,True,1.0,0.3593967156751322,-0.2
tpc_h/q3 DEEP sf10 sel0.001 qid2,pca1d,pca1d,Gather > Sort > HJ > Seq > Hash > NL > NL > Seq > IS > IS,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,diff,1217.5,1080.5,-11.25,False,True,8090.0,7300.1,1.108,True,0.01025390625,1.2051549264735806,1.0
tpc_h/q3 DEEP sf10 sel0.001 qid2,pca2d_equi_depth_grid,mhist2,Gather > Sort > HJ > Seq > Hash > NL > NL > Seq > IS > IS,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,diff,1217.5,1070.7,-12.06,False,True,8090.0,6692.0,1.209,True,0.01025390625,0.9997619484443296,1.0
tpc_h/q3 DEEP sf10 sel0.001 qid2,pca2d_hilbert_xy2d,hilbert_real,Gather > Sort > HJ > Seq > Hash > NL > NL > Seq > IS > IS,Gather > Sort > HJ > Seq > Hash > NL > NL > Seq > IS > IS,same,1217.5,1169.4,-3.95,False,False,8090.0,9404.8,1.163,True,1.0,0.3535008627160981,0.3333333333333333
tpc_h/q3 DEEP sf10 sel0.001 qid2,pca2d_zorder_morton,zorder_morton,Gather > Sort > HJ > Seq > Hash > NL > NL > Seq > IS > IS,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,diff,1217.5,1105.4,-9.21,False,True,8090.0,7300.1,1.108,True,0.01025390625,1.1977625284024005,1.0
tpc_h/q3 DEEP sf10 sel0.001 qid2,pca4_skilling_hilbert_approx,skilling_hilbert,Gather > Sort > HJ > Seq > Hash > NL > NL > Seq > IS > IS,Gather > Sort > HJ > Seq > Hash > NL > NL > Seq > IS > IS,same,1217.5,1202.8,-1.2,False,False,8090.0,10458.0,1.293,True,1.0,0.1422239817415499,-0.2
tpc_h/q3 DEEP sf10 sel0.001 qid2,rabitq_1bit_bucket,rabitq_strat,Gather > Sort > HJ > Seq > Hash > NL > NL > Seq > IS > IS,Gather > Sort > HJ > Seq > Hash > NL > NL > Seq > IS > IS,same,1217.5,1156.2,-5.03,False,False,8090.0,11371.3,1.406,True,1.0,0.4110588018256641,0.2
tpc_h/q3 DEEP sf10 sel0.001 qid2,rsvd,rsvd,Gather > Sort > HJ > Seq > Hash > NL > NL > Seq > IS > IS,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,diff,1217.5,1099.6,-9.68,False,True,8090.0,6123.9,1.321,True,0.01025390625,1.2937296005303345,1.0
tpc_h/q3 DEEP sf10 sel0.001 qid2,sparse_rp,sparse_rp,Gather > Sort > HJ > Seq > Hash > NL > NL > Seq > IS > IS,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,diff,1217.5,1100.4,-9.62,False,True,8090.0,7247.4,1.116,True,0.01025390625,1.3118077760837266,1.0
tpc_h/q3 DEEP sf10 sel0.001 qid2,takeall_cumsqrtf,lavallee_hidiroglou,Gather > Sort > HJ > Seq > Hash > NL > NL > Seq > IS > IS,Gather > Sort > NL > NL > NL > Seq > IS > IS > IS,diff,1217.5,1075.0,-11.7,False,True,8090.0,8514.6,1.052,True,0.01025390625,1.0637875957189094,1.0
tpc_h/q9 DEEP sf10 sel0.001 qid0,chao_weighted,chao_weighted,Lim > Agg > Sort > Subquery Scan > Sort > NL > NL > NL > NL > NL > Gather > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,diff,894.6,902.9,0.92,False,True,7603.0,7157.9,1.062,True,1.0,-0.3709447612378275,-0.4666666666666667
tpc_h/q9 DEEP sf10 sel0.001 qid0,cum_sqrtf,cum_sqrtf,Lim > Agg > Sort > Subquery Scan > Sort > NL > NL > NL > NL > NL > Gather > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,diff,894.6,904.2,1.07,False,True,7603.0,6226.2,1.221,True,1.0,-0.2041126453503393,-0.2
tpc_h/q9 DEEP sf10 sel0.001 qid0,ica_fastica,ica_fastica,Lim > Agg > Sort > Subquery Scan > Sort > NL > NL > NL > NL > NL > Gather > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,diff,894.6,905.7,1.24,False,True,7603.0,1052.6,7.223,True,0.81640625,-0.5083986523836325,-0.7333333333333333
tpc_h/q9 DEEP sf10 sel0.001 qid0,md5_prefix_hash_bucket,hyperloglog,Lim > Agg > Sort > Subquery Scan > Sort > NL > NL > NL > NL > NL > Gather > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,diff,894.6,906.4,1.32,False,True,7603.0,3222.2,2.36,True,1.0,-0.5192892484078379,-0.4666666666666667
tpc_h/q9 DEEP sf10 sel0.001 qid0,pca1d,pca1d,Lim > Agg > Sort > Subquery Scan > Sort > NL > NL > NL > NL > NL > Gather > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,diff,894.6,907.5,1.43,False,True,7603.0,3157.9,2.408,True,1.0,-0.4683952059601571,-0.3333333333333333
tpc_h/q9 DEEP sf10 sel0.001 qid0,pca2d_equi_depth_grid,mhist2,Lim > Agg > Sort > Subquery Scan > Sort > NL > NL > NL > NL > NL > Gather > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,diff,894.6,904.9,1.15,False,True,7603.0,3456.8,2.199,True,1.0,-0.4187707453237816,-0.6
tpc_h/q9 DEEP sf10 sel0.001 qid0,pca2d_hilbert_xy2d,hilbert_real,Lim > Agg > Sort > Subquery Scan > Sort > NL > NL > NL > NL > NL > Gather > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,diff,894.6,908.3,1.52,False,True,7603.0,8546.2,1.124,True,1.0,-0.4976576340146067,-0.6
tpc_h/q9 DEEP sf10 sel0.001 qid0,pca2d_zorder_morton,zorder_morton,Lim > Agg > Sort > Subquery Scan > Sort > NL > NL > NL > NL > NL > Gather > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,diff,894.6,906.0,1.27,False,True,7603.0,4211.0,1.805,True,0.657958984375,-0.5347822776018127,-0.4666666666666667
tpc_h/q9 DEEP sf10 sel0.001 qid0,pca4_skilling_hilbert_approx,skilling_hilbert,Lim > Agg > Sort > Subquery Scan > Sort > NL > NL > NL > NL > NL > Gather > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,diff,894.6,915.9,2.38,False,True,7603.0,3052.6,2.491,True,0.047607421875,-0.7174794979092298,-0.8666666666666667
tpc_h/q9 DEEP sf10 sel0.001 qid0,rabitq_1bit_bucket,rabitq_strat,Lim > Agg > Sort > Subquery Scan > Sort > NL > NL > NL > NL > NL > Gather > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,diff,894.6,903.2,0.96,False,True,7603.0,1329.8,5.718,True,1.0,-0.3773962798567122,-0.3333333333333333
tpc_h/q9 DEEP sf10 sel0.001 qid0,rsvd,rsvd,Lim > Agg > Sort > Subquery Scan > Sort > NL > NL > NL > NL > NL > Gather > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,diff,894.6,902.1,0.84,False,True,7603.0,3367.2,2.258,True,1.0,-0.4472731176471964,-0.3333333333333333
tpc_h/q9 DEEP sf10 sel0.001 qid0,sparse_rp,sparse_rp,Lim > Agg > Sort > Subquery Scan > Sort > NL > NL > NL > NL > NL > Gather > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,diff,894.6,903.6,1.0,False,True,7603.0,5105.3,1.489,True,1.0,-0.4474279476336655,-0.4666666666666667
tpc_h/q9 DEEP sf10 sel0.001 qid0,takeall_cumsqrtf,lavallee_hidiroglou,Lim > Agg > Sort > Subquery Scan > Sort > NL > NL > NL > NL > NL > Gather > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,diff,894.6,907.5,1.44,False,True,7603.0,5068.8,1.5,True,0.657958984375,-0.5942347708765039,-0.4666666666666667
tpc_h/q9 DEEP sf10 sel0.001 qid1,chao_weighted,chao_weighted,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,same,860.9,826.0,-4.06,True,True,8013.0,4183.2,1.916,True,1.0,0.3628936801702081,0.0666666666666666
tpc_h/q9 DEEP sf10 sel0.001 qid1,cum_sqrtf,cum_sqrtf,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,same,860.9,837.9,-2.67,True,True,8013.0,5328.2,1.504,True,1.0,0.3726655660307197,0.4666666666666667
tpc_h/q9 DEEP sf10 sel0.001 qid1,ica_fastica,ica_fastica,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,same,860.9,833.6,-3.18,True,True,8013.0,7341.1,1.092,True,1.0,0.3780647976854774,0.6
tpc_h/q9 DEEP sf10 sel0.001 qid1,md5_prefix_hash_bucket,hyperloglog,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,same,860.9,815.3,-5.29,True,True,8013.0,4708.5,1.702,True,1.0,0.4160306859763704,0.2
tpc_h/q9 DEEP sf10 sel0.001 qid1,pca1d,pca1d,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,same,860.9,855.6,-0.61,True,True,8013.0,7288.4,1.099,True,1.0,0.2102971616258341,0.0666666666666666
tpc_h/q9 DEEP sf10 sel0.001 qid1,pca2d_equi_depth_grid,mhist2,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,same,860.9,804.8,-6.52,True,True,8013.0,4354.3,1.84,True,1.0,0.4938066687805834,0.2
tpc_h/q9 DEEP sf10 sel0.001 qid1,pca2d_hilbert_xy2d,hilbert_real,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,same,860.9,844.0,-1.97,True,True,8013.0,5121.0,1.565,True,1.0,0.2065746991804661,0.0666666666666666
tpc_h/q9 DEEP sf10 sel0.001 qid1,pca2d_zorder_morton,zorder_morton,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,same,860.9,839.7,-2.47,True,True,8013.0,3130.5,2.56,True,1.0,0.3395934301491958,0.2
tpc_h/q9 DEEP sf10 sel0.001 qid1,pca4_skilling_hilbert_approx,skilling_hilbert,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,same,860.9,840.9,-2.33,True,True,8013.0,6130.6,1.307,True,1.0,0.287162661229612,0.2
tpc_h/q9 DEEP sf10 sel0.001 qid1,rabitq_1bit_bucket,rabitq_strat,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,same,860.9,811.4,-5.75,True,True,8013.0,6939.6,1.155,True,1.0,0.4711421026401597,0.3333333333333333
tpc_h/q9 DEEP sf10 sel0.001 qid1,rsvd,rsvd,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,same,860.9,838.4,-2.61,True,True,8013.0,7967.4,1.006,True,1.0,0.3638146023312211,0.4666666666666667
tpc_h/q9 DEEP sf10 sel0.001 qid1,sparse_rp,sparse_rp,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,same,860.9,830.3,-3.55,True,True,8013.0,10499.0,1.31,True,1.0,0.3907344858163656,0.0666666666666666
tpc_h/q9 DEEP sf10 sel0.001 qid1,takeall_cumsqrtf,lavallee_hidiroglou,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,same,860.9,838.1,-2.65,True,True,8013.0,5792.2,1.383,True,1.0,0.3369376489598351,0.4666666666666667
tpc_h/q9 DEEP sf10 sel0.001 qid2,chao_weighted,chao_weighted,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,same,915.3,918.6,0.36,True,True,8090.0,9300.1,1.15,True,1.0,0.1374220341260571,-0.0666666666666666
tpc_h/q9 DEEP sf10 sel0.001 qid2,cum_sqrtf,cum_sqrtf,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,same,915.3,914.6,-0.07,True,True,8090.0,7425.4,1.09,True,1.0,0.2406815383597079,0.0666666666666666
tpc_h/q9 DEEP sf10 sel0.001 qid2,ica_fastica,ica_fastica,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,same,915.3,904.4,-1.19,True,True,8090.0,10458.0,1.293,True,1.0,0.3618313470434028,0.4666666666666667
tpc_h/q9 DEEP sf10 sel0.001 qid2,md5_prefix_hash_bucket,hyperloglog,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,same,915.3,908.8,-0.71,True,True,8090.0,9802.2,1.212,True,1.0,0.3112925645536239,0.2
tpc_h/q9 DEEP sf10 sel0.001 qid2,pca1d,pca1d,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,same,915.3,884.1,-3.41,True,True,8090.0,7300.1,1.108,True,1.0,0.4421615088293849,0.3333333333333333
tpc_h/q9 DEEP sf10 sel0.001 qid2,pca2d_equi_depth_grid,mhist2,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,same,915.3,891.2,-2.63,True,True,8090.0,6692.0,1.209,True,1.0,0.4014239747395237,0.2
tpc_h/q9 DEEP sf10 sel0.001 qid2,pca2d_hilbert_xy2d,hilbert_real,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,same,915.3,914.1,-0.13,True,True,8090.0,9404.8,1.163,True,1.0,0.2390055278553137,0.2
tpc_h/q9 DEEP sf10 sel0.001 qid2,pca2d_zorder_morton,zorder_morton,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,same,915.3,896.6,-2.04,True,True,8090.0,7300.1,1.108,True,1.0,0.3298783336090929,-0.2
tpc_h/q9 DEEP sf10 sel0.001 qid2,pca4_skilling_hilbert_approx,skilling_hilbert,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,same,915.3,893.6,-2.37,True,True,8090.0,10458.0,1.293,True,1.0,0.3736927062879002,0.0666666666666666
tpc_h/q9 DEEP sf10 sel0.001 qid2,rabitq_1bit_bucket,rabitq_strat,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,same,915.3,895.3,-2.19,True,True,8090.0,11371.3,1.406,True,1.0,0.3945017808938962,0.2
tpc_h/q9 DEEP sf10 sel0.001 qid2,rsvd,rsvd,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,same,915.3,893.3,-2.4,True,True,8090.0,6123.9,1.321,True,1.0,0.3590345075087197,0.2
tpc_h/q9 DEEP sf10 sel0.001 qid2,sparse_rp,sparse_rp,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,same,915.3,914.8,-0.05,True,True,8090.0,7247.4,1.116,True,1.0,0.2325824913193163,-0.0666666666666666
tpc_h/q9 DEEP sf10 sel0.001 qid2,takeall_cumsqrtf,lavallee_hidiroglou,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,Lim > Agg > Sort > Subquery Scan > Gather > Sort > NL > NL > HJ > NL > NL > Seq…,same,915.3,918.1,0.31,True,True,8090.0,8514.6,1.052,True,1.0,0.1790315359553665,-0.3333333333333333
