table,dataset,mode,base_method,paradigm,selectivity,seed,query_id,D1_target,D2_target,true_card,est,q_error,sample_size_used,total_sample_size
partsupp_deep_sift_1,partsupp_deep_sift_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,145860,1.3125383853912354,493.20147705078125,7929,14586.73923444976,1.8396694708601034,385,385
partsupp_deep_sift_1,partsupp_deep_sift_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,359095,1.258963704109192,587.4684448242188,8281,8286.635135135135,1.0006804896914787,385,385
partsupp_deep_sift_1,partsupp_deep_sift_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,286093,1.1250864267349243,602.8929443359375,8145,8176.136363636364,1.0038227579664045,385,385
partsupp_deep_sift_1,partsupp_deep_sift_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,781121,1.178353190422058,514.0215454101562,8191,4029.866666666667,2.0325734515616727,385,385
partsupp_deep_sift_1,partsupp_deep_sift_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,142780,1.2204875946044922,473.2214050292969,7694,2027.4705882352941,3.7948762584501115,385,385
partsupp_deep_sift_1,partsupp_deep_sift_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,428790,1.208726167678833,537.9324340820312,8110,2108.5,3.84633625800332,385,385
partsupp_deep_sift_1,partsupp_deep_sift_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,322723,1.201585054397583,459.1468200683594,8076,4208.421052631579,1.919009504752376,385,385
partsupp_deep_sift_1,partsupp_deep_sift_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,588557,1.3140754699707031,591.347412109375,8090,0.0,,385,385
partsupp_deep_sift_1,partsupp_deep_sift_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,263638,1.2552679777145386,475.7867126464844,7982,10379.642857142859,1.3003812148763292,385,385
partsupp_deep_sift_1,partsupp_deep_sift_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,693614,1.2929290533065796,562.9500732421875,8281,4151.900793650793,1.9945081570021,385,385
partsupp_deep_sift_1,partsupp_deep_sift_1,ensemble_HDBSCAN,HDBSCAN,P1_Cluster,0.01,0.1,546912,1.2068768739700317,570.2767333984375,7983,4151.900793650793,1.922733802360556,385,385
