cell,method,selectivity,n_paired,mean_delta_pct_h2h,median_delta_pct_h2h,n_better,p_better,wilcoxon_p,significant_05,method_better
multi_join_deep_wiki,LSH,0.1,500,4.89380752795628,2.436998274212331,199,0.398,1.7433510717527563e-10,True,False
multi_join_deep_wiki,LSH,0.3,500,1.3817149645749884,0.7108915162930576,224,0.448,0.0003035419303681307,True,False
multi_join_deep_wiki,LSH,0.5,500,0.5649926152745017,0.14554806143190036,241,0.482,0.16424107418539047,False,False
multi_join_deep_wiki,Sobol,all,2489,19.551712321690637,4.015775540502165,840,0.3374849337083166,1.191076615419649e-102,True,False
multi_join_deep_wiki,Sobol,0.01,489,74.35814700052288,26.099554159109477,115,0.23517382413087934,1.85578611506493e-50,True,False
multi_join_deep_wiki,Sobol,0.05,500,14.049152184146806,9.046315851283744,158,0.316,9.114084923340336e-29,True,False
multi_join_deep_wiki,Sobol,0.1,500,5.8924402473989375,3.399324569680604,189,0.378,8.923684145584266e-14,True,False
multi_join_deep_wiki,Sobol,0.3,500,2.9711282064843627,1.9405620744496326,189,0.378,8.366606790766726e-15,True,False
multi_join_deep_wiki,Sobol,0.5,500,1.6934355328345136,1.5191506503577825,189,0.378,2.0517509939752757e-11,True,False
partsupp_deep_sift_1,HDBSCAN,all,2487,10.899119478489371,2.007279475209427,1014,0.4077201447527141,1.2827821191507408e-44,True,False
partsupp_deep_sift_1,HDBSCAN,0.01,487,41.34259493112762,19.86809833719631,138,0.28336755646817247,8.198930051982714e-36,True,False
partsupp_deep_sift_1,HDBSCAN,0.05,500,8.150454407324105,4.066674185141833,196,0.392,1.6642298361194827e-13,True,False
partsupp_deep_sift_1,HDBSCAN,0.1,500,4.525388239994478,2.482881464072852,198,0.396,1.1419885046882916e-09,True,False
partsupp_deep_sift_1,HDBSCAN,0.3,500,0.9548770875020635,0.041742698181281665,248,0.496,0.033193493426061794,True,False
partsupp_deep_sift_1,HDBSCAN,0.5,500,0.3138130882671868,0.3913965601273283,234,0.468,0.15595963101708926,False,False
partsupp_deep_sift_1,MiniBatch,all,2493,10.631405866979712,1.9237734821055952,974,0.3906939430405134,5.0469114841044646e-48,True,False
partsupp_deep_sift_1,MiniBatch,0.01,493,42.042138924765936,20.270849885850847,113,0.22920892494929007,1.000075262310085e-43,True,False
partsupp_deep_sift_1,MiniBatch,0.05,500,6.855744121696077,3.9533691206102675,204,0.408,3.2279810638176264e-11,True,False
partsupp_deep_sift_1,MiniBatch,0.1,500,3.4293512746270953,2.3875105320429792,199,0.398,2.9689138272301503e-07,True,False
partsupp_deep_sift_1,MiniBatch,0.3,500,1.0360413322242639,0.685293875702973,224,0.448,0.0015447636746262815,True,False
partsupp_deep_sift_1,MiniBatch,0.5,500,0.23350394439419483,0.23175751304885137,234,0.468,0.42153829484926775,False,False
partsupp_deep_sift_1,GMM,all,2487,16.40026046406376,2.8031507573691608,913,0.3671089666264576,2.0126781279040167e-73,True,False
partsupp_deep_sift_1,GMM,0.01,487,63.531917067258526,22.563221995453638,121,0.24845995893223818,1.2699290886674847e-41,True,False
partsupp_deep_sift_1,GMM,0.05,500,11.438446623498017,5.899803332500476,166,0.332,3.666326144388401e-22,True,False
