cell,anchor,variant,n_pairs,median_diff_ms,anchor_med_ms,variant_med_ms,w_stat,p_value,p_holm,holm_rank,ci_lo_ms,ci_hi_ms,hedges_g,cliffs_delta
tpc_h/q12 DEEP sf10 sel0.1 qid0,baseline,CaseB:skilling_hilbert,15,5.119079956784844,3851.8809330416843,3852.3242420051247,49.0,0.5614013671875,1.0,90,-134.54488079141206,26.287769697955802,-0.17789610262877148,0.2
tpc_h/q12 DEEP sf10 sel0.1 qid0,baseline,CaseB:sparse_rp,15,24.03484797105193,3851.8809330416843,3829.0814699139446,36.0,0.1876220703125,1.0,68,-132.79422393864178,45.40896425081882,-0.09814583745836009,0.2
tpc_h/q12 DEEP sf10 sel0.1 qid0,baseline,CaseB:zorder_morton,15,-2.4329230654984713,3851.8809330416843,3864.795660949312,58.0,0.93408203125,1.0,115,-221.22636558837257,28.827372068384037,-0.27802321325222795,-0.06666666666666667
tpc_h/q12 DEEP sf10 sel0.1 qid0,baseline,oracle,15,-4.008869989775121,3851.8809330416843,3849.9080459587276,50.0,0.5994873046875,1.0,91,-273.5282272802821,4.609401789105789,-0.4197154568390587,-0.06666666666666667
tpc_h/q3 DEEP sf10 sel0.01 qid0,B1,CaseB:chao_weighted,15,-36.05007496662438,2421.455682022497,3222.6468049921095,30.0,0.0946044921875,1.0,21,-454.10082926663256,146.92397904698726,-0.2697736223674366,-0.6
tpc_h/q3 DEEP sf10 sel0.01 qid0,B1,CaseB:cum_sqrtf,15,7.599435048177838,2421.455682022497,2385.822035954334,54.0,0.76153564453125,1.0,91,-228.5276289487956,303.65563778303704,0.05991713148107319,0.2
tpc_h/q3 DEEP sf10 sel0.01 qid0,B1,CaseB:hilbert_real,15,2.4605010403320193,2421.455682022497,2513.9730469090864,58.0,0.93408203125,1.0,103,-365.4582990531344,259.27737172615394,-0.06167105527840223,0.06666666666666667
tpc_h/q3 DEEP sf10 sel0.01 qid0,B1,CaseB:hyperloglog,15,-94.68833298888057,2421.455682022497,3191.8135449523106,19.0,0.01806640625,1.0,6,-451.3676385238068,128.5444538279746,-0.2853523473133674,-0.6
tpc_h/q3 DEEP sf10 sel0.01 qid0,B1,CaseB:ica_fastica,15,-52.5348000228405,2421.455682022497,2470.4517560312524,32.0,0.12054443359375,1.0,23,-343.8525697619965,176.3339445817594,-0.164665627873805,-0.3333333333333333
tpc_h/q3 DEEP sf10 sel0.01 qid0,B1,CaseB:lavallee_hidiroglou,15,-18.815185991115868,2421.455682022497,2408.4097670856863,58.0,0.93408203125,1.0,105,-304.4475057125479,345.22531065236154,0.018511783530224115,-0.2
tpc_h/q3 DEEP sf10 sel0.01 qid0,B1,CaseB:mhist2,15,-2.487942110747099,2421.455682022497,2494.020982994698,52.0,0.67877197265625,1.0,83,-363.03689710194396,264.26763359166205,-0.075817670461109,-0.06666666666666667
tpc_h/q3 DEEP sf10 sel0.01 qid0,B1,CaseB:pca1d,15,-4.264132003299892,2421.455682022497,2429.573493078351,58.0,0.93408203125,1.0,104,-309.6680652484065,345.1601346582174,0.02462573620543916,-0.06666666666666667
tpc_h/q3 DEEP sf10 sel0.01 qid0,B1,CaseB:rabitq_strat,15,-35.6778260320425,2421.455682022497,2426.5147199621424,42.0,0.33026123046875,1.0,52,-241.5726492140675,176.85720566912386,-0.10801233600747771,-0.06666666666666667
tpc_h/q3 DEEP sf10 sel0.01 qid0,B1,CaseB:rsvd,15,36.804434028454125,2421.455682022497,2395.6988930003718,38.0,0.22930908203125,1.0,38,-133.2886648166459,413.0524674880627,0.2114604069204933,0.2
tpc_h/q3 DEEP sf10 sel0.01 qid0,B1,CaseB:skilling_hilbert,15,6.292226957157254,2421.455682022497,2462.3570629628375,59.0,0.97796630859375,1.0,108,-325.2493599321072,243.5211638615388,-0.059024183878475106,0.06666666666666667
tpc_h/q3 DEEP sf10 sel0.01 qid0,B1,CaseB:sparse_rp,15,9.048498002812266,2421.455682022497,2878.861694014631,57.0,0.890380859375,1.0,100,-431.3574046565918,255.66210275011434,-0.1318749559230731,0.06666666666666667
tpc_h/q3 DEEP sf10 sel0.01 qid0,B1,CaseB:zorder_morton,15,-95.03042593132704,2421.455682022497,2471.1033429484814,27.0,0.063720703125,1.0,13,-325.0149725672478,255.33160972234302,-0.07879533744986968,-0.7333333333333333
tpc_h/q3 DEEP sf10 sel0.01 qid0,B1,oracle,15,-22.624992998316884,2421.455682022497,2886.8850970175117,49.0,0.5614013671875,1.0,76,-398.7974439144212,298.6643192953971,-0.07395668064854147,-0.2
tpc_h/q3 DEEP sf10 sel0.01 qid0,baseline,B1,15,3713.3684549480677,6084.144261898473,2421.455682022497,0.0,6.103515625e-05,0.00732421875,31,3498.118056804524,4546.7348835793855,3.540329449107561,1.0
tpc_h/q3 DEEP sf10 sel0.01 qid0,baseline,CaseB:chao_weighted,15,3699.2438859306276,6084.144261898473,3222.6468049921095,0.0,6.103515625e-05,0.00732421875,35,3266.842645917592,4386.618055416815,3.227162092810838,1.0
tpc_h/q3 DEEP sf10 sel0.01 qid0,baseline,CaseB:cum_sqrtf,15,3577.6280669961125,6084.144261898473,2385.822035954334,0.0,6.103515625e-05,0.00732421875,40,3513.293483647867,4619.483647105904,3.4451808560421067,1.0
tpc_h/q3 DEEP sf10 sel0.01 qid0,baseline,CaseB:hilbert_real,15,3629.3929740786552,6084.144261898473,2513.9730469090864,0.0,6.103515625e-05,0.00732421875,33,3548.377567154239,4388.5801041784,4.30546687200958,1.0
tpc_h/q3 DEEP sf10 sel0.01 qid0,baseline,CaseB:hyperloglog,15,3659.180447924882,6084.144261898473,3191.8135449523106,0.0,6.103515625e-05,0.00732421875,39,3366.1174384795595,4315.373748051934,3.7219773576022335,1.0
tpc_h/q3 DEEP sf10 sel0.01 qid0,baseline,CaseB:ica_fastica,15,3567.0972550287843,6084.144261898473,2470.4517560312524,0.0,6.103515625e-05,0.00732421875,36,3512.0186960237334,4359.44114084666,4.276215216151432,1.0
tpc_h/q3 DEEP sf10 sel0.01 qid0,baseline,CaseB:lavallee_hidiroglou,15,3514.363537891768,6084.144261898473,2408.4097670856863,0.0,6.103515625e-05,0.00732421875,41,3412.673879949337,4672.560197734274,2.895663220356087,1.0
tpc_h/q3 DEEP sf10 sel0.01 qid0,baseline,CaseB:mhist2,15,3580.178193980828,6084.144261898473,2494.020982994698,0.0,6.103515625e-05,0.00732421875,44,3529.023917147424,4403.674683736948,4.255713162047288,1.0
tpc_h/q3 DEEP sf10 sel0.01 qid0,baseline,CaseB:pca1d,15,3553.028432885185,6084.144261898473,2429.573493078351,0.0,6.103515625e-05,0.00732421875,37,3547.891215441632,4549.700260985409,3.6688793988377406,1.0
tpc_h/q3 DEEP sf10 sel0.01 qid0,baseline,CaseB:rabitq_strat,15,3615.2336230734363,6084.144261898473,2426.5147199621424,0.0,6.103515625e-05,0.00732421875,45,3437.4691471408973,4528.1768922404935,3.401543187573474,1.0
tpc_h/q3 DEEP sf10 sel0.01 qid0,baseline,CaseB:rsvd,15,3778.9891760330647,6084.144261898473,2395.6988930003718,0.0,6.103515625e-05,0.00732421875,42,3590.214599647443,4693.805564993527,3.508708471744376,1.0
tpc_h/q3 DEEP sf10 sel0.01 qid0,baseline,CaseB:skilling_hilbert,15,3654.4004059396684,6084.144261898473,2462.3570629628375,0.0,6.103515625e-05,0.00732421875,34,3516.0493603581563,4443.360583956043,3.9991335023099945,1.0
tpc_h/q3 DEEP sf10 sel0.01 qid0,baseline,CaseB:sparse_rp,15,3728.0053969006985,6084.144261898473,2878.861694014631,0.0,6.103515625e-05,0.00732421875,43,3438.623542683781,4404.003332352538,3.7298679994570767,1.0
tpc_h/q3 DEEP sf10 sel0.01 qid0,baseline,CaseB:zorder_morton,15,3638.496140949428,6084.144261898473,2471.1033429484814,0.0,6.103515625e-05,0.00732421875,38,3495.4029257063908,4484.203148723075,3.721488279929387,1.0
tpc_h/q3 DEEP sf10 sel0.01 qid0,baseline,oracle,15,3620.25760486722,6084.144261898473,2886.8850970175117,0.0,6.103515625e-05,0.00732421875,32,3455.5323713449375,4469.031851368296,3.6884225219633877,1.0
tpc_h/q3 DEEP sf10 sel0.1 qid0,B1,CaseB:chao_weighted,15,238.11095696873963,6094.255417003296,6024.694073945284,23.0,0.03533935546875,1.0,9,253.98133850074373,1307.07823017612,0.6464653865163691,0.3333333333333333
tpc_h/q3 DEEP sf10 sel0.1 qid0,B1,CaseB:cum_sqrtf,15,288.9759478857741,6094.255417003296,5990.506596979685,27.0,0.063720703125,1.0,14,-232.92478292481974,1069.9351717974057,0.325995237516933,0.4666666666666667
tpc_h/q3 DEEP sf10 sel0.1 qid0,B1,CaseB:hilbert_real,15,219.31572200264782,6094.255417003296,6071.756517980248,44.0,0.389404296875,1.0,57,-202.75052863153786,1052.4653479171677,0.2685126125162428,0.2
tpc_h/q3 DEEP sf10 sel0.1 qid0,B1,CaseB:hyperloglog,15,762.9571639699861,6094.255417003296,5271.877683931962,23.0,0.03533935546875,1.0,10,279.6435901805914,1219.2300493452542,0.7337855658784401,0.2
tpc_h/q3 DEEP sf10 sel0.1 qid0,B1,CaseB:ica_fastica,15,2.1442390279844403,6094.255417003296,6035.648303921334,44.0,0.389404296875,1.0,58,-4.188942232867702,1081.1506024720923,0.4308711401160747,0.06666666666666667
tpc_h/q3 DEEP sf10 sel0.1 qid0,B1,CaseB:lavallee_hidiroglou,15,113.9597229193896,6094.255417003296,6109.598464914598,40.0,0.27685546875,1.0,45,-429.30275668487104,1037.281712538873,0.20454066465575377,0.2
tpc_h/q3 DEEP sf10 sel0.1 qid0,B1,CaseB:mhist2,15,345.2190050156787,6094.255417003296,5979.711881023832,44.0,0.389404296875,1.0,59,-385.5238329656034,896.5193464855349,0.1836744391325419,0.3333333333333333
tpc_h/q3 DEEP sf10 sel0.1 qid0,B1,CaseB:pca1d,15,42.485527927055955,6094.255417003296,6024.141222937033,33.0,0.1353759765625,1.0,26,144.8315297573572,1091.029114015982,0.5426431614826064,0.06666666666666667
tpc_h/q3 DEEP sf10 sel0.1 qid0,B1,CaseB:rabitq_strat,15,524.6665709419176,6094.255417003296,5258.382102008909,20.0,0.02154541015625,1.0,8,133.50598363089375,1096.3573627959704,0.5693580109924365,0.4666666666666667
tpc_h/q3 DEEP sf10 sel0.1 qid0,B1,CaseB:rsvd,15,56.672503938898444,6094.255417003296,6070.813429076225,34.0,0.15142822265625,1.0,28,-47.496933140597925,897.154824636139,0.3718010065433908,0.3333333333333333
tpc_h/q3 DEEP sf10 sel0.1 qid0,B1,CaseB:skilling_hilbert,15,48.95268694963306,6094.255417003296,6043.682602001354,36.0,0.1876220703125,1.0,33,-19.738563157734458,1160.5237285078813,0.40985029952982877,0.2
tpc_h/q3 DEEP sf10 sel0.1 qid0,B1,CaseB:sparse_rp,15,213.0025370279327,6094.255417003296,6097.859486937523,19.0,0.01806640625,1.0,7,276.0255121461038,1087.1985185883627,0.7285246294960935,0.3333333333333333
tpc_h/q3 DEEP sf10 sel0.1 qid0,B1,CaseB:zorder_morton,15,358.9161669369787,6094.255417003296,6022.184427944012,26.0,0.05535888671875,1.0,12,4.430766406973516,1177.0269660938836,0.44334529156725044,0.4666666666666667
tpc_h/q3 DEEP sf10 sel0.1 qid0,B1,oracle,15,31.2698531197384,6094.255417003296,6104.637135984376,35.0,0.1688232421875,1.0,31,-41.69744152808561,1079.2487716742703,0.4084611682592878,0.3333333333333333
tpc_h/q3 DEEP sf10 sel0.1 qid0,baseline,B1,15,-83.54368293657899,6050.5329630104825,6094.255417003296,37.0,0.207763671875,1.0,69,-1552.7331086180252,-104.67812084845114,-0.4860565211348983,-0.06666666666666667
tpc_h/q3 DEEP sf10 sel0.1 qid0,baseline,CaseB:chao_weighted,15,25.8388890651986,6050.5329630104825,6024.694073945284,58.0,0.93408203125,1.0,116,-442.05492072719306,464.7153123041304,-0.007379711798435597,0.2
tpc_h/q3 DEEP sf10 sel0.1 qid0,baseline,CaseB:cum_sqrtf,15,30.130177037790418,6050.5329630104825,5990.506596979685,43.0,0.359130859375,1.0,82,-766.0378013267958,133.54353727695178,-0.3106571479156351,0.06666666666666667
tpc_h/q3 DEEP sf10 sel0.1 qid0,baseline,CaseB:hilbert_real,15,36.31322900764644,6050.5329630104825,6071.756517980248,57.0,0.890380859375,1.0,111,-1056.9907902730242,188.03986569459084,-0.29825661384337326,0.3333333333333333
tpc_h/q3 DEEP sf10 sel0.1 qid0,baseline,CaseB:hyperloglog,15,97.39884594455361,6050.5329630104825,5271.877683931962,59.0,0.97796630859375,1.0,119,-598.1915291076681,482.9107597093872,-0.02911673386381305,0.06666666666666667
tpc_h/q3 DEEP sf10 sel0.1 qid0,baseline,CaseB:ica_fastica,15,17.739532981067896,6050.5329630104825,6035.648303921334,59.0,0.97796630859375,1.0,118,-894.7135934452914,251.84503489930628,-0.19924193211982202,0.2
tpc_h/q3 DEEP sf10 sel0.1 qid0,baseline,CaseB:lavallee_hidiroglou,15,-122.40359804127365,6050.5329630104825,6109.598464914598,40.0,0.27685546875,1.0,72,-1072.8944449749542,143.60594605968794,-0.33897528865348886,-0.06666666666666667
tpc_h/q3 DEEP sf10 sel0.1 qid0,baseline,CaseB:mhist2,15,-175.922141992487,6050.5329630104825,5979.711881023832,37.0,0.207763671875,1.0,70,-1085.389976981678,21.8642711088362,-0.42722273253591425,-0.06666666666666667
tpc_h/q3 DEEP sf10 sel0.1 qid0,baseline,CaseB:pca1d,15,28.31941901240498,6050.5329630104825,6024.141222937033,54.0,0.76153564453125,1.0,102,-716.521281254051,280.91298399046826,-0.1693190354956003,0.06666666666666667
tpc_h/q3 DEEP sf10 sel0.1 qid0,baseline,CaseB:rabitq_strat,15,80.32892388291657,6050.5329630104825,5258.382102008909,57.0,0.890380859375,1.0,113,-942.0133784700495,485.1212998495126,-0.1256446620464706,0.06666666666666667
tpc_h/q3 DEEP sf10 sel0.1 qid0,baseline,CaseB:rsvd,15,-151.95453097112477,6050.5329630104825,6070.813429076225,41.0,0.30279541015625,1.0,74,-933.0153139511822,90.79246176658972,-0.3521830095517963,-0.06666666666666667
tpc_h/q3 DEEP sf10 sel0.1 qid0,baseline,CaseB:skilling_hilbert,15,35.18714499659836,6050.5329630104825,6043.682602001354,54.0,0.76153564453125,1.0,101,-934.4166036514798,229.63045302817284,-0.19133151544010318,0.3333333333333333
tpc_h/q3 DEEP sf10 sel0.1 qid0,baseline,CaseB:sparse_rp,15,19.638789002783597,6050.5329630104825,6097.859486937523,51.0,0.638671875,1.0,94,-569.4386684393976,320.23746167387145,-0.12038090063831909,0.06666666666666667
tpc_h/q3 DEEP sf10 sel0.1 qid0,baseline,CaseB:zorder_morton,15,45.812604017555714,6050.5329630104825,6022.184427944012,57.0,0.890380859375,1.0,112,-761.5141982150575,257.46925732392504,-0.1753666976896082,0.2
tpc_h/q3 DEEP sf10 sel0.1 qid0,baseline,oracle,15,-206.9775820709765,6050.5329630104825,6104.637135984376,43.0,0.359130859375,1.0,81,-696.2280712930564,143.92452876355165,-0.2898939515425696,-0.06666666666666667
tpc_h/q9 DEEP sf10 sel0.01 qid0,B1,CaseB:chao_weighted,15,-549.8348980909213,1348.1716869864613,1894.470595056191,0.0,6.103515625e-05,0.0068359375,1,-555.5989807395963,-370.0035023780462,-2.3165703418511785,-1.0
tpc_h/q9 DEEP sf10 sel0.01 qid0,B1,CaseB:cum_sqrtf,15,-552.6322320802137,1348.1716869864613,1898.6679690424353,1.0,0.0001220703125,0.013427734375,4,-581.646365901106,-392.1801571821563,-2.39693482812273,-0.8666666666666667
tpc_h/q9 DEEP sf10 sel0.01 qid0,B1,CaseB:hilbert_real,15,-7.451880956068635,1348.1716869864613,1349.5841020485386,47.0,0.48870849609375,1.0,68,-39.34154188764902,54.395453095009145,0.04451581618628352,-0.2
tpc_h/q9 DEEP sf10 sel0.01 qid0,B1,CaseB:hyperloglog,15,-7.888722117058933,1348.1716869864613,1347.6327949902043,31.0,0.10699462890625,1.0,22,-63.2506410125643,4.691788334554661,-0.32740565605058425,-0.4666666666666667
tpc_h/q9 DEEP sf10 sel0.01 qid0,B1,CaseB:ica_fastica,15,-11.724361102096736,1348.1716869864613,1355.5344069609419,38.0,0.22930908203125,1.0,39,-78.8320016459329,52.95107584427266,-0.08334826131837209,-0.4666666666666667
tpc_h/q9 DEEP sf10 sel0.01 qid0,B1,CaseB:lavallee_hidiroglou,15,-11.951972963288426,1348.1716869864613,1345.7000349881127,52.0,0.67877197265625,1.0,85,-64.70674309743724,104.17271552626808,0.09353980968125172,-0.2
tpc_h/q9 DEEP sf10 sel0.01 qid0,B1,CaseB:mhist2,15,-5.452195997349918,1348.1716869864613,1347.0003829570487,59.0,0.97796630859375,1.0,109,-60.83575508828896,101.62012848789642,0.11605356857087977,-0.06666666666666667
tpc_h/q9 DEEP sf10 sel0.01 qid0,B1,CaseB:pca1d,15,0.8965919259935617,1348.1716869864613,1337.20861596521,43.0,0.359130859375,1.0,54,-6.095272906241007,91.1385047016665,0.31998678004378595,0.06666666666666667
tpc_h/q9 DEEP sf10 sel0.01 qid0,B1,CaseB:rabitq_strat,15,-551.8783838488162,1348.1716869864613,1901.1214969214052,1.0,0.0001220703125,0.013427734375,5,-581.9656188859759,-375.09102680662187,-2.133740464503928,-0.8666666666666667
tpc_h/q9 DEEP sf10 sel0.01 qid0,B1,CaseB:rsvd,15,1.7093369970098138,1348.1716869864613,1347.9704330675304,58.0,0.93408203125,1.0,106,-36.006192187196575,68.43868383730293,0.07584370425313604,0.2
tpc_h/q9 DEEP sf10 sel0.01 qid0,B1,CaseB:skilling_hilbert,15,-545.4887630185112,1348.1716869864613,1893.6604500049725,1.0,0.0001220703125,0.013427734375,3,-549.4544447543254,-378.05430614602915,-2.515924055236084,-0.8666666666666667
tpc_h/q9 DEEP sf10 sel0.01 qid0,B1,CaseB:sparse_rp,15,-4.750410094857216,1348.1716869864613,1342.8556179860607,46.0,0.45428466796875,1.0,66,-69.97044635354541,14.375297967150448,-0.20997627283486184,-0.2
tpc_h/q9 DEEP sf10 sel0.01 qid0,B1,CaseB:zorder_morton,15,-539.5244900137186,1348.1716869864613,1895.4921930562705,0.0,6.103515625e-05,0.0068359375,2,-537.1349251712672,-420.7627021513569,-3.676337307518315,-1.0
tpc_h/q9 DEEP sf10 sel0.01 qid0,B1,oracle,15,-11.145131080411375,1348.1716869864613,1352.6459289714694,52.0,0.67877197265625,1.0,84,-21.899669415627915,30.880691017373447,0.03384589370162026,-0.06666666666666667
tpc_h/q9 DEEP sf10 sel0.01 qid0,baseline,B1,15,1477.310082060285,2833.638748037629,1348.1716869864613,0.0,6.103515625e-05,0.00732421875,46,1127.193023271005,1450.884617814639,3.6159956075784594,1.0
tpc_h/q9 DEEP sf10 sel0.01 qid0,baseline,CaseB:chao_weighted,15,929.8064429312944,2833.638748037629,1894.470595056191,0.0,6.103515625e-05,0.00732421875,50,636.8008619785542,995.2263216076727,2.092694236086264,1.0
tpc_h/q9 DEEP sf10 sel0.01 qid0,baseline,CaseB:cum_sqrtf,15,921.4870110154152,2833.638748037629,1898.6679690424353,0.0,6.103515625e-05,0.00732421875,55,626.5271558862878,946.6368484933624,2.237568760426928,1.0
tpc_h/q9 DEEP sf10 sel0.01 qid0,baseline,CaseB:hilbert_real,15,1476.1205719551072,2833.638748037629,1349.5841020485386,0.0,6.103515625e-05,0.00732421875,48,1146.6302516901244,1429.9511805033155,4.172220204083319,1.0
tpc_h/q9 DEEP sf10 sel0.01 qid0,baseline,CaseB:hyperloglog,15,1468.6655369587243,2833.638748037629,1347.6327949902043,0.0,6.103515625e-05,0.00732421875,54,1099.3237319710897,1420.908523540129,3.555441946434544,1.0
tpc_h/q9 DEEP sf10 sel0.01 qid0,baseline,CaseB:ica_fastica,15,1472.1249811118469,2833.638748037629,1355.5344069609419,0.0,6.103515625e-05,0.00732421875,51,1139.611096579659,1406.9452398885428,4.292800687458561,1.0
tpc_h/q9 DEEP sf10 sel0.01 qid0,baseline,CaseB:lavallee_hidiroglou,15,1474.081057938747,2833.638748037629,1345.7000349881127,0.0,6.103515625e-05,0.00732421875,56,1170.5849699200676,1430.4361822262097,4.613937059146525,1.0
tpc_h/q9 DEEP sf10 sel0.01 qid0,baseline,CaseB:mhist2,15,1475.8049099473283,2833.638748037629,1347.0003829570487,0.0,6.103515625e-05,0.00732421875,59,1186.3035840432472,1425.2774981906018,4.965012964171405,1.0
tpc_h/q9 DEEP sf10 sel0.01 qid0,baseline,CaseB:pca1d,15,1463.9163210522383,2833.638748037629,1337.20861596521,0.0,6.103515625e-05,0.00732421875,52,1169.4554850558052,1472.3478304220287,3.942225976305205,1.0
tpc_h/q9 DEEP sf10 sel0.01 qid0,baseline,CaseB:rabitq_strat,15,924.2647850187495,2833.638748037629,1901.1214969214052,0.0,6.103515625e-05,0.00732421875,60,678.0578116379911,913.2318460978179,2.954618554715768,1.0
tpc_h/q9 DEEP sf10 sel0.01 qid0,baseline,CaseB:rsvd,15,1478.062838083133,2833.638748037629,1347.9704330675304,0.0,6.103515625e-05,0.00732421875,57,1131.7401397761812,1458.0163280786169,3.623439973127167,1.0
tpc_h/q9 DEEP sf10 sel0.01 qid0,baseline,CaseB:skilling_hilbert,15,912.5054110772908,2833.638748037629,1893.6604500049725,0.0,6.103515625e-05,0.00732421875,49,673.8894337586438,942.6863202276096,2.674545968695259,1.0
tpc_h/q9 DEEP sf10 sel0.01 qid0,baseline,CaseB:sparse_rp,15,1474.064926034771,2833.638748037629,1342.8556179860607,0.0,6.103515625e-05,0.00732421875,58,1113.1736849417211,1415.2519940311322,3.7882897521558134,1.0
tpc_h/q9 DEEP sf10 sel0.01 qid0,baseline,CaseB:zorder_morton,15,929.9897700548172,2833.638748037629,1895.4921930562705,0.0,6.103515625e-05,0.00732421875,53,636.3431765977293,975.2260502974967,2.0938196680531247,1.0
tpc_h/q9 DEEP sf10 sel0.01 qid0,baseline,oracle,15,1459.823693963699,2833.638748037629,1352.6459289714694,0.0,6.103515625e-05,0.00732421875,47,1129.266904524023,1449.4236296392046,3.6415785034415338,1.0
tpc_h/q9 DEEP sf10 sel0.1 qid0,B1,CaseB:chao_weighted,15,54.18477300554514,3004.6930969692767,2973.478553001769,38.0,0.22930908203125,1.0,40,-209.63079859269783,507.4038795985203,0.1974840879545467,0.2
tpc_h/q9 DEEP sf10 sel0.1 qid0,B1,CaseB:cum_sqrtf,15,-5.221400060690939,3004.6930969692767,3847.86581795197,48.0,0.52447509765625,1.0,74,-540.6157263548812,234.79559287001968,-0.19950072902862173,-0.06666666666666667
tpc_h/q9 DEEP sf10 sel0.1 qid0,B1,CaseB:hilbert_real,15,-0.5870830500498414,3004.6930969692767,3057.724579004571,48.0,0.52447509765625,1.0,73,-444.7123255080078,209.90787776594513,-0.17701588869596097,-0.06666666666666667
tpc_h/q9 DEEP sf10 sel0.1 qid0,B1,CaseB:hyperloglog,15,9.30798810441047,3004.6930969692767,3020.623742020689,55.0,0.803955078125,1.0,93,-304.8188124459314,414.70442790848494,0.06494494829569077,0.2
tpc_h/q9 DEEP sf10 sel0.1 qid0,B1,CaseB:ica_fastica,15,182.89366108365357,3004.6930969692767,3130.96440595109,44.0,0.389404296875,1.0,60,-337.9848177108215,452.42715177630697,0.0797214373660903,0.3333333333333333
tpc_h/q9 DEEP sf10 sel0.1 qid0,B1,CaseB:lavallee_hidiroglou,15,-45.303923077881336,3004.6930969692767,3776.905589038506,46.0,0.45428466796875,1.0,67,-485.45383920310996,254.5088073058285,-0.13996882344408626,-0.2
tpc_h/q9 DEEP sf10 sel0.1 qid0,B1,CaseB:mhist2,15,111.97650304529816,3004.6930969692767,2880.973123945296,36.0,0.1876220703125,1.0,34,-169.18712539035673,583.9611825395452,0.2545662932388542,0.4666666666666667
tpc_h/q9 DEEP sf10 sel0.1 qid0,B1,CaseB:pca1d,15,37.10852796211839,3004.6930969692767,3018.7918540323153,50.0,0.5994873046875,1.0,77,-329.52511196548585,411.73328588289803,0.05896778076995557,0.2
tpc_h/q9 DEEP sf10 sel0.1 qid0,B1,CaseB:rabitq_strat,15,202.6445409283042,3004.6930969692767,2982.0100869983435,43.0,0.359130859375,1.0,55,-228.12557412389043,452.6573584193829,0.15787844341446788,0.2
tpc_h/q9 DEEP sf10 sel0.1 qid0,B1,CaseB:rsvd,15,-0.7225080626085401,3004.6930969692767,3391.7235950939357,57.0,0.890380859375,1.0,101,-399.5719795037682,294.17535110105086,-0.10064281464030261,-0.06666666666666667
tpc_h/q9 DEEP sf10 sel0.1 qid0,B1,CaseB:skilling_hilbert,15,-6.208493025042117,3004.6930969692767,3002.837178995833,55.0,0.803955078125,1.0,92,-267.9630812715429,457.96009698863253,0.11492411305591202,-0.06666666666666667
tpc_h/q9 DEEP sf10 sel0.1 qid0,B1,CaseB:sparse_rp,15,-7.789625087752938,3004.6930969692767,3514.714590040967,52.0,0.67877197265625,1.0,87,-432.91182495013345,244.20336327263303,-0.1259770468613966,-0.2
tpc_h/q9 DEEP sf10 sel0.1 qid0,B1,CaseB:zorder_morton,15,29.973848955705762,3004.6930969692767,3007.188835996203,59.0,0.97796630859375,1.0,110,-480.67335726324626,380.87316573888495,-0.06268046596838865,0.06666666666666667
tpc_h/q9 DEEP sf10 sel0.1 qid0,B1,oracle,15,6.800377042964101,3004.6930969692767,3692.9405570263043,52.0,0.67877197265625,1.0,86,-538.6545764868303,300.05126559350174,-0.1350327208979617,0.06666666666666667
tpc_h/q9 DEEP sf10 sel0.1 qid0,baseline,B1,15,-78.21719697676599,2904.4912009267136,3004.6930969692767,41.0,0.30279541015625,1.0,75,-479.9446767846045,234.4548941838244,-0.13343830147615798,-0.2
tpc_h/q9 DEEP sf10 sel0.1 qid0,baseline,CaseB:chao_weighted,15,-86.55465696938336,2904.4912009267136,2973.478553001769,56.0,0.846923828125,1.0,108,-313.61241760275635,415.6971644994332,0.06054307310097888,-0.2
tpc_h/q9 DEEP sf10 sel0.1 qid0,baseline,CaseB:cum_sqrtf,15,-171.7414070153609,2904.4912009267136,3847.86581795197,29.0,0.083251953125,1.0,65,-621.6190499525206,96.05984172395733,-0.34987079537499616,-0.4666666666666667
tpc_h/q9 DEEP sf10 sel0.1 qid0,baseline,CaseB:hilbert_real,15,-162.7147380495444,2904.4912009267136,3057.724579004571,30.0,0.0946044921875,1.0,66,-566.8989458786867,126.44038304570118,-0.294403920564735,-0.6
tpc_h/q9 DEEP sf10 sel0.1 qid0,baseline,CaseB:hyperloglog,15,-108.33224607631564,2904.4912009267136,3020.623742020689,47.0,0.48870849609375,1.0,87,-374.07731784216594,251.15905295514185,-0.07808873226204176,-0.3333333333333333
tpc_h/q9 DEEP sf10 sel0.1 qid0,baseline,CaseB:ica_fastica,15,-48.134151147678494,2904.4912009267136,3130.96440595109,53.0,0.7197265625,1.0,99,-397.4246074410621,339.8044844037697,-0.045240722823962014,-0.3333333333333333
tpc_h/q9 DEEP sf10 sel0.1 qid0,baseline,CaseB:lavallee_hidiroglou,15,-163.66987791843712,2904.4912009267136,3776.905589038506,40.0,0.27685546875,1.0,73,-623.075297694304,211.0953006156098,-0.23296976051697751,-0.4666666666666667
tpc_h/q9 DEEP sf10 sel0.1 qid0,baseline,CaseB:mhist2,15,-34.25665386021137,2904.4912009267136,2880.973123945296,52.0,0.67877197265625,1.0,95,-214.17727688114005,377.259279382415,0.15769129887273828,-0.3333333333333333
tpc_h/q9 DEEP sf10 sel0.1 qid0,baseline,CaseB:pca1d,15,-36.537433974444866,2904.4912009267136,3018.7918540323153,55.0,0.803955078125,1.0,106,-451.007453360362,338.63475242843066,-0.0635678761557216,-0.2
